,DJUSBMT Index,DJUSNCT Index,DJUSCYT Index,DJUSHCT Index,DJUSINT Index,DJUSENT Index,DJUSTCT Index,DJUSTLT Index,DJUSUTT Index,DJUSFNT Index
2010-01-01,9.228314283772784e-05,8.570685531012563e-05,0.00024613748805749574,-0.00015330108302257238,-8.753281196646438e-05,6.521630766418034e-05,0.0002147103941389758,0.00026134458875897733,9.244289753649924e-05,0.00019244928071008183
2010-01-29,0.00014135756069650715,0.0001592040130703075,0.00032245881043572815,-4.87738403213201e-05,-4.287883942596155e-05,4.827898274994337e-05,0.0002549464245935679,0.0003255384900690655,0.00010226224661721088,0.00020462698990905839
2010-02-26,0.0001019207016156057,0.00010386542189356443,0.0002451577945067666,-9.063003683285234e-05,-9.094667486711245e-05,5.111360463398929e-05,0.00020321467338864062,0.0002723645990268019,9.784420332487815e-05,0.0001094532045544737
2010-03-26,0.0004635680858138231,0.00036113033017686055,0.0005829408120499235,0.00016284005139266338,0.0002580771916748171,0.00035542700562525185,0.0004672286256557228,0.0005437506660317198,0.00039484423056357294,0.0005625347792468389
2010-04-23,0.000705536265138037,0.0005012029827235026,0.0008088026759685429,0.00025654446624009497,0.0004849822549273989,0.0006280813010115374,0.0006945452201800534,0.0007088977467164219,0.0006206512794173821,0.0008538898722195999
2010-05-21,0.00034464618964995464,0.0002810025821498364,0.0004972100291759235,9.325610535561127e-05,0.0001519868849145461,0.00036062372646788093,0.00037930699725769254,0.0004393771029739232,0.0003302687282611384,0.0004250505663632029
2010-06-18,-7.081329261490613e-05,8.90511470889223e-05,0.0002375179334921175,-8.366301978468584e-05,-0.0001266188008198055,7.885773130070526e-05,0.0001396095647198527,0.00023147246289506094,0.0001232791446030787,8.000055513728108e-05
2010-07-16,-0.0001914036125887735,3.284709068240865e-05,0.00014676042842686816,-7.167742191629148e-05,-0.00020551359912315167,6.272128478904541e-06,2.4092997175981354e-05,0.00012920577423444746,3.301734900012096e-05,-0.0001297684422874269
2010-08-13,5.9238228503899265e-05,0.0001485200491720354,0.00030234000473269146,4.2189656824521515e-05,-3.5407282307835544e-05,0.00022969496915651618,0.00015635388862654873,0.0002459220354459562,0.00014096044544881204,5.616412080598917e-05
2010-09-10,-4.12179261967395e-05,0.0001006842014611007,0.00022824699834652257,1.724318614454922e-05,-0.0001236667206943101,0.00011063362895351096,0.00010191642483515367,0.00015429670408171548,4.717680975246099e-05,-9.934267008939856e-05
2010-10-08,0.0002838881346200932,0.00029165402559486853,0.0005029915406886349,0.00028582662964453306,0.00021731439426090683,0.000384923559263793,0.0003589397741028188,0.0004161089753752371,0.00024141390351633122,0.0004912824466551243
2010-11-05,0.00029966375625174626,0.0003489719031022479,0.0005576083946463139,0.0003724555444281272,0.00027058163985204417,0.00037564569732720816,0.00037829529264764235,0.00045677135165982433,0.00022443539216987892,0.0006258768183933156
2010-12-03,0.00019374772604824895,0.0003217165247900055,0.0005010829969399196,0.0003683039214204543,0.0002030603800916344,0.00022310200944509437,0.00025530095976369254,0.0003997941449567229,0.00013297688694678596,0.0005065683412615802
2010-12-31,0.0006167795094118988,0.000516058578236682,0.0007727544981381926,0.0005218934900499915,0.0005377130740864014,0.0006039476922077632,0.000519703712998699,0.0006473244605375053,0.00036498213970520034,0.0009348210231533
2011-01-28,0.00046166833908722524,0.0005111795893176835,0.000750880440560328,0.0005475580787792764,0.0004503001842470524,0.0005171964809831429,0.00043367980342131626,0.0006388388258414407,0.0003035083545416796,0.0008389940987095408
2011-02-25,0.0007150787838930812,0.0006021866028380668,0.0009056227600042821,0.000685198449886488,0.0006714568043468992,0.0007454313189046834,0.0005695086464729843,0.0008137000178274059,0.00041741297181172634,0.0011672487931656456
2011-03-25,0.0004656233495722123,0.0004441654154719673,0.0006747248839332628,0.0005618549231189223,0.0004152104653130504,0.0005598471468955481,0.0003907487381476582,0.0005754410823244359,0.00027276097576085594,0.0007774872453411956
2011-04-22,0.0006167962459688556,0.0005198506672883319,0.0007874464073415142,0.0006445873980366042,0.0005045439036742793,0.0006651218527830328,0.0005228173603549196,0.0006823345664607531,0.0003137293525326604,0.0008976766065723427
2011-05-20,0.0008587706012568382,0.0006526943626611473,0.0009768371842571227,0.0007972651379032112,0.0007353121894814584,0.0008848490704813556,0.000675919180514747,0.0008617461376291331,0.00047311684201559683,0.0012714905107328403
2011-06-17,0.0007191767721099554,0.0005933951997876731,0.0008349439639386688,0.0007566156920638851,0.0005977765138515812,0.0007017499155981943,0.0005389539081896526,0.0007611540428985492,0.0003534111631017926,0.0010699989310513599
2011-07-15,0.0012130318719167487,0.0008009613498988346,0.0011373738780304883,0.0009267325650108007,0.0009208055101563737,0.001096707586502686,0.0008819929168167923,0.0010026830587087409,0.0005669679292560848,0.0014909726975598442
2011-08-12,0.0004845963214494812,0.0004149079017200963,0.0006235970168788906,0.0005979738111324534,0.00026922242371269124,0.0005650257226869676,0.0003601238144445731,0.0005773481754906459,0.00014330540705502801,0.0007585372110170654
2011-09-09,0.00023449990556306225,0.0002856718204118657,0.0004415106763401075,0.0004972835597858966,7.414652838462286e-05,0.0003967443907231055,0.00023765795201914283,0.0004051996397495412,-1.894194482639294e-05,0.0004987098883239159
2011-10-07,-0.00011196220419974366,9.559848578533824e-05,0.00014291043287621754,0.00032213260400061627,-0.00019706056950746074,0.00015306929421889445,-0.00014066497692386275,0.0002095246993459578,-0.00021745815035693802,0.00017002510406866859
2011-11-04,0.00046133446400490805,0.0004382649098245925,0.0006254768556312021,0.0006805179120258225,0.00033568110707668823,0.0006243621941210959,0.0003486537196727156,0.0005820223082030969,9.44660453790102e-05,0.0009016023898334937
2011-12-02,-0.00014666338052607387,8.826337975897903e-05,0.00019825749386703654,0.0003173300154282664,-0.00021271085668913856,9.909241513467699e-05,-8.015843059591888e-05,0.00020623055337996892,-0.0002154690995292631,0.00014168890348022981
