,DJUSBMT Index,DJUSNCT Index,DJUSCYT Index,DJUSHCT Index,DJUSINT Index,DJUSENT Index,DJUSTCT Index,DJUSTLT Index,DJUSUTT Index,DJUSFNT Index,gamma_op
2010-01-01,0.01239879761051925,0.5530773332258486,0.04646055677397235,0.04262138801696888,0.008959083462778544,0.02038073952781548,0.04885812752719552,0.11795724916433137,0.13751070721754638,0.01177601747302362,2
2010-01-08,0.01231207136163665,0.5532341062860199,0.046386926855426475,0.042627196030585984,0.008908346663189858,0.020312084926597803,0.04903827733645219,0.11842338071639816,0.1369938946796522,0.011763715144040747,2
2010-01-15,0.013057273170572328,0.55560711652459,0.04651054064208255,0.04298824882577888,0.00919960374313043,0.021166045640160808,0.04904541751799747,0.11565919573936163,0.13460067972677744,0.012165878469548355,2
2010-01-22,0.012675148455479195,0.5592568288400511,0.04627851021918363,0.043762071897433114,0.009153874748233162,0.02088112780721437,0.048567830183793174,0.11136388086234156,0.13601643069345865,0.012044296292811948,2
2010-01-29,0.012042051288095712,0.5895708405904941,0.050052685788094,0.05712909704779535,0.008287076023208217,0.01677008232237094,0.04358601799554239,0.11799842895026114,0.09350629320738953,0.01105742678674887,2
2010-02-05,0.011525054819192875,0.5925673800977369,0.050172264660407126,0.057084448104581506,0.008196329226301488,0.01644647286626669,0.04233639956485853,0.11735509711318498,0.09316697184460716,0.0111495817028628,2
2010-02-12,0.011711651089516438,0.5942666197860264,0.04995827950261477,0.05655189521907008,0.008176349357733346,0.016434796973146957,0.04301041485079064,0.11699183533643996,0.0918755187501867,0.011022639134474805,2
2010-02-19,0.011937092854932052,0.5972465740774751,0.05007705934114922,0.05602909674629302,0.008181584794108512,0.01653801157428678,0.043214095044253255,0.1154752170923073,0.09042948590579603,0.01087178256939888,2
2010-02-26,0.012346707440270083,0.5515212057301898,0.042823524702289666,0.06129147712667421,0.008637498424962295,0.018951125957905227,0.04273111970888604,0.12050923794189385,0.13057977159012893,0.010608331376800034,2
2010-03-05,0.012263679132174684,0.5521791953799566,0.0435279797759178,0.06159958690359707,0.008688583474492117,0.01868197653843672,0.04274698773321364,0.12056961469439335,0.12891257444807702,0.010829821919741092,2
2010-03-12,0.012684378261859246,0.5540252027794278,0.04367687956976143,0.0611895883432071,0.008767300296979655,0.01875567748442714,0.04284460585819694,0.11838846124276413,0.12878252079006444,0.010885385373312066,2
2010-03-19,0.012696492204543374,0.5514800495213389,0.044019936495421345,0.06088163461380201,0.008860847311457979,0.018799216258141755,0.0433588852003024,0.12090929359753941,0.12791769957974095,0.011075945217711913,2
2010-03-26,0.014155335311044015,0.4894944422730659,0.062586676370843,0.05597533420899173,0.010955529935308517,0.02035716603124159,0.040983450595276104,0.12518425161351956,0.1672107308495857,0.013097082811123761,2
2010-04-02,0.014276932700304064,0.49135903872022074,0.06390168344617407,0.055342295163937086,0.011010861776211257,0.019921950228576697,0.041377932332521856,0.12510739610565674,0.16438057694078134,0.013321332585616116,2
2010-04-09,0.014576507882896802,0.488330683334784,0.06371680159166182,0.05555175626747447,0.011057622389255872,0.020618387330289225,0.041048897976070614,0.1253707791635671,0.16643181862224377,0.013296745441756429,2
2010-04-16,0.014779953395827942,0.4855456004324672,0.06485660574294867,0.05492151866024472,0.011154572971655985,0.020982506200876733,0.04164891799373303,0.1260339625663038,0.1664727784042019,0.013603583631739814,2
2010-04-23,0.01587755834708883,0.3299126874914531,0.09069220564497779,0.03626145119176212,0.0135876941272106,0.026465612874227884,0.058162396309159814,0.1274210769330646,0.28689540287002097,0.014723914211034528,2
2010-04-30,0.01595887999924826,0.3281923873202361,0.09178103225227328,0.035283409905588745,0.013796552178648015,0.027111847931577213,0.058110860201351804,0.12551118330908714,0.28932327304706384,0.014930573854925546,2
2010-05-07,0.01568446248125688,0.3269231414168949,0.09087309800176455,0.03543387433194823,0.013727268002312661,0.02666355399600554,0.057116657698501376,0.1265650183211715,0.2924034758305997,0.014609449919544696,2
2010-05-14,0.015044644722573601,0.32893593036014523,0.0895907776403078,0.03573213156749815,0.01333565335728403,0.02582896717024445,0.05575886860071113,0.12765875539847377,0.29375100113072555,0.014363270052036236,2
2010-05-21,0.01318684582913672,0.49608652801827907,0.05746012637661034,0.05852063160298232,0.010003262448997907,0.024549088665578908,0.03797012673738237,0.1095057085975581,0.18044516037881414,0.012272521344660073,2
2010-05-28,0.012909177277717789,0.49817693516868644,0.0575747451606107,0.05822714078901041,0.009796910693003928,0.02410683163623493,0.03763887547681431,0.11109664326122268,0.1782500697056509,0.012222670831047827,2
2010-06-04,0.013289662401856462,0.4958007397127577,0.058434170356454734,0.058409300042344674,0.009860920088381157,0.024026780979548794,0.03800685909840002,0.11069842434632193,0.1792730425046295,0.012200100469305149,2
2010-06-11,0.01271734395698181,0.49734017527155394,0.058056600304403294,0.058667484826131204,0.009663462708341446,0.02382856393003563,0.03829864154983251,0.11128189747372716,0.17820985818224683,0.011935971796746124,2
2010-06-18,0.009367148746299042,0.5473622693601937,0.04186329699615914,0.0684794712448377,0.007887247614381962,0.02018809970183401,0.03205854888186349,0.10483227202464926,0.1573532501681758,0.010608395261605771,2
2010-06-25,0.009368432790716297,0.5450627844500985,0.041426695134733245,0.06842418891190569,0.007965619933108913,0.020382087959980456,0.032538840743493475,0.10365909447061614,0.16055672481499064,0.010615530790356755,2
2010-07-02,0.00945272893097686,0.5456200250410673,0.04069488592030765,0.06937944445075081,0.007950604004309275,0.019829208110738836,0.03216658145460616,0.10455327413407933,0.1595428341938154,0.010810413759348363,2
2010-07-09,0.008930384065911491,0.549235542017975,0.03960417466550616,0.06872308982849906,0.007636342619879952,0.019259184620829914,0.031174215664835785,0.10534689319334739,0.1597957867191413,0.010294386604073984,2
2010-07-16,0.0087197641613289,0.576244678241697,0.03444453933391195,0.1266712732906329,0.007406953901535701,0.019166649337024333,0.023833796020671344,0.083632988890367,0.11068370227941011,0.009195654543420945,2
