,DJUSBMT Index,DJUSNCT Index,DJUSCYT Index,DJUSHCT Index,DJUSINT Index,DJUSENT Index,DJUSTCT Index,DJUSTLT Index,DJUSUTT Index,DJUSFNT Index,gamma_op
2010-01-01,0.01420469131259483,0.4151395385139756,0.023561175593056607,0.31239221292900776,0.0175311321633526,0.02217363554204177,0.02755571789797516,0.0434955110512,0.11204257278105473,0.011903812215740925,2
2010-01-08,0.014109714044367682,0.4153861795188423,0.023531142076568076,0.312531816067295,0.017437264250657815,0.022105804698451612,0.02766591099714036,0.04368095408806558,0.1116561447504989,0.011895069508112574,2
2010-01-15,0.014899865326875672,0.41538772761956605,0.023493166537772125,0.3138339971326571,0.017930529970788128,0.0229368787166206,0.0275518630334666,0.04247932367044175,0.10923741985823368,0.012249228133578455,2
2010-01-22,0.0143688750740401,0.4153718097871123,0.023222522947193527,0.3173861497365189,0.017724289375744526,0.022479590872238806,0.02710448110949012,0.04063325783052067,0.10966181158433987,0.01204721168280109,2
2010-01-29,0.014744998577370425,0.40405488500403464,0.02525334508312145,0.3105372588656973,0.018495940285761583,0.02275679743438075,0.029153213535861353,0.045677465919845506,0.11695238858812122,0.012373706705805995,2
2010-02-05,0.014123391612149391,0.4064375695911345,0.025334186928331125,0.3105459723670663,0.018308224340476346,0.02233574594941347,0.02834032982922378,0.045465238484080364,0.11662239992755169,0.012486940970573056,2
2010-02-12,0.014396972209351684,0.4088786940508235,0.025305083740152324,0.3086116365703733,0.018320752582787453,0.022389741064103734,0.02888162665914171,0.04546635197649637,0.11536573511217194,0.012383406034598109,2
2010-02-19,0.014714582639054147,0.4120625512214896,0.02543521768569144,0.30660207540879436,0.018383053084202603,0.022592503311380706,0.02909844468178488,0.045000742379363336,0.11386321201661499,0.012247617571623987,2
2010-02-26,0.013964466393537461,0.4040299228688586,0.0237083460356928,0.3179331179309347,0.017311369511226277,0.02192801447594618,0.02760580850682491,0.045254715927502534,0.11644637119739534,0.011817867152081205,2
2010-03-05,0.013857252779130674,0.4041238922259981,0.024075234767729135,0.3192248219249798,0.01739704936098001,0.02159584918594195,0.027589567161182507,0.04523395362912016,0.11484934129196195,0.012053037672975676,2
2010-03-12,0.01434384224029045,0.4057924515043477,0.024176508309711447,0.3173484198835899,0.01756840987889814,0.02169802348344375,0.027674225642543994,0.04445043408132058,0.11482332107888646,0.01212436389696771,2
2010-03-19,0.014390640651578227,0.4048594786262511,0.024422574854832017,0.3164792028103791,0.01779679872389844,0.021798530894014283,0.028070974913740176,0.04550156951348636,0.11431517505905972,0.012365053952760535,2
2010-03-26,0.018602927506647007,0.3871734104821278,0.03269381912862618,0.2838011507488291,0.024209186529027288,0.027791989588482557,0.03630827666089606,0.05442482862998326,0.11934349887368181,0.01565091185169902,2
2010-04-02,0.018815335197424458,0.38973788448132396,0.033474336770734706,0.28137825905022285,0.02439967449615772,0.027274078463001245,0.03676053431319533,0.05454391073111853,0.11765246658699133,0.01596351990982977,2
2010-04-09,0.019185599235212524,0.38684101692014405,0.033334847904462776,0.2820824030504017,0.024471991094213327,0.028191472316974647,0.036421628605780285,0.05458891243721574,0.11896842828797807,0.015913700147617022,2
2010-04-16,0.019504326059582244,0.3856421840574539,0.03402003329258297,0.2796126052760729,0.02475121412492152,0.028764473649163624,0.03705080002008765,0.05502140997503857,0.11930938322545097,0.01632357031964567,2
2010-04-23,0.023070657091151886,0.37373358783067556,0.041004096271520504,0.25187542221969966,0.030998124140900293,0.0329638420789813,0.0452012010304732,0.06178769368866477,0.12020256397917176,0.019162811668761215,2
2010-04-30,0.023341251031463867,0.37422869838622125,0.04176915522018535,0.24669289098310482,0.03168149686208664,0.03399072772739678,0.04545801430562284,0.06126163891274487,0.12201661855702818,0.019559508014145466,2
2010-05-07,0.02297011992222214,0.3732726346034217,0.041410453874695226,0.2480713599664415,0.03156393497781249,0.033472741350055006,0.04473916200251285,0.06185741627826249,0.1234781315305799,0.01916404549399659,2
2010-05-14,0.022019141752865887,0.37533289764799527,0.040800246863076525,0.25000099629459904,0.03064404938213014,0.03240448426152243,0.04364794891283756,0.062352450134622206,0.12396860145429488,0.018829183296056044,2
2010-05-21,0.01678130358311382,0.41006824105894113,0.028283313954769684,0.28719233341419903,0.02086698073883425,0.025200025154690955,0.031973390861752354,0.051564365341198425,0.11381771043690149,0.01425233545559898,2
2010-05-28,0.016458660420670547,0.41256603686241344,0.028392713263122357,0.2862862283441548,0.020474733406053026,0.024792304040018975,0.03175370782369551,0.05241130926286347,0.11264332708247397,0.014220979494533981,2
2010-06-04,0.016933079526069122,0.4103392936460706,0.028798365140753047,0.28700077757985565,0.020595513537357873,0.02469439686178781,0.03204393668158636,0.05219051595563172,0.1132183521597724,0.014185768911115356,2
2010-06-11,0.016194888889299958,0.4113855520181823,0.028596449047268286,0.28810984385932215,0.020171932993045247,0.02447711675056878,0.032272069027073524,0.05243656437282399,0.112484613648307,0.013870969394108866,2
2010-06-18,0.01297416532532096,0.4346761164005929,0.02111395687196886,0.3106340752671637,0.015155648876809577,0.02033797761418772,0.02481619859039906,0.044330421842868804,0.10468023404040952,0.011281205170278849,2
2010-06-25,0.012975098484715722,0.43282183078999575,0.02089239345736954,0.3103630852814431,0.015305247150549513,0.02053206838220276,0.025186346763721574,0.04383146462353254,0.10680440723683697,0.011288057829632409,2
2010-07-02,0.013045405159973586,0.4317273664078513,0.020450521791139657,0.31357964969310376,0.015222204057099308,0.01990426071191031,0.02480987981531117,0.04405273330075697,0.10575347005458219,0.0114545090082718,2
2010-07-09,0.01236606832150329,0.4360527683363337,0.019969475688437155,0.31165985704418186,0.014669792100643089,0.019397229947295452,0.024125505671376758,0.0445367058847527,0.10627810085740295,0.010944496148073071,2
2010-07-16,0.011633638941234592,0.4552839536240695,0.018087607956232266,0.31818619301302753,0.012984095354069844,0.018059489301025744,0.0211037908878762,0.04259752444808656,0.09170953703577676,0.010354169438601096,2
2010-07-23,0.011278621525184539,0.4582361289662541,0.018051085155504378,0.31585813639141286,0.012841577546970127,0.017842950939438208,0.02132180263021547,0.042705497494928114,0.09175310401953642,0.010111095330555715,2
2010-07-30,0.011946788888186401,0.4632211950955551,0.018379241512575004,0.30717338123723287,0.013416240767463413,0.018116293671549905,0.02160142097131054,0.04358562389906269,0.09233416148914599,0.010225652467918078,2
2010-08-06,0.011957138518561198,0.4614252307584665,0.018330396173829422,0.3087380179686988,0.01345476206015001,0.018185094582271355,0.02128885546425927,0.04434203295479635,0.09193667068643414,0.010341800832532983,2
2010-08-13,0.013396696754887638,0.4397407608502175,0.021939990503101345,0.30936839511487907,0.01567461585040701,0.020519552095009608,0.025015013860570312,0.04677985574696212,0.09568461226107969,0.011880506962885617,2
2010-08-20,0.01312598238621552,0.4403223039503932,0.021666879783424527,0.30933363372185574,0.015200831591578168,0.020141190563867786,0.024060005897801058,0.047832874587571135,0.09672837877173956,0.011587918745553358,2
2010-08-27,0.013260076414818652,0.44284805063377536,0.021844374577334916,0.3071141429885604,0.015217413810987068,0.01980252923919654,0.024395886769873084,0.04762728862109237,0.09642173764236205,0.011468499301999705,2
2010-09-03,0.013228020697250481,0.44200038534646713,0.021750555650045588,0.3059293710197964,0.015064461145885414,0.01990741498056901,0.023951815686439795,0.04820072856213547,0.09852236679623848,0.011444880115172274,2
2010-09-10,0.012567887748298673,0.4285611478346639,0.02029166200799809,0.32571696600857575,0.014437457829433384,0.01953139088281483,0.02305672533080791,0.04659886746472128,0.09809308632770862,0.011144808564977793,2
2010-09-17,0.01243726620229452,0.42703988048219305,0.020174731803808105,0.32901849295246144,0.014405664070657284,0.019494802165615433,0.022800223321595738,0.04693105867031244,0.09668834925224769,0.011009531078814389,2
2010-09-24,0.012622431551451083,0.426758870590234,0.02033595949094574,0.32978883088015704,0.014513775883482544,0.01919158973423706,0.0235869696059821,0.047220718518739616,0.09496249249645806,0.011018361248312807,2
2010-10-01,0.012718225293097088,0.42479360911826036,0.020525819523523343,0.331169593975875,0.014566002653105679,0.01926977404001032,0.023787116637816158,0.047321072113953255,0.0950043475056124,0.010844439138746283,2
2010-10-08,0.01653624500316364,0.4281246812069492,0.027329417909762774,0.28012255805906616,0.019823736733500588,0.024739875392194216,0.030001845854312925,0.05387356463526147,0.10494903850593043,0.014499036699858678,2
2010-10-15,0.016912598730785718,0.4299395780968277,0.027410290015545763,0.27878629746861183,0.02004930715605644,0.025042885238482485,0.02998853427033167,0.05300568548000017,0.10437911245318608,0.01448571109017211,2
2010-10-22,0.016813242778730825,0.43231864395431435,0.02733312662024507,0.27824116944259675,0.01983776679646098,0.025106728756752603,0.030749374791210964,0.05225731624675543,0.10326815698265909,0.014074473630274044,2
2010-10-29,0.016607253740568068,0.43310189108528674,0.02754065607679051,0.2777547192441136,0.019940616662162125,0.02504489762080619,0.03068477704882907,0.05211180951549072,0.10292544899033834,0.014287930015614713,2
2010-11-05,0.017350026497899587,0.4153059829162046,0.029099405631246314,0.27866412224660714,0.02105832294553263,0.025912086951064936,0.03166060358500848,0.05631783304251981,0.10945613895271344,0.015175477231203507,2
2010-11-12,0.017825765175760618,0.4156003841869662,0.02940520191238055,0.2759408862842156,0.021440628739198962,0.026683993030813268,0.03207224121598556,0.056519043078263255,0.1086866508244583,0.015825205551957607,2
2010-11-19,0.017789314934157755,0.41672322604857126,0.029404813231712502,0.2760744867018744,0.021190556809042173,0.02746738378030507,0.031575735574127246,0.056265207249413536,0.10806158139232071,0.015447694278475208,2
2010-11-26,0.017824691260252566,0.41796579518667737,0.029540050941827833,0.2756361970416369,0.02135474813929086,0.027602130266837843,0.03145265296987184,0.056128060174842904,0.10720712012045441,0.015288553898307423,2
2010-12-03,0.01607980836696485,0.41703949967256587,0.026757512693618604,0.29005157109236457,0.01922762044489687,0.024277741522365726,0.029257697175703312,0.054058425489710266,0.10916894346439722,0.0140811800774127,2
2010-12-10,0.01669058479220346,0.41665190119982864,0.026809603168482504,0.28881553772857343,0.019658648848637644,0.02501721100117866,0.029296588698882714,0.05400484181641524,0.10860385102461241,0.014451231721185275,2
2010-12-17,0.016663773180883155,0.4167122756228919,0.026734560806851115,0.2888830000075358,0.019794862305555477,0.02493656654796339,0.029491727297614175,0.05467017365926702,0.10728832111554558,0.014824739455892357,2
2010-12-24,0.01656157500504032,0.41801592434288887,0.02631420690703556,0.29008074549352353,0.01969835204181017,0.024674841950986747,0.029078139232360186,0.05431508495613077,0.1068778529268308,0.014383277143393177,2
2010-12-31,0.0209571551839864,0.3917684389787886,0.03636940167239759,0.26140715366053935,0.02635352195627172,0.03021240113174818,0.03838802709167952,0.062477618577452605,0.1138475107752218,0.01821877097191424,2
2011-01-07,0.02119257244910159,0.391506002589734,0.036313545167103056,0.26027102417507575,0.026431322382656542,0.030540646295335042,0.038398690234719694,0.06314812048874263,0.11381473440806776,0.018383341809463816,2
2011-01-14,0.02096740037202761,0.3880086881731672,0.03627667852147495,0.2630273898314535,0.026550781412374835,0.030485282214693515,0.039182495707313615,0.06279348991026079,0.11418091915075232,0.018526874706481625,2
2011-01-21,0.021000044748261604,0.388956465187678,0.036203093401704516,0.2618181502644132,0.02686654727679287,0.031284375283177394,0.03973865486018163,0.0613380577155479,0.11390366969819718,0.018890941564045582,2
2011-01-28,0.020003498566344355,0.3992656688260362,0.03426677948732337,0.2655531143822946,0.024803273958085417,0.028858378118192404,0.03708605608656136,0.061920928179755585,0.1108715557671599,0.017370746628246572,2
2011-02-04,0.020518321112389926,0.39722368563659755,0.034266432586985335,0.2644718272443825,0.025143093735040128,0.029568426770990683,0.03773785072863712,0.062424847994866084,0.11126745499538529,0.017378059194725477,2
2011-02-11,0.020960869015648035,0.3958112965487805,0.034498909344720295,0.26505410611454316,0.025370916079086522,0.030219332924799395,0.03834369696370939,0.062481818291965745,0.10985316004755248,0.017405894669194497,2
