,SH000928 Index,SH000929 Index,SH000930 Index,SH000931 Index,SH000932 Index,SH000933 Index,SH000934 Index,SH000935 Index,SH000936 Index,SH000937 Index,gamma_op
2010-03-19,0.025762079728464102,0.17226169757752036,0.1364610719921238,0.033107066963771664,0.4902302231176532,0.06704412707538494,0.013132084643947883,0.03084251302022009,0.009372758896985522,0.021786376983928324,2
2010-03-26,0.025495823609925753,0.17288825466751803,0.13708766267467654,0.033278336315390775,0.488009684900779,0.06667349328881397,0.013142496200827249,0.032233257889370225,0.009378311882494017,0.02181267857020451,2
2010-04-02,0.025589964909488443,0.1714203509640741,0.13775028432509054,0.0333862626216701,0.48845073376799475,0.06626820621387515,0.013059419883317587,0.03283750462055223,0.009445238495114137,0.021792034198822873,2
2010-04-09,0.02646601743017427,0.17419596340638266,0.13956906971004665,0.03373128514793333,0.48206066425694916,0.0663684973292235,0.013274618599092257,0.03319456397187017,0.009311398192192514,0.021827921956135515,2
2010-04-16,0.02962847522892101,0.1801128955181541,0.182015024539327,0.043467710924282185,0.3899515544477396,0.09328598316154667,0.0081398752206574,0.04178072869852043,0.00998700396337017,0.021630748297481267,2
2010-04-23,0.029323560392108296,0.17818721445334335,0.1794327274024749,0.04245791544749004,0.3956750659897829,0.09421670071774256,0.007887033813817052,0.04171306850291128,0.009862847240152505,0.02124386604017716,2
2010-04-30,0.028105424405388282,0.17219699710855707,0.17483805883411976,0.0412422222368605,0.4038586852856295,0.0988955530629688,0.00726864414545716,0.042918377771816646,0.00958274619128624,0.021093290957915872,2
2010-05-07,0.02916361040200865,0.1738274051629693,0.176773004230218,0.04121883236601521,0.39832770348711066,0.09971538900943593,0.00777051243169418,0.04224166119918769,0.009308557698087758,0.021653324013272544,2
2010-05-14,0.024251067548487618,0.128090205637483,0.16248106789225467,0.04763430987886444,0.42514638211404787,0.10413332425139708,0.006528990044912836,0.07144328711371628,0.010562479315424839,0.01972888620341129,2
2010-05-21,0.02548574021305995,0.13091475367800634,0.16261092611927835,0.04837348943612217,0.4195254031604642,0.10543349750694815,0.006838835699514326,0.07031892257718586,0.01045852440139871,0.02003990720802199,2
2010-05-28,0.02580467519806541,0.13133665373939019,0.16325460746959722,0.048597373333874275,0.42036935320387425,0.1033345574376692,0.006923005028983267,0.0702517107542347,0.010263548899447479,0.019864514934863943,2
2010-06-04,0.025305324503842513,0.1313334638829253,0.16304046264969363,0.04851049803542018,0.4179151312867652,0.10652002353739705,0.006660203240848557,0.07084778020701099,0.010466519684547471,0.01940059297154908,2
2010-06-11,0.02142416666702089,0.11808816980044433,0.16257298992067082,0.054510803902292064,0.4542216517318334,0.08085788662989118,0.0076938660133529235,0.07357715360000223,0.008207588761417028,0.018845722973075185,2
2010-06-18,0.020916595103799174,0.11700200336006313,0.16298439009582272,0.054786757704219716,0.45609153330965035,0.0797122636467467,0.007468315053263232,0.07406923371019052,0.008510462768044067,0.018458445248200468,2
2010-06-25,0.02155423707350514,0.11893286111829733,0.16545714286663202,0.055162323166901686,0.4548017946998562,0.07541500698337192,0.007870642908960375,0.0730924127179295,0.008771253396626476,0.01894232506791938,2
2010-07-02,0.02124742023153331,0.11719551872846558,0.16465079018762657,0.055621473135382,0.4578904966940813,0.07361514432709824,0.008052593975534827,0.07399590348489933,0.008863422808418269,0.018867236426960563,2
2010-07-09,0.023308881949073004,0.08740782791849849,0.12300685095684263,0.04623111754186861,0.5358199359109841,0.09122085559026698,0.00818842444791655,0.05386261611953369,0.009531968487290085,0.02142152107772602,2
