,SH000928 Index,SH000929 Index,SH000930 Index,SH000931 Index,SH000932 Index,SH000933 Index,SH000934 Index,SH000935 Index,SH000936 Index,SH000937 Index,gamma_op
2008-02-29,3.91202770018088e-06,0.0766276357689994,0.8507716983729765,0.06520748922891405,0.0002063615287536411,0.00700491721102884,7.59459721730646e-06,0.0001233362722069392,2.4965295819376945e-06,4.455846262110428e-05,2
2008-03-07,3.7332030998963256e-06,0.07613042965903645,0.8523529719011808,0.0641525443570923,0.00020391320822235533,0.006975101330388933,7.744973789381866e-06,0.00012561413725440852,2.2783622650291255e-06,4.566886767034778e-05,2
2008-03-14,3.7034744259098333e-06,0.07532273513108839,0.8524763313269385,0.06473233161427147,0.00021182010638152445,0.007069930353988517,7.618640976415671e-06,0.00012742493980296836,2.2267213738855612e-06,4.5877690752561854e-05,2
2008-03-21,4.1587128859537326e-06,0.07613483038316395,0.8506936138046329,0.06544439201460839,0.00022122292010108409,0.007311536814032641,7.708484005810826e-06,0.00013287416472677042,2.3498464395253814e-06,4.731285540296676e-05,2
2008-03-28,0.0293536054350918,0.016109609131904012,0.22673791013079136,0.17170971860806147,0.06279409613306061,0.3412876767871593,0.007568029015904698,0.09746242043562922,0.025955163316811955,0.021021771005585554,2
2008-04-04,0.028360877376847317,0.015929509745211068,0.2292367634411571,0.17337437010597048,0.06237720526742002,0.3392259238586682,0.008001500649051741,0.09596305466187337,0.02660200703903784,0.020928787854762928,2
2008-04-11,0.03130839411321675,0.016206070080336452,0.23276874579880236,0.17209776605755206,0.06317094432434296,0.33502990181779413,0.008819716835553217,0.09305243088653053,0.026324862061021605,0.021221168024849944,2
2008-04-18,0.03076001332431349,0.016197268916971354,0.23078271411849416,0.17301635823917272,0.06327854914449867,0.3405340045348988,0.008395843000157728,0.09025364359830473,0.02627467360093982,0.02050693152224856,2
2008-04-25,0.037508865852010874,0.02887921821160626,0.07244638408531345,0.11496379522626077,0.030124814937667804,0.07845281612654062,0.010914250652213894,0.0734280992290319,0.5038820333979963,0.049399722281358145,2
2008-05-02,0.03814441921949297,0.028893349911985583,0.07354246592362906,0.11469290170919798,0.029262435450502833,0.07730710441833236,0.011597173332352658,0.07259583287933459,0.5044798399116452,0.04948447724352683,2
2008-05-09,0.03808751271672654,0.02875869786578785,0.0739514260330852,0.11584365861366902,0.029311625094852224,0.07734039624977015,0.011769484004857216,0.07306129637251119,0.5001615572479791,0.05171434580076158,2
2008-05-16,0.03850053690031995,0.027761798547022314,0.06992178013282675,0.11136367816238103,0.027818022572771398,0.07711573984935675,0.010282752366997031,0.071742760629957,0.515218557513922,0.0502743733244457,2
2008-05-23,0.02740588795764473,0.005096204340375443,0.2952665288617394,0.10846060647835756,0.044662303842373643,0.2157773567408212,0.004563705203947777,0.17686787434903029,0.11360997382145828,0.00828955840425162,2
2008-05-30,0.029861259582447473,0.004959331305301331,0.28736936858696005,0.10658477384176535,0.04321069613070272,0.21054542225245854,0.004409913239395769,0.17896222439841722,0.12544470305748237,0.008652307605069132,2
2008-06-06,0.028328207891880286,0.00492411102176234,0.28777592469153435,0.10528785687208171,0.043101132668381836,0.21350058131231045,0.004487169413356646,0.1772101193311368,0.1265442249598636,0.008840671837691922,2
2008-06-13,0.02797711801758343,0.004932848796184264,0.2929042613167629,0.10732818927671664,0.04338043754863808,0.2171786668797795,0.0046435796554590535,0.1761465914916348,0.11649363372408948,0.00901467329315193,2
2008-06-20,0.029517686805043325,0.018422937687023633,0.035699095081665105,0.03692655843235921,0.08260941739869467,0.07216402560798724,0.021308558300658087,0.05576732381131832,0.6254897188007407,0.022094678074509655,2
2008-06-27,0.03090600037199788,0.018065536656276485,0.03487298215616404,0.03564150228583389,0.08322919052999422,0.07201001137585426,0.02202097129738343,0.05507015098229356,0.624867419062548,0.023316235281654392,2
2008-07-04,0.030062619467388994,0.01767279835678182,0.03425318967522449,0.03598048697832921,0.08375205566685327,0.07297507904031603,0.021290428044347432,0.055197126710923604,0.6261649340266995,0.02265128203313577,2
2008-07-11,0.026447046446613727,0.017147725271819132,0.033865934249088875,0.03588379042765944,0.08619759554515914,0.07475578915852435,0.019369908266832093,0.055778097272192476,0.6287020158030413,0.021852097559069503,2
2008-07-18,0.04523261642855447,0.013946340880726618,0.02149741338649956,0.018901979272565678,0.044688539926299925,0.04685640012940895,0.017017989430059707,0.0267606768639211,0.7429013984477848,0.02219664523417915,2
2008-07-25,0.04291963296066821,0.013369279627905751,0.020915113358313607,0.018255923492154883,0.04560643224140619,0.045916821867296564,0.016066712066292912,0.02598533998296439,0.7498765256897816,0.021088218713215895,2
2008-08-01,0.041868881199565604,0.013523676580020795,0.02149900211652053,0.019014671752111762,0.04645155262460825,0.04683601803022021,0.017029073595281934,0.027103294189903045,0.745228616514459,0.02144521339730874,2
2008-08-08,0.04164531128881907,0.0132283414996658,0.02142037373355601,0.018731935925652577,0.04620243461547476,0.04697156425125835,0.017162505850944015,0.02694805858413062,0.746258870924176,0.02143060332632277,2
2008-08-15,0.12357197266426452,0.012619119767815629,0.018764843868544892,0.015519235850837046,0.03524002120865109,0.037173497736959715,0.012794983292885365,0.020231851582880975,0.7027086877850782,0.021375786242082376,2
2008-08-22,0.13453609326283444,0.013302705826862318,0.019691988770533263,0.016098712947082157,0.037553075735772094,0.04006500343018442,0.013486129954088573,0.020935433703978767,0.6812558957280596,0.023074960640604367,2
2008-08-29,0.13891283210411887,0.013863038771469284,0.020947707328809007,0.016974920640973737,0.03924607911756333,0.04081045406003893,0.014761926694586766,0.021866263165616216,0.6686208346153885,0.023995943501435316,2
2008-09-05,0.1407602592795312,0.014121941709808922,0.021156573973655574,0.017120828264894035,0.03927493850871322,0.040260209850429995,0.015749506512206194,0.022003172006212345,0.665370854243193,0.024181715651355483,2
2008-09-12,0.200532516424393,0.010690220766498795,0.0135130051000312,0.011004966806226972,0.022619048325621616,0.018194742038922823,0.012303139239906558,0.012976227933912676,0.6777482015258054,0.02041793183868075,2
2008-09-19,0.19968766167385774,0.010966463908317703,0.01418411874197724,0.011633477556224564,0.02368636499979275,0.01878073718174236,0.012380999041042938,0.013097561144366643,0.6738266387243866,0.021755977028291386,2
2008-09-26,0.19004997459933146,0.010414959111651355,0.013576625385673833,0.011007648509176557,0.022546506219963756,0.01830721776380554,0.010784494057834632,0.01237861181681979,0.690519626137688,0.020414336398054827,2
2008-10-10,0.06356955413418862,0.013151049099439843,0.015958120136000523,0.01335904773953947,0.03094847748172999,0.02445840516694668,0.014713361788984802,0.016757361807199847,0.7859710128408527,0.021113609805117645,2
2008-10-17,0.05749527709281754,0.012626223262514134,0.01572548256434471,0.012980532239965783,0.030487785623273006,0.02562374128181807,0.013990374282140065,0.016178023187438592,0.7929493814127159,0.02194317905297221,2
2008-10-24,0.05537570524246882,0.01247642694824723,0.015675748184500644,0.01291891598260739,0.029738445476188247,0.02631406358308052,0.015042450953908122,0.015914320140442407,0.7938222799171829,0.0227216435713737,2
2008-10-31,0.05669391453574084,0.012678745607308688,0.015925082461663978,0.013228865322264758,0.03114835526741535,0.027402841271238012,0.014532681174494803,0.01614967076300844,0.7898172018946906,0.022422641702174437,2
2008-11-07,0.05287292660810938,0.013106014790083997,0.015376071033642288,0.013715155450683879,0.03512110254444985,0.03186930698139383,0.013314737010678313,0.017042960627583717,0.7815308733294484,0.02605085162392655,2
2008-11-14,0.05006236720960244,0.012822172384653014,0.014750549852193012,0.013069018464326385,0.0331112236775315,0.03067880807405485,0.01320344832559332,0.016503655982520026,0.7902185128925656,0.025580243136959824,2
2008-11-21,0.052794829869461254,0.013357256844474098,0.015957126492386096,0.013685035606137447,0.034495626380174865,0.031304668293924504,0.013559650236467708,0.017394629740229223,0.7825214732203513,0.02492970331639352,2
2008-11-28,0.047743502632756785,0.012510542238910658,0.015250842167529489,0.013020576667699168,0.033350519253267964,0.030039534114878478,0.012549153473860082,0.016850246598815496,0.7943263979495557,0.024358684902726063,2
2008-12-05,0.03456417296573726,0.013550916416952843,0.015213348704620079,0.014776335019929872,0.035517698445569845,0.041666798174944494,0.012587427200848572,0.018452695780750483,0.7832917951065199,0.030378812184126427,2
2008-12-12,0.03415526197966701,0.013381227975442203,0.014861412667924267,0.014856948091580682,0.035732279528624906,0.041578304662083634,0.012505691649326987,0.01907878523074178,0.7856828928009602,0.02816719541364829,2
2008-12-19,0.03407691205829696,0.012984947872333936,0.014599598752907934,0.014467080514465503,0.034657080901472744,0.04114298185709851,0.012375572386857525,0.018859614340066513,0.7884785000475263,0.028357711268974045,2
2008-12-26,0.034802133076877614,0.013432152137905173,0.01495943703190172,0.015079614509753796,0.03619168083210417,0.04423798541160563,0.012710187757684717,0.01977726700219007,0.7803390887700768,0.028470453469900292,2
2009-01-02,0.020355230882124598,0.014231150451332393,0.015638375804151346,0.015253229126725436,0.025661796340346793,0.02925863355806943,0.016811664589710618,0.01670162991733455,0.8225890590090241,0.023499230321180828,2
2009-01-09,0.0196673506495307,0.013330293243491107,0.015322026368387663,0.01492524717809229,0.025044952873767318,0.0292080905308817,0.016314242441466377,0.016323055435156004,0.8264437706355834,0.023420970643643572,2
2009-01-16,0.021090958034676817,0.013958207738250064,0.016062929875869186,0.015167764996385053,0.025576973722704052,0.03037610593823325,0.016715697864493943,0.016862508113665707,0.8201617284079393,0.024027125307782598,2
2009-01-23,0.02125895428551071,0.014434875637489604,0.016268083768015876,0.015571619920608404,0.025374126210884435,0.03011767219685025,0.017265445083505547,0.017610873999493615,0.8180554126164,0.024042936281241538,2
2009-02-06,0.0223588671918699,0.017132698383267267,0.020155212394884783,0.02073434725759994,0.0440341240727426,0.052519895488529214,0.02012473467899914,0.02411499134594068,0.7352638208767177,0.04356130830944882,2
2009-02-13,0.02214731658542612,0.017650736501194832,0.02016752960403788,0.02135564240794089,0.04470124209297305,0.050683605730946386,0.02034679428553573,0.024931630381253848,0.7345364868834463,0.04347901552724498,2
2009-02-20,0.02051539747650049,0.017257421482528918,0.0198191089111428,0.02160810377550792,0.04375427895983197,0.05037763578414591,0.019025478257226707,0.024592446443091855,0.7415340611442484,0.04151606776577502,2
2009-02-27,0.011797748370727251,0.017336609371767397,0.02318026602342091,0.021149506196705956,0.21868310098805793,0.13272165810184083,0.03210336685701762,0.02821188126063895,0.4462122699747296,0.06860359285509349,2
2009-03-06,0.011868634930191588,0.017047142365740814,0.0231567760363696,0.02144370257561442,0.22379255360809033,0.13344433663450925,0.034366644416272726,0.027675620249839914,0.43721917377687486,0.06998541540649642,2
2009-03-13,0.0115840631844919,0.017119603868715003,0.02294354988799462,0.021603525809335784,0.2171653262049425,0.13238151461961037,0.03439166112084901,0.027718456242815086,0.44603487998193764,0.06905741907930815,2
2009-03-20,0.011516918486622523,0.01676765946177498,0.022672003996686736,0.02085020623931302,0.21008326669319288,0.13064163768003614,0.03383378105492576,0.027297591627136845,0.4579699274403862,0.0683670073199249,2
