,HSCIIT Index,HSCIH Index,HSCIEN Index,HSCICD Index,HSCIPC Index,HSCIFN Index,HSCIMT Index,HSCICS Index,HSCIUT Index,HSCITC Index,HSCIIN Index,gamma_op
2010-01-01,0.033429205979075276,0.7163390973344699,0.046717772949822746,0.018085303119235313,0.0163068007794991,0.016236107916206513,0.02677428711382457,0.07131946534760938,0.01475801115148561,0.0274531083974325,0.012580839911339105,2
2010-01-08,0.03441860289039072,0.7135053612497916,0.046625579462660945,0.018076330425235786,0.016451741099255793,0.01617875533893685,0.026763974423406934,0.07206306134256554,0.014831222724908055,0.028403704286718536,0.012681666756129265,2
2010-01-15,0.03676098069418878,0.6931942046466907,0.05134417341714427,0.01941177266509017,0.017285494490944023,0.01686057903879339,0.03060859450222541,0.07475944243612544,0.015712124907485296,0.03000854554419833,0.01405408765711431,2
2010-01-22,0.0382794053140309,0.6935614006144398,0.04879528005347624,0.019631122853049795,0.016299514645420603,0.01608533457113946,0.030471349313793385,0.07594634985359267,0.015181503824192212,0.031235507719357514,0.014513231237507288,2
2010-01-29,0.03831722226020533,0.7094497422755517,0.046522175649651616,0.019763138743570496,0.016635973510511146,0.01606633375018191,0.0296640519024758,0.062051121456681256,0.014973408658891366,0.03379062687633836,0.012766204915940674,2
2010-02-05,0.03682039494612847,0.7210366791093233,0.044646280252759594,0.019648242386794693,0.015839063363462077,0.01574244417478026,0.027797452251294347,0.05770944592989937,0.015064790597577026,0.03361149496254391,0.01208371202543699,2
2010-02-12,0.036603667350705714,0.7168733539760429,0.04565688783141168,0.019776819380661698,0.016132948408939748,0.015726365675171616,0.02803040513290451,0.05935533032319666,0.015296581003546528,0.03433769298624146,0.012209947931177474,2
2010-02-19,0.0376706004102916,0.7142884140169757,0.046628604042489995,0.020227688032772854,0.016683498857955892,0.01574500754385288,0.027638218224259523,0.05874639842777395,0.015394259094131073,0.03475725897421243,0.012220052375284046,2
2010-02-26,0.0339800231949023,0.7288647634681047,0.041852221883577415,0.01926920851038849,0.017112783287730186,0.016520907422322324,0.024367532498870303,0.05461607478885112,0.016039936452537637,0.03417569744469134,0.013200851048024438,2
2010-03-05,0.03392090914898817,0.7289746920829442,0.04225541093495326,0.01901199023551315,0.01748526376789813,0.01650035594801254,0.025235626171955204,0.053991185756333646,0.015695103690859,0.03426994445679789,0.012659517805744609,2
2010-03-12,0.033874206974135714,0.7303062654601569,0.04168772638335302,0.019268490667633996,0.017510771342875386,0.016157189317036514,0.02520948021261625,0.05484239335109655,0.01570715374237081,0.032240428670451904,0.013195893878273125,2
2010-03-19,0.033654155480072286,0.732687393620881,0.04135149009671903,0.0190542309973137,0.01735234407890881,0.015836049838629025,0.024809637430019828,0.0551953404324116,0.015243665255987717,0.03196364578297859,0.012852046986078385,2
2010-03-26,0.030683954389521928,0.7265891112031957,0.0408784701140031,0.019280120214300124,0.01743735755584444,0.01634499079736485,0.025316150792386305,0.06420858189023357,0.015532438343624902,0.030769881461717934,0.012958943237807205,2
2010-04-02,0.030214110693574978,0.7337362517398758,0.039658752042107656,0.018703428038590892,0.01703526944049523,0.0158714267594034,0.02438278951554703,0.06245885096003297,0.01525066481275568,0.02985710551817765,0.012831350479438515,2
2010-04-09,0.029766138730068604,0.7350613098928233,0.040500105845569026,0.018593109235282942,0.01714038806761342,0.016018300060466485,0.024483741357433673,0.060815422091024515,0.01519917344998811,0.029508594293612172,0.012913716976117815,2
2010-04-16,0.02986070638130553,0.7310252730678137,0.04147736930017362,0.018639073843736545,0.016955773298502765,0.016255920172996596,0.025162050043695712,0.06222933426358585,0.015150500006863498,0.030334658438199217,0.012909341183127209,2
2010-04-23,0.02986119365478722,0.7413118202607657,0.03981077469492402,0.018385729549492184,0.01668072169803962,0.016365628041792334,0.025177307935257694,0.05429357872314414,0.015428464176388372,0.029451509416541274,0.01323327184886701,2
2010-04-30,0.029982971276886754,0.7453679481554271,0.038333146642105846,0.018219739683594468,0.01567817735510878,0.015821014194031265,0.024562853268416757,0.054032876529298855,0.015467468808171677,0.02922551505367122,0.013308289033287343,2
2010-05-07,0.02909531664020394,0.7510790556414347,0.03837552263418853,0.01789639883920474,0.015452178253526998,0.015583302046359541,0.023915707911879254,0.05217952357718492,0.014746925125898388,0.028516425920878028,0.013159643409240768,2
2010-05-14,0.028858669198036032,0.7507255020731788,0.038081535139337715,0.017591481305586514,0.015482812154376179,0.0157837729662905,0.02345625292396441,0.052204484045382575,0.015431479992138708,0.029440424915812845,0.01294358528589578,2
2010-05-21,0.03020628385078407,0.7488169526582342,0.03862875004184055,0.01801716310834999,0.016354377473549758,0.01636643448667667,0.025670485227341798,0.047936400832773535,0.015808746479955012,0.028741011289992652,0.013453394550502228,2
2010-05-28,0.029104178173941595,0.7467121531052939,0.0391457354398092,0.017906325297736902,0.01696221895179399,0.017089749437033074,0.024857068961448656,0.04751964799592943,0.016890777966328888,0.03070912637516265,0.013103018295521705,2
2010-06-04,0.029114587018751147,0.7460146515157012,0.03941731955955213,0.018289592003502667,0.017061639221029927,0.01682013518452548,0.025546975139382953,0.04848259659926509,0.016232492356822868,0.02961007114490739,0.013409940256559073,2
2010-06-11,0.02940104694081519,0.7464714994196505,0.03880815449327754,0.01833833146556299,0.017007048366380038,0.016867178264961192,0.0247445379677404,0.049137159518055244,0.016034240351660834,0.029736534422703614,0.013454268789192462,2
2010-06-18,0.02530234464581345,0.7533056326136186,0.0392013183179206,0.01804227543754485,0.016802848974027916,0.01681447282121165,0.02349566592211496,0.0469343468269334,0.01615241030624591,0.03028994771006177,0.013658736424506691,2
2010-06-25,0.025071988083358403,0.7506754554651855,0.03966042320750142,0.018505781876323076,0.016970603941232194,0.016844074211242156,0.02400327247977041,0.04804200297905686,0.016264412618020654,0.030010045000470338,0.013951940137838983,2
2010-07-02,0.02487776987116427,0.7517340756449811,0.039340498460286574,0.018399647359321925,0.01712173569467386,0.01697462529183798,0.023724466062497472,0.0477658401803948,0.016300309819059958,0.03015327407613796,0.013607757539644107,2
2010-07-09,0.024880862187499353,0.7507170266866581,0.03854091497932065,0.01814854284261973,0.017216589927542218,0.016935392552828152,0.02323917863046543,0.048618756841871495,0.016944443114870138,0.0310958009442639,0.013662491292060848,2
2010-07-16,0.02478490304518234,0.7513262587596423,0.03421328670281328,0.017894352369918258,0.01644566046388246,0.01676498801724089,0.023815301061475128,0.05479794413313864,0.01663869074687442,0.029614922601910953,0.013703692097921508,2
2010-07-23,0.024972366974220495,0.7498947412656286,0.03368545228974066,0.01820728951161116,0.016869815048785815,0.017119684145171454,0.023622494006207286,0.05554757339060595,0.016694588648890007,0.02947489837338989,0.0139110963457487,2
2010-07-30,0.024115036464652007,0.7522237563975955,0.034335267825641995,0.018031522486981987,0.016958766158249955,0.016932757838435182,0.024522936798039793,0.05352755331522696,0.016213693599114475,0.029067698524676625,0.014071010591385432,2
2010-08-06,0.025183996186806664,0.7518919616994005,0.03385404486029515,0.01810210870405045,0.0167923506110727,0.017014559610527363,0.024541541469549902,0.05298674744433231,0.016182059621388634,0.028819825194555837,0.014630804598020365,2
2010-08-13,0.024461520102579445,0.772436392988777,0.026519334234640916,0.01722169654544617,0.016690960114633252,0.01711428386450977,0.024387259620082875,0.044796432759177385,0.01648159880138665,0.025203233074825547,0.014687287893940679,2
2010-08-20,0.023575146148232036,0.7744922824821281,0.025433027712677345,0.0171586939180294,0.016539370441091206,0.016607519742360445,0.024060785433158878,0.04560999288077833,0.016468682966325622,0.02533685952640431,0.014717638748814372,2
2010-08-27,0.023942588347390967,0.7712341205949679,0.02645713653006891,0.017710897422942223,0.01651263841306896,0.016638088186338957,0.024821299004507955,0.04521947618116259,0.016622562829495768,0.02574574908999863,0.015095443400057081,2
2010-09-03,0.02338882767547426,0.7731843560396082,0.026143737009198333,0.017633722906020045,0.016487896920007912,0.016548496577729138,0.024068516734748857,0.044878957376394496,0.016948446541739694,0.025820590094478416,0.014896452124600699,2
2010-09-10,0.023863330981734703,0.7592137748558907,0.028772712993745765,0.01735942181128991,0.016212930076035255,0.01658587642817337,0.025594485036249726,0.05540365914801047,0.015998285670538043,0.026043798588840525,0.01495172440949167,2
2010-09-17,0.024049853927102738,0.7603825625659981,0.02890222850197925,0.0175357116652638,0.016266693457299548,0.016530607980965777,0.025879919932812794,0.05478773870209237,0.01600972596652885,0.02461665398351201,0.015038303316444705,2
2010-09-24,0.02429103167842091,0.758786494036117,0.02906635844369189,0.017754501409448318,0.016415823505267935,0.016678880206858305,0.02620183626760449,0.054954800460547765,0.016049534520780628,0.024779426850205115,0.015021312621057548,2
2010-10-01,0.024244256510241813,0.7622275683519062,0.028424971450075158,0.01750277799412103,0.016283123480460203,0.016164882090358323,0.025847205261452455,0.054352414376493983,0.01554427146418564,0.024367536743862963,0.01504099227684233,2
2010-10-08,0.02376366966779677,0.7536674627724903,0.03197097945108404,0.017788124551480558,0.01671413203494871,0.016511922494855683,0.026297884266135066,0.058174663093403,0.01562976953076263,0.024254032922630377,0.015227359214413337,2
2010-10-15,0.024417526439206888,0.7427825076027567,0.034072787080896144,0.018145284249843335,0.01737947822298976,0.017298192496066227,0.02772227805488543,0.06142951895450398,0.015967560471012266,0.02530058517473725,0.015484281253102106,2
2010-10-22,0.02532581386190412,0.7367098193530165,0.035923771689949764,0.01857208806692389,0.018064509635376227,0.01830647943840907,0.02900713905083355,0.05944690948990052,0.01627421879504483,0.02574733038346464,0.01662192023517712,2
2010-10-29,0.02574199128965096,0.7373612062397498,0.03528562330857831,0.018977781043790783,0.017902694132401222,0.018389653292676406,0.02810714019630907,0.06020789232467424,0.016368809758906925,0.02522737843203991,0.01642982998122248,2
2010-11-05,0.02458393653546316,0.7395933638632366,0.03431370508207798,0.01808707549730014,0.017087034532678243,0.017068399450946056,0.027431507682683924,0.06667268983935291,0.01549153362521645,0.02409876957420675,0.015571984316837956,2
2010-11-12,0.024781103790427774,0.7320946210351577,0.03625461469957653,0.018535016628865614,0.017771344997870895,0.018033751629153192,0.028612278482186452,0.06779341446515032,0.015343313381448594,0.024314835452281955,0.01646570543788102,2
2010-11-19,0.025194610472111332,0.7282883817833288,0.0372573723820393,0.018964602728857815,0.018045532547182296,0.01818378623644979,0.02888486745930964,0.06795330157576442,0.0160696484098013,0.024579651702370964,0.016578244702784378,2
2010-11-26,0.025433997581123066,0.7328538637577207,0.03634543145263056,0.0189042290170546,0.017644662256395358,0.018010904469093054,0.02826164240515434,0.0656750683099973,0.015895741777518003,0.02451727653121623,0.016457182442096947,2
2010-12-03,0.023521206330389427,0.7295147450025737,0.039536867085418835,0.01870526899192415,0.017236227952483356,0.017791707542474854,0.027726116315584706,0.06972642451581526,0.016006042215995192,0.02415639789319221,0.016078996154148324,2
2010-12-10,0.024125290520020444,0.7299175004078877,0.03960571441896809,0.01886762602539193,0.01750332365155889,0.017806699394055717,0.02814043958165372,0.06786735251640494,0.015837731958189497,0.023660435208012903,0.016667886317856064,2
2010-12-17,0.02518207345015216,0.7249485400375782,0.0406241797120929,0.018766360277083234,0.017785802502449148,0.017994662012329934,0.028476287625125142,0.06897559709771295,0.016172997387264486,0.02428276154644711,0.016790738351764527,2
2010-12-24,0.02506726429250514,0.7215476024276379,0.04117290309517971,0.01896809215730509,0.01807672766383038,0.01815796137429864,0.029247541118812705,0.0699924203677475,0.01636326647761384,0.024545346301137336,0.016860874723931718,2
2010-12-31,0.023763026994633833,0.7256352776437239,0.044409925083133316,0.019156409290311087,0.017789081973136084,0.017751915684706174,0.02826099975935195,0.06394747030436743,0.01633895640528943,0.026504447984376428,0.016442488876970814,2
2011-01-07,0.023272109492257893,0.7272489499075592,0.044639780888247556,0.01904775716604277,0.017578963496889755,0.01776342980538772,0.028086262324577237,0.06339457854350088,0.016165480806463337,0.026506642968842663,0.016296044600231038,2
2011-01-14,0.023643752825324774,0.7270728801769205,0.04430691043752241,0.019398625064739414,0.018356605448223942,0.01777626286093086,0.028113187567682822,0.06294558844755332,0.01598564725740182,0.02593782865619927,0.016462711257500817,2
2011-01-21,0.02642533070371945,0.7104443197105558,0.0477577772713565,0.020563620379190177,0.019116396358123167,0.01909633909322286,0.029586195153674066,0.06515484256323195,0.01681480581039739,0.02759857414343686,0.017441798813091863,2
2011-01-28,0.027130204076205075,0.7281566871573872,0.04195149123628779,0.02135342746775301,0.018870417192328015,0.01939494478797789,0.026359778541407974,0.05023961619860529,0.0182721119006847,0.0312709293485339,0.017000392092828415,2
2011-02-04,0.027655348534577226,0.730517769914536,0.0408996004914038,0.02118515437417889,0.018431295278012023,0.019017241988675392,0.02582139212029844,0.04987282335133764,0.01824929364141664,0.03143233209333915,0.016917748212224998,2
2011-02-11,0.027843727664584053,0.7301322248076151,0.041704324658658205,0.021040014841567787,0.018523969116840018,0.019011208640999745,0.02605087026681647,0.0495591886476902,0.018176237735191333,0.031103737781548867,0.01685449583848806,2
2011-02-18,0.028296785217825984,0.7312802043764391,0.040848102975860834,0.020854028391331356,0.017910176987109935,0.019575608387987,0.025812156820236964,0.04905244895554527,0.01851659323684491,0.03140830687900839,0.016445587771810134,2
2011-02-25,0.03411044535369422,0.7128231324883019,0.04542537312791489,0.021608409553996122,0.01778948171525358,0.019791402221483755,0.02510742759247804,0.05499994653031926,0.018567944152054566,0.03328064652459998,0.016495790739903864,2
2011-03-04,0.03331747030658526,0.7169064225041422,0.045536843807029215,0.020939304421384405,0.017625824554746174,0.019744918254250534,0.0242042740313971,0.0537558434056928,0.019101291157831417,0.03337395214467838,0.015493855412262603,2
2011-03-11,0.033401476666639326,0.722172949829048,0.04399931496366639,0.02051518148175917,0.01742347798304102,0.018838021211063226,0.023655279719372344,0.05393744378728162,0.018182454774039496,0.032370814063123865,0.015503585520965608,2
2011-03-18,0.033209610601228914,0.7206694415816323,0.04458331275100594,0.02063191764906167,0.01746324499002799,0.019070655716709062,0.0236127756134521,0.05396612427002557,0.018591138041909178,0.032827662285566835,0.015374116499380506,2
2011-03-25,0.029509169452657087,0.6956308306787484,0.0505554338509282,0.020928556152882458,0.01761462637532612,0.019991544704095143,0.024605743540479064,0.07054843304257125,0.020322825657068902,0.03418018721370908,0.016112649331534265,2
