,HSCIIT Index,HSCIH Index,HSCIEN Index,HSCICD Index,HSCIPC Index,HSCIFN Index,HSCIMT Index,HSCICS Index,HSCIUT Index,HSCITC Index,HSCIIN Index,gamma_op
2008-01-04,0.0059708313792851825,0.42280459172772467,0.061074275087166945,0.0054911559440541935,0.0047493317114426226,0.003901829959674974,0.08833673128762143,0.01981729741007622,0.003844567811335138,0.3804214719963692,0.0035879156852490768,2
2008-01-11,0.00603171110726946,0.41963448013785026,0.06327868249494115,0.00553998381192018,0.004808181781532288,0.0037890451461377733,0.0896100447966559,0.021170816851996416,0.003891643235862312,0.3786304201508017,0.0036149904850325877,2
2008-01-18,0.005502327819565632,0.4186412360079822,0.06388148954993364,0.005380888565348026,0.004810475377191543,0.003814805307344607,0.08564457495930226,0.020700538683290387,0.0038325642694471283,0.38415920343685833,0.003631896023736251,2
2008-01-25,0.0052216982561002585,0.4235469749018919,0.060088905713606144,0.005375582151784303,0.004801354676983674,0.003943109362849854,0.08134013678097508,0.02001590204151071,0.004126465774232446,0.38816063764284786,0.0033792326972175817,2
2008-02-01,1.0306415327552263e-05,0.28444748857487784,5.579816166972136e-05,8.186180733789133e-06,1.0690517346256811e-05,8.290924570489495e-06,5.216510220413433e-05,2.132303079657922e-05,8.849469329145327e-06,0.7153701934365746,6.708186569851383e-06,2
2008-02-08,1.0489527519138044e-05,0.28198222072003887,5.640672873712702e-05,8.390935272083146e-06,1.0216658826942966e-05,8.132983606862313e-06,5.1954203721256774e-05,2.1283403092238607e-05,9.122273740714724e-06,0.7178351521096478,6.630455797149841e-06,2
2008-02-15,1.0205180065005835e-05,0.2954424481408401,5.5690996249729214e-05,8.177046433001571e-06,1.0053982976461196e-05,7.867901220367194e-06,5.19592509893202e-05,2.1582923976868684e-05,9.104146912497073e-06,0.7043758376226178,7.072807718787309e-06,2
2008-02-22,9.712311498762295e-06,0.30537538675051323,5.543937725726233e-05,8.026970971480247e-06,1.0010306030579295e-05,7.617966989609752e-06,5.308432288441688e-05,2.0792188506863016e-05,8.663979178948471e-06,0.6944444137168657,6.852109303206395e-06,2
2008-02-29,0.003639550313556311,0.4117064490065686,0.024033090562330717,0.002848854490660066,0.003553787990136739,0.003331059040086362,0.021048321739373793,0.01042525343044702,0.003244557594414263,0.51265901528185,0.003510060550576344,2
2008-03-07,0.0037117213133996147,0.4177665006718982,0.024242778733833046,0.002872545635650314,0.003548482827033104,0.003424295228639516,0.021062088994714713,0.009854385889097664,0.0032176651561323733,0.5068953881059501,0.0034041474436513346,2
2008-03-14,0.0036357492647049855,0.41959369873235924,0.023239258623878208,0.0028855122474128673,0.003470978601609183,0.0034386327175966783,0.02050342434235715,0.009985673686615631,0.0032061037367950456,0.506645354244944,0.003395613801727011,2
2008-03-21,0.003814671604462852,0.3955469004336956,0.024334880278663828,0.0028742119610402606,0.0034577945604052957,0.003660263169890337,0.019981674537706433,0.010290262575058254,0.0035363835690300177,0.5291205347191205,0.003382422590926703,2
