,SH000928 Index,SH000929 Index,SH000930 Index,SH000931 Index,SH000932 Index,SH000933 Index,SH000934 Index,SH000935 Index,SH000936 Index,SH000937 Index,gamma_op,b_weight
2008-02-29,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0
2008-03-07,0.09645941636629268,0.10042406292421908,0.10126780083562727,0.09944463101692505,0.09988069471530309,0.10064969140806544,0.10308136003114686,0.1029467487454421,0.09224673338168952,0.10359886057528889,2,0
2008-03-14,0.09545201616056212,0.09911019552213125,0.10102921368540481,0.1000924798630261,0.10349422640768385,0.10176297761506976,0.10114640227403174,0.10416967196618655,0.08993046494417474,0.10381235156172902,2,0
2008-03-21,0.10349745986353029,0.09673210363996158,0.0973492953937652,0.09771193940874645,0.10436960944979232,0.10161980060376723,0.09881819208518208,0.10488717872037134,0.0916379658263309,0.10337645500855257,2,0
2008-03-28,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0
2008-04-04,0.09637298816421005,0.09863124651758165,0.10084566725302391,0.10071337152961256,0.09908415601244659,0.09914379575381489,0.10545951542495641,0.09821187135492128,0.1022322109491279,0.0993051770403049,2,0
2008-04-11,0.10423109031151916,0.09830840505603243,0.10032252816583756,0.09794410391925339,0.09830972843071163,0.095931426805736,0.1138858570229581,0.09330146676530239,0.09911520399356484,0.09865018952908437,2,0
2008-04-18,0.10367625349492925,0.09947432877098508,0.100700903026244,0.0996888343406653,0.09969925829509274,0.09871749044243415,0.10975788966913584,0.09161820502663862,0.10015388298617633,0.09651295394769867,2,0
2008-04-25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0
2008-05-02,0.10127800143993584,0.0996392645679475,0.10109729194249978,0.09935586221511612,0.09673956486523108,0.09813612779480897,0.10582207506461368,0.09846172827969646,0.09970868550939226,0.09976139832075828,2,0
2008-05-09,0.10042453234386536,0.0984860964627092,0.10095340636962308,0.09965573832748695,0.09622914964449335,0.09749649289461094,0.10664847213665533,0.09840478712616797,0.098168594617256,0.10353273007713185,2,0
2008-05-16,0.10487390627098038,0.09821928256526874,0.09861213323086042,0.09897307542927455,0.09434881696366491,0.10043129978860715,0.09626092820331697,0.09982754464705361,0.10447135209075831,0.10398166081021509,2,0
2008-05-23,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0
2008-05-30,0.1080086223542874,0.09646515588045115,0.09647625504999183,0.09741309036075776,0.09590567866211364,0.09672397059399843,0.09578701595966443,0.10030130753631583,0.10945359986181337,0.10346530374060617,2,0
2008-06-06,0.1026952972489551,0.09599670711230443,0.0968312577132717,0.09644541595134083,0.09587886731406785,0.09830339716038476,0.09768552543870879,0.09954395571963504,0.11066268512607642,0.10595689121525521,2,0
2008-06-13,0.10133023329227628,0.09607954011210106,0.09846716111995994,0.09822492807831966,0.09641236847197661,0.09990592376137114,0.10099857871093443,0.09885650062406316,0.10178075731388413,0.1079440085151137,2,0
2008-06-20,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0
2008-06-27,0.1041794653440329,0.0975693975220292,0.09719714740485721,0.09603704911867131,0.10024616115213769,0.09928731509146109,0.10282626070723143,0.09825577883200107,0.09940067750113585,0.10500074732644224,2,0
2008-07-04,0.10233850066129196,0.09639199965893099,0.09641361405126611,0.09790903149550444,0.10187332165168819,0.10161278925185807,0.1003979572797829,0.09945605256092042,0.10059192474914148,0.10301480863961537,2,0
2008-07-11,0.0920846306378866,0.09566210358580679,0.09749854759502473,0.09987384532718412,0.10724026661941563,0.10646733208024506,0.09342557721264046,0.10279599257733066,0.10330396006731288,0.1016477442971533,2,0
2008-07-18,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0
2008-07-25,0.09760687388000348,0.09861065528605266,0.10008065266507313,0.09935109050254648,0.10497987407053937,0.10080428998764104,0.09711691430212997,0.09988664433855962,0.10383283134822104,0.0977301736192332,2,0
2008-08-01,0.09328067388168837,0.0977206908105455,0.10078226700523941,0.1013756329098944,0.10475049833565542,0.1007309833012809,0.10084045611725435,0.10206504085673343,0.10109050730978268,0.09736324947192558,2,0
2008-08-08,0.09320193080489905,0.0960186572469653,0.1008675198881002,0.10031962209022355,0.10465963169144475,0.10147910076389335,0.10208994156407986,0.10193912356899235,0.10168779667564784,0.0977366757057539,2,0
2008-08-15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0
2008-08-22,0.10358149690198117,0.10029384362790558,0.09984078213518441,0.09869250531119284,0.10138476581848539,0.10254042375426103,0.1002792246755368,0.09844863119211651,0.09223554138637091,0.1027027851969654,2,0
2008-08-29,0.10263409612133544,0.1002994730980593,0.10192032930998673,0.09986347980812009,0.10167856067287039,0.10023220304320299,0.1053349751578213,0.09867524562905997,0.0868708074870443,0.10249082967249963,2,0
2008-09-05,0.10277884835241566,0.10097387447122005,0.10172883106545826,0.09954010769727109,0.1005594805387025,0.09772063403257757,0.11106338244562919,0.09812808690293817,0.08543427118408098,0.10207248330970656,2,0
2008-09-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0
2008-09-19,0.09683607844851501,0.09975868263895157,0.10207542185257716,0.10279963796536824,0.10183448108146836,0.10037775965516973,0.09786119543689491,0.0981550694901373,0.09668310026762812,0.10361857316328961,2,0
2008-09-26,0.09691364912711121,0.0996260311753843,0.10274053632774982,0.10228401112969888,0.1019311348683801,0.10289123478781367,0.08963668167127055,0.09754958200873388,0.10418605342629228,0.10224108547756522,2,0
2008-10-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0
2008-10-17,0.0921133447145235,0.09778058054902468,0.10036026454573589,0.0989592840401597,0.1003289205315301,0.10669742829741333,0.09684048714367709,0.09832395812475082,0.10274920767695805,0.10584652437622685,2,0
2008-10-24,0.088310155018821,0.09617681062681467,0.09958343219285427,0.0980372485746026,0.09741358273815902,0.10906874775774283,0.10364473186771157,0.09627709682933626,0.10238994198125424,0.1090982524127035,2,0
2008-10-31,0.08927955761547961,0.09651184969395536,0.09989982097727806,0.09913153786373352,0.10075360194799432,0.11215850463555684,0.09887775156109986,0.09647677481244367,0.10059694902773073,0.10631365186472805,2,0
2008-11-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0
2008-11-14,0.09765437933112989,0.10090313280819946,0.09894105244350522,0.09827791401259417,0.09723458895665658,0.0992840662232396,0.10227476021161311,0.09987316527639079,0.10428329708997386,0.10127364364669739,2,0
2008-11-21,0.09970255045890421,0.10176415871243766,0.10362332758220888,0.09963075482919445,0.09807179350152641,0.0980809604720382,0.10168669163059273,0.10191036838195246,0.09997659656608998,0.09555279786505516,2,0
2008-11-28,0.09432095274667057,0.09970862598354706,0.10360380400991998,0.0991646164637513,0.0991885886496908,0.09845727804735041,0.09844849687470075,0.10327339925502538,0.10616469309214334,0.0976695448772004,2,0
2008-12-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0
2008-12-12,0.09961813582285883,0.09954839506116632,0.09847868329428087,0.10136075484890511,0.10141982724688361,0.10059667064669918,0.10015616885233035,0.10423122854550176,0.10111851406391521,0.09347162161745877,2,0
2008-12-19,0.10069093055739803,0.09786509786984472,0.09801045175909753,0.09999319840913513,0.09965600087902983,0.10084675447053915,0.1004117679377242,0.10438288032867708,0.10280697225610237,0.09533594553245196,2,0
2008-12-26,0.09971538195763027,0.09816561668039532,0.09738070038656135,0.10106620860424366,0.10091283360531357,0.1051447700687367,0.09999941464387484,0.10614240371180093,0.09866025834373962,0.09281241199770385,2,0
2009-01-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0
