,DJUSBMT Index,DJUSNCT Index,DJUSCYT Index,DJUSHCT Index,DJUSINT Index,DJUSENT Index,DJUSTCT Index,DJUSTLT Index,DJUSUTT Index,DJUSFNT Index,gamma_op
2008-01-04,3.72350719811885e-07,0.9999969288711165,2.0419272551214096e-07,1.7806224698328888e-08,5.611614279783965e-07,2.138762707531964e-07,3.2384589629066594e-07,5.331491245994587e-07,6.665468965861876e-07,1.781995971677705e-07,2
2008-01-11,3.7260274516940584e-07,0.9999969475703423,1.983904594264566e-07,1.807897766282276e-08,5.530358088711031e-07,2.1659191396928141e-07,3.099020324814046e-07,5.30225392774844e-07,6.783589599208393e-07,1.7524336746059016e-07,2
2008-01-18,3.6458870817542236e-07,0.9999970056231418,1.9520433954609706e-07,1.8827788184088837e-08,5.325310967116831e-07,2.097813491135432e-07,2.986696376519041e-07,5.101284285939199e-07,6.894950882565017e-07,1.7515042174364415e-07,2
2008-01-25,3.541360772590854e-07,0.9999970524189266,2.013350274574238e-07,1.884573619384888e-08,5.345979775760998e-07,2.0186406450611882e-07,3.0341626397370524e-07,4.922758110550576e-07,6.708883900150919e-07,1.7022172541877728e-07,2
2008-02-01,6.093757024490604e-05,0.9466420537832703,4.8801628078641406e-05,1.668962028793892e-05,3.553684175927477e-05,4.956100982926072e-05,3.0329961784822303e-05,0.05163472033058897,0.0014381478324039382,4.3221421752026286e-05,2
2008-02-08,6.240356971949888e-05,0.9450681349892264,5.0136194433461115e-05,1.6532149235224994e-05,3.62760554319483e-05,4.919880106024702e-05,2.9956094432491804e-05,0.05318617242892751,0.001456009787009087,4.517993052393062e-05,2
2008-02-15,6.286861846694782e-05,0.9464541299103358,4.972685697697432e-05,1.6668129344418274e-05,3.576960250694178e-05,4.947837977694179e-05,2.9449236967324427e-05,0.051793278451969016,0.0014657493299949397,4.2881483660676964e-05,2
2008-02-22,6.317627698694555e-05,0.9456610557173385,4.948522588735161e-05,1.6500048966988265e-05,3.5674486923712936e-05,5.093180499962943e-05,2.916770331180224e-05,0.05259402101435864,0.0014582755346079887,4.171218661854199e-05,2
2008-02-29,0.007533099113110536,0.19073874817087577,0.010231507244470486,0.009551526864036444,0.0048525871173288465,0.015930128124846593,0.009087906716412866,0.6769315141110923,0.06085484447368203,0.014288138064144126,2
2008-03-07,0.007571069313111268,0.19174399705453501,0.010089020877330818,0.009606459601485998,0.0048605979450380326,0.016427004398507042,0.009159270009054492,0.6770577693370041,0.05963054408292914,0.013854267381004187,2
2008-03-14,0.007399691815095559,0.19192451860119675,0.009925617367154868,0.009426307894702975,0.0048035750903854865,0.01609590334946762,0.009150188287905961,0.6776111681594639,0.06041293186179135,0.013250097572835736,2
2008-03-21,0.007692957376094989,0.19440563339542352,0.009994899963948718,0.009312096366027587,0.004920250922578607,0.016654769754812396,0.009323525672000368,0.6728217432581041,0.06155297418728993,0.01332114910371974,2
2008-03-28,0.021369480857339543,0.11152784669088107,0.008818974501488733,0.004327695408231053,0.007779618148749903,0.02500999482939327,0.012749063716323755,0.6825992093634448,0.10960163507559238,0.016216481408555583,2
2008-04-04,0.022293457919065104,0.11100688556022624,0.008566602748736203,0.0042923840127102155,0.007756668847343902,0.025627549165643818,0.01251949779227782,0.6841756932570906,0.1086868780733696,0.015074382623536461,2
2008-04-11,0.02311399099466553,0.10938130203938001,0.008638376159413472,0.004236189750884276,0.00782128424445898,0.02601091769053873,0.012603559731577972,0.6833828045453215,0.10933724523205864,0.015474329611700845,2
2008-04-18,0.023399427527685524,0.1093089386434199,0.008563771026675894,0.004294054635666607,0.007586051136108498,0.026638212746539165,0.01251947655761714,0.68046319639639,0.11209534254977138,0.015131528780126023,2
2008-04-25,0.016764243615652763,0.11433016901462549,0.009628881181055232,0.00664155840158194,0.012480468685095614,0.02470148801193478,0.02070360362031798,0.5670004459710045,0.20167563875561406,0.026073502743117816,2
2008-05-02,0.016252068355943044,0.11139511334583554,0.009546533157218783,0.0065557989103917046,0.012318290294403303,0.024078845153509217,0.020535431974046784,0.5762563318268487,0.19696134219799133,0.026100244783811784,2
2008-05-09,0.015337413329649234,0.10847830416787708,0.00947598809030388,0.006392729339472419,0.012068158752981778,0.022861775428270677,0.020366293711515552,0.585825005735655,0.19328355785861664,0.025910773585657795,2
2008-05-16,0.01612735321437275,0.10882208695788778,0.009477197576790795,0.006406380045626247,0.012132510258188152,0.024131715647211383,0.020670226883148218,0.5831284482959124,0.1941535472374388,0.024950533883423553,2
