,HSCIIT Index,HSCIH Index,HSCIEN Index,HSCICD Index,HSCIPC Index,HSCIFN Index,HSCIMT Index,HSCICS Index,HSCIUT Index,HSCITC Index,HSCIIN Index,gamma_op
2010-01-01,0.046436153233532056,0.16370660863848954,0.06223370389267111,0.05022309136918424,0.08992878485035857,0.08638506168430139,0.060426774384798154,0.28040809643869324,0.0441411635978287,0.03530054425985703,0.08081001765028599,2
2010-01-08,0.04752241067244808,0.16207642479099607,0.06173661460277083,0.049895682950669935,0.0901813800523496,0.08556120196499357,0.06003951190016189,0.2816243672913481,0.04409282767481466,0.03630278219113107,0.08096679590831636,2
2010-01-15,0.04837069041786907,0.15006088474701543,0.06478876584921654,0.05106318133812722,0.09029772128979649,0.0849755974936057,0.06543647658715161,0.27842840993833073,0.044515974940299415,0.03655104904707501,0.08551124835151273,2
2010-01-22,0.05050542313972744,0.15054804796280175,0.061739625357502805,0.05178040552484367,0.08537825800767226,0.08128856825880282,0.06531994929575274,0.2836168527046357,0.04312939775700695,0.03814881950268709,0.0885446524885667,2
2010-01-29,0.07546535190976716,0.09030862845803303,0.037090905188987555,0.10424786307507206,0.08461211483658045,0.16732366354366976,0.0763301440264911,0.19119533555284743,0.028475395019441345,0.09597885574443438,0.04897174264467566,2
2010-02-05,0.07492508284185878,0.09483096608101346,0.03677713571640994,0.10708290752539135,0.08323366763783573,0.1693939706407868,0.07390193472202125,0.18372140939809126,0.029600386712019117,0.09863983890476435,0.04789269981980786,2
2010-02-12,0.07368371344951499,0.09327029942207576,0.03720549114325393,0.10662548278677975,0.08386705569405935,0.1674026281160392,0.07372050574072364,0.18693073165339213,0.029732865911170275,0.09968819994633608,0.04787302613665497,2
2010-02-19,0.07533478802167887,0.09232528606998734,0.03774846309379958,0.10834202126975263,0.08616103571426631,0.166503320315856,0.07221295151232292,0.1838012028761589,0.029726742173529948,0.10024536094469161,0.04759882800795586,2
2010-02-26,0.06269853810264994,0.11044479750648743,0.04640395099011333,0.07626145138115131,0.07274736672834914,0.13032866691059722,0.12374167589075614,0.21394140608694717,0.01978114787831295,0.061296876377044104,0.08235412214759111,2
2010-03-05,0.06264678020330146,0.11056261111443395,0.04689389398397576,0.07531236747703209,0.07439887052708535,0.13028574352539316,0.1282673293277339,0.21168727586442285,0.019373610442929515,0.06152220401507962,0.07904931351861247,2
