,DJUSBMT Index,DJUSNCT Index,DJUSCYT Index,DJUSHCT Index,DJUSINT Index,DJUSENT Index,DJUSTCT Index,DJUSTLT Index,DJUSUTT Index,DJUSFNT Index,gamma_op,b_weight
2010-01-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-01-08,0.09944328468401169,0.10017214967385253,0.09998505715593899,0.10015740991216518,0.0995766323187363,0.09980641884067717,0.10051301366147099,0.10053950134503466,0.09976738861893135,0.10003914378918119,2,0.0
2010-01-15,0.10396919340016161,0.09917762298153109,0.09883226156790557,0.09957582668720218,0.10137650026106117,0.10253013878288593,0.09910449954996892,0.09680265918396984,0.09663678944192487,0.1019945081433888,2,0.0
2010-01-22,0.1016931532561487,0.1005874192974244,0.0990862038268003,0.10213827447997204,0.10163881979150947,0.10191831694730943,0.09888493055296196,0.09391564624927604,0.09839501326731413,0.10174222233128356,2,0.0
2010-01-29,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-02-05,0.09663351995059578,0.10148153248801457,0.10120957246478725,0.10088944172418522,0.0998627091575482,0.09901998369111696,0.09807357342650838,0.10041786977805253,0.10060195286337029,0.10180984445582089,2,0.0
2010-02-12,0.09830956410541082,0.10188809873395438,0.10089234229235056,0.10006171026960298,0.09973239174221546,0.09906203981807486,0.09974808236305983,0.10022070341553796,0.09932008459891556,0.1007649826608776,2,0.0
2010-02-19,0.10033891856266669,0.10253897879374244,0.10127045193330036,0.09927218427482633,0.09993265577916033,0.09982042473095962,0.10035743327883591,0.09905670525220985,0.09789049786759205,0.09952174952670648,2,0.0
2010-02-26,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-03-05,0.09916250906623086,0.0999529714299637,0.10147615107718798,0.10033572593317308,0.1004243159407987,0.0984159954532604,0.09987093802272978,0.09988388324243484,0.09855922103660135,0.10191828879761936,2,0.0
2010-03-12,0.1022006121750938,0.0999315850306798,0.10146229070685932,0.09931455785974894,0.10097488589385531,0.09845396432893322,0.09974413053278551,0.0977292364623645,0.09811072548655371,0.10207801152312604,2,0.0
2010-03-19,0.10172369057016635,0.0989138498990419,0.10168491192641187,0.09825976737030906,0.10147914209417648,0.09812829229707203,0.10037448956679565,0.09924962145303483,0.09690456833618573,0.1032816664868063,2,0.0
2010-03-26,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-04-02,0.10070815420318582,0.10023077064976287,0.10194837213822454,0.09872118421047946,0.10035472061248218,0.09771571570733191,0.1008115168511825,0.09978911546270973,0.09816038216837493,0.10156006799626606,2,0.0
2010-04-09,0.10222208711439672,0.09903248149649348,0.10106097678773608,0.09851730248810495,0.10019355322883837,0.10054229368013144,0.09942701352258326,0.09941640191137739,0.098806070343795,0.10078181942654332,2,0.0
2010-04-16,0.10277162038577248,0.09763433192432043,0.10199822820898734,0.09657531716684112,0.10021664505909982,0.1014519367298225,0.10002659910187345,0.09909647226696416,0.09799397701752119,0.10223487213879763,2,0.0
2010-04-23,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-04-30,0.10019802370648281,0.09916763346125332,0.10088426578233169,0.09699868203765737,0.10121975220455807,0.10212160416181959,0.09959911439961582,0.09819324595727988,0.10053105591290817,0.10108662237609324,2,0.0
2010-05-07,0.09915640421435608,0.099467566455315,0.1005773565211847,0.09808628969914117,0.1014082288662542,0.10112788572609731,0.09857240244466946,0.09970277863841294,0.10230427651638808,0.09959681091818115,2,0.0
2010-05-14,0.09634208505453701,0.10137482547223586,0.10044103153095213,0.10019165855206631,0.09978984735534972,0.09922998069243631,0.09747415607835089,0.10186550834612244,0.10410547936463245,0.09918542755331682,2,0.0
2010-05-21,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-05-28,0.09857381395540643,0.10111838097901031,0.10089493659209839,0.10018907900017479,0.09861691444576393,0.09888005162813045,0.09981562194372612,0.10215699313842795,0.09946914707891052,0.10028506123835108,2,0.0
2010-06-04,0.10091868728412028,0.1000802334955579,0.10183542455715787,0.09994741585819959,0.0987129995702432,0.09800738188896846,0.10023479509482199,0.10122860506968387,0.09948745547700712,0.09954700170423987,2,0.0
2010-06-11,0.0973984552301485,0.10124945401114294,0.1020426207482252,0.10124767173746614,0.09756357191051361,0.09803001640260998,0.10186802899910932,0.10263236640300222,0.0997431469147099,0.09822466764307217,2,0.0
2010-06-18,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-06-25,0.09972384066795864,0.09929128709156057,0.09867027233983562,0.09962967808745724,0.1007009512041344,0.10066829148196194,0.10120400126673956,0.09859431628636892,0.10174012104089936,0.09977724053308379,2,0.0
2010-07-02,0.10076139503561217,0.09953133470796123,0.09706234752242547,0.10116139366406487,0.1006512173452647,0.09807409609259482,0.10018562966750777,0.09958341683020823,0.10123856233522445,0.10175060679913618,2,0.0
2010-07-09,0.0973642938031993,0.10247567179359614,0.09661499517085205,0.10248947703643763,0.09887737501746204,0.09742702775174944,0.09930901476471019,0.10262749582507673,0.10371142570725386,0.09910322312966262,2,0.0
2010-07-16,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-07-23,0.09759708644090097,0.10132191609228369,0.10046587922531904,0.09993259123328196,0.09956417351696614,0.09946210058427467,0.10170911011313974,0.10092432076527684,0.10071697534696869,0.0983058466815883,2,0.0
2010-07-30,0.1016401269932274,0.10070143734109457,0.10057175740096512,0.09555025237522845,0.10227011350012188,0.09928724906737472,0.10130979495061494,0.10127179245834345,0.09965004501358758,0.09774743089944188,2,0.0
2010-08-06,0.10156966565005489,0.10015470072386624,0.10014817940680938,0.09588730768810816,0.10240394062148092,0.09950901853545986,0.09968829816515663,0.10286877852177709,0.09906645328340441,0.0987036574038825,2,0.0
2010-08-13,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-08-20,0.09906396894731889,0.10124080614782044,0.0998485062079072,0.10109573460453297,0.09805101076917308,0.09924277407633081,0.09724709014721604,0.10338302522744382,0.10221001239779658,0.09861707147446025,2,0.0
2010-08-27,0.10010637816134738,0.10185244592588448,0.10069702240977874,0.10040083421707999,0.09818776931446317,0.09760368969317276,0.09863460508943851,0.1029699327126023,0.10191692255732616,0.0976303999189065,2,0.0
2010-09-03,0.09989065253750166,0.10168423736623167,0.10029092390552183,0.10003982900363786,0.09722644509238625,0.09814647455535545,0.0968646702726761,0.10423712771352289,0.10416467094671533,0.09745496860645098,2,0.0
2010-09-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-09-17,0.09939901667386129,0.10008640488058651,0.09986414809212485,0.10146105627055034,0.10022175551293708,0.10025478544665174,0.099325538004277,0.10115897976637771,0.09900455996271633,0.09922375538991726,2,0.0
2010-09-24,0.10047630403292884,0.09962140919258125,0.10026052363673804,0.10129277811679133,0.10057096193717988,0.09830162554459179,0.10234283463682595,0.10137716674248744,0.09684933124690646,0.09890706491296902,2,0.0
2010-10-01,0.1010376074262108,0.09896554268915339,0.10099542915407207,0.1015146934740367,0.10073223936082495,0.09850590904750235,0.10300611532415055,0.10139068251133604,0.0966994298049214,0.09715235120779185,2,0.0
2010-10-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-10-15,0.10201160783097836,0.10016437984132426,0.10003670876198911,0.09926576330096126,0.10087649726070008,0.10096317546358854,0.09969730303966685,0.09813476547464417,0.09919991077465333,0.09964988825149404,2,0.0
2010-10-22,0.10182661645709588,0.10113009770587447,0.10016261598896845,0.09947639394059705,0.10021990489816557,0.10163407759034823,0.10264434831748342,0.0971444775546288,0.09854502166643284,0.09721644588040533,2,0.0
2010-10-29,0.10053355586723527,0.10126746425586336,0.1008774326659695,0.09925753459208268,0.10069390511394055,0.10133789377752388,0.10238235559747909,0.09683014054111888,0.09817353446315803,0.09864618312562891,2,0.0
2010-11-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
