,DJUSBMT Index,DJUSNCT Index,DJUSCYT Index,DJUSHCT Index,DJUSINT Index,DJUSENT Index,DJUSTCT Index,DJUSTLT Index,DJUSUTT Index,DJUSFNT Index,gamma_op
2010-01-01,0.01889495252519252,0.4810707745017999,0.07789350964317421,0.0441460954633021,0.013055244034514385,0.02752569443710358,0.06781287647941277,0.14247799899022834,0.11104258183431506,0.01608027209095722,2
2010-01-08,0.018760929220965093,0.4811594797764622,0.07776236322358916,0.044147738575610655,0.012980024363004463,0.027430254459007233,0.06805617556922237,0.1430268628755735,0.11061428967251405,0.016061882264051353,2
2010-01-15,0.01988360433369777,0.4829112265482121,0.07791922752109524,0.04449291413022847,0.01339574652874404,0.028565015391237004,0.06802212140452152,0.13959817074063433,0.10861171632305276,0.0166002570785767,2
2010-01-22,0.019346567219454547,0.48721319032034804,0.07771070697971805,0.04539909675306675,0.013360139884995197,0.02824599808392942,0.06751630666613596,0.13472622963451278,0.1100092077881038,0.016472556669735454,2
2010-01-29,0.010382128732194393,0.6210105896763364,0.03962178091885829,0.07140518193101578,0.00710228775148275,0.014544138261902956,0.03350254958157706,0.11714054579606993,0.07449375216285899,0.010797045187703441,2
2010-02-05,0.009930324591303039,0.623785475839019,0.03969216775045219,0.07130577171111356,0.00702022195502837,0.014254765604814888,0.03252213840842743,0.11643069314998665,0.07417806437209327,0.010880376617761757,2
2010-02-12,0.010090162555417104,0.6255160347309033,0.039519203215024286,0.0706339729162943,0.007002457489493868,0.014243320399783273,0.03303683213649208,0.11605949396386758,0.07314302428377147,0.010755498308952746,2
2010-02-19,0.010282136694875823,0.6285148475784852,0.039604477506709236,0.06996564714239038,0.007005404885031998,0.014329629301725535,0.03318600327244049,0.11452984412996196,0.07197603767158028,0.01060597181679897,2
2010-02-26,0.014917566532442,0.48528018173241216,0.048951102043737066,0.08808082082391852,0.010699021595532265,0.022852306860729588,0.043074662635939676,0.14520235084233868,0.12789733240765616,0.013044654525294366,2
2010-03-05,0.014814382499123755,0.4857651210127088,0.04974672823808274,0.08850646875612754,0.010760216497092879,0.0225233922365065,0.04308231947285364,0.1452469860239123,0.12623994945385214,0.013314435809739613,2
2010-03-12,0.015333141148715966,0.48772496292010126,0.04995129933733949,0.0879779664950834,0.010865184066865144,0.022627830041453863,0.04321045969184339,0.14271768955410172,0.12619949772270794,0.013391969021787799,2
2010-03-19,0.015334955501346439,0.4850785712947792,0.05030155592862627,0.0874620219685438,0.010971936352766287,0.02266139895307453,0.043692577270659394,0.14563472335732133,0.1252472405209441,0.01361501885193853,2
2010-03-26,0.013182373135392611,0.48781331313355164,0.04845082406062579,0.03766538816237659,0.009440993459139069,0.017986287569982454,0.0454984774833839,0.09211943362644091,0.23744171661663102,0.01040119275247621,2
2010-04-02,0.01331202320003957,0.4902759020159092,0.049529881933436465,0.037285385087794214,0.009500387774159971,0.017623484432522152,0.04599311694372067,0.09217651011750518,0.23371096741617656,0.010592341078736129,2
2010-04-09,0.013582698554317794,0.48694401031513473,0.04935513879170647,0.037402676179934626,0.009534659611330584,0.01822795884465894,0.04559833415310945,0.09231175723019401,0.23647670669367774,0.010566059625935612,2
2010-04-16,0.013775947265492335,0.4842959917937099,0.050251434394518554,0.03698820514541898,0.009620822976779405,0.01855481130345751,0.04627719575766769,0.09282482103763494,0.23659800269445314,0.010812767630867462,2
2010-04-23,0.012237956139279138,0.275021967551728,0.03902515352844271,0.04056931708613436,0.010686438965304995,0.02257149233563062,0.04853276486712598,0.07338410933981378,0.46921288720881993,0.00875791297772055,2
2010-04-30,0.012280140592221555,0.2731320253020935,0.039427872989781176,0.039409309131839654,0.010832621539218606,0.023084113076521442,0.04840896542447839,0.07216372373126156,0.4723951899312805,0.008866038281303503,2
2010-05-07,0.012036593230873862,0.2713456101940644,0.03893307977347812,0.03947116332835812,0.010749298666465873,0.02264149626635812,0.047453068117431,0.07257435955224636,0.4761432617444701,0.008652069126254013,2
2010-05-14,0.011528352053696398,0.27260875621552905,0.038326404738455964,0.039743998709912326,0.010427055015209805,0.02190006872324535,0.04625586578391768,0.07309227531562952,0.4776236432371971,0.00849358020720679,2
2010-05-21,0.017650288331827385,0.3836617986584664,0.1086377185160219,0.08527904487029807,0.01413542720786301,0.03103284922946259,0.0404952068774684,0.18272975109235673,0.11518470410126475,0.021193211114970578,2
2010-05-28,0.01726141599084672,0.3848945132846779,0.10874594271317777,0.08476679563120028,0.013830038937849001,0.03044341656112968,0.04010192250830805,0.18519975953793577,0.11367010450366036,0.02108609033121442,2
2010-06-04,0.01775433755761693,0.3827171677920033,0.11027081653945398,0.08495617936573951,0.013907989786088985,0.030315275191932136,0.040457887697505836,0.1843714157758223,0.11422054025105509,0.021028390042781852,2
2010-06-11,0.01699471237923606,0.3840176575422914,0.10959031776335645,0.08535664143528962,0.013633475314487411,0.03007396378726387,0.040780399027912535,0.18539736225861664,0.11357632782123907,0.020579142670306985,2
2010-06-18,0.015990329081150154,0.4170038462534601,0.1190626441225277,0.064381275013076,0.014802548250800351,0.03245726596262094,0.05296872719989311,0.1632894631321827,0.09921823461084832,0.020825666373440743,2
2010-06-25,0.016017897494762616,0.4159109106770356,0.11800786747636073,0.06443137694731389,0.014973356698565239,0.03282114626216212,0.053847597710782145,0.16171829472189725,0.10139880987370728,0.020872742137413205,2
2010-07-02,0.016178404999683534,0.41675807031651163,0.11604072771236831,0.06539710251110935,0.014960277421243659,0.03196320926406981,0.05328550660636106,0.16327861743211805,0.10086061091855236,0.021277472817982163,2
2010-07-09,0.015355529781161495,0.4214717976940921,0.11345607219216569,0.06507984878312874,0.014435808043773537,0.03118882923920929,0.0518819027630625,0.1652835293658997,0.10149059174161322,0.020356090395893665,2
2010-07-16,0.01524702139991603,0.44699197574369076,0.10160175396664684,0.1346575410083264,0.014533166763924812,0.03079648120529399,0.03857594972107274,0.12989441725927983,0.06992086924457988,0.017780823687268688,2
2010-07-23,0.014766121280603077,0.4494151301276827,0.10128948500652864,0.13353109078016603,0.014358461843146897,0.03039508011708307,0.03893328509174905,0.1300860987607514,0.0698801875722042,0.017345059420085008,2
2010-07-30,0.015503341504814408,0.4503088695220239,0.10222387724049115,0.12871750791631736,0.014869080057144698,0.030589309932479776,0.039096976043694595,0.13159945405098197,0.06970427634347386,0.017387307388578174,2
2010-08-06,0.015510166221755226,0.4483720000325271,0.10190879900012494,0.1293180727802642,0.014905424380080308,0.030692407754994915,0.038514851564020146,0.1338263053974551,0.0693746576742836,0.017577315194494604,2
