,DJUSBMT,DJUSNCT,DJUSCYT,DJUSHCT,DJUSINT,DJUSENT,DJUSTCT,DJUSTLT,DJUSUTT,DJUSFNT,gamma_op,b_weight
2012-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-01,0.050000075325745595,0.05000121278627287,0.05000002676810435,0.050061972626219794,0.05000002631463805,0.5498738790018387,0.05000190309959981,0.050000051958276726,0.05006084369161787,0.050000008427686406,2,0.5
2010-02,0.05000007524601495,0.05000010202104977,0.05000003604817052,0.15282948457424328,0.05000003780825466,0.4471699527560803,0.05000013724584887,0.050000050390330016,0.05000011032810734,0.050000013581900336,2,0.5
2010-03,0.05000697870569221,0.05006945146662801,0.05000088690472032,0.21377465545410818,0.0500009798732693,0.3238839177397274,0.11225615486058657,0.05000102525907776,0.05000573146905453,0.050000218267135736,2,0.5
2010-04,0.050004766043390714,0.1498445649725817,0.05000008797303025,0.05204314828430723,0.050000094894241544,0.31742701448016125,0.18067995437675394,0.05000010270305936,0.050000241245834944,0.05000002502663905,2,0.5
2010-05,0.05269407756460561,0.050001033168164837,0.050000188870478586,0.050000170785761494,0.050000193792129125,0.3904077310570579,0.20689632403096292,0.05000009724187856,0.05000014712001377,0.05000003636894713,2,0.5
2010-06,0.19830865481335175,0.15398138760102426,0.050000025974664956,0.0500000324384246,0.05000002214107021,0.2977095757577673,0.05000021860949369,0.05000002621153289,0.05000005108297825,0.05000000536969218,2,0.5
2010-07,0.19972354354245514,0.28615846508080983,0.05000004265047232,0.05000009608400864,0.05000005095750293,0.1641168153759781,0.050000718299335285,0.05000009612919192,0.050000159348754264,0.0500000125314916,2,0.5
2010-08,0.24079633652783877,0.2942386225277366,0.05000002303287764,0.05000002890142253,0.05000003346566967,0.11496428774137442,0.050000188352136814,0.05000009918329854,0.05000037230192418,0.050000007965720926,2,0.5
2010-09,0.3124787056011415,0.2873952000251961,0.05000016978231345,0.050000331027478404,0.05000016832563626,0.05000116572022099,0.05000034667695376,0.05004822338693046,0.05007563903223024,0.050000050421898874,2,0.5
2010-10,0.34641296508860414,0.21867882252304555,0.05000001001741433,0.05000001931424885,0.05000000800785382,0.05000001452501155,0.0500000197311526,0.08490811086521921,0.0500000278115069,0.05000000211594306,2,0.5
2010-11,0.34517426624565695,0.2548011253625081,0.05000035315841824,0.05000062867636797,0.05000026875381617,0.050006504733079715,0.05000107003063349,0.05001305089257318,0.050002658051364925,0.050000074095581167,2,0.5
2010-12,0.2951023397971204,0.24543682436446418,0.050000080437753835,0.05000007149282272,0.05000006537358187,0.10945972613444763,0.050000133716841866,0.05000035390021355,0.050000385861556466,0.05000001892119761,2,0.5
2011-01,0.3138462066679182,0.20385025501106407,0.05000043400479895,0.05000045458214809,0.0500003238938701,0.13228098110621167,0.05000075828898325,0.050019629600556816,0.0500008680136884,0.05000008883076049,2,0.5
2011-02,0.26919478560585447,0.2607420627768901,0.05000008594348729,0.050000059608716306,0.050000102741222054,0.12006181491299674,0.05000037366749573,0.05000047409266011,0.050000219987241586,0.05000002066343576,2,0.5
2011-03,0.17045275595619516,0.10065731000278222,0.050001576481410834,0.050001292637265736,0.05000091927788493,0.3788799358708275,0.05000374750360833,0.0500011837501668,0.0500010642318006,0.050000214288057815,2,0.5
2011-04,0.16326155186650354,0.1586186386287866,0.05000054116810871,0.05000065550054341,0.050000432803554144,0.3281157913523409,0.050000747870918044,0.05000061181812433,0.050000912804558484,0.05000011618656177,2,0.5
2011-05,0.13324127736445773,0.2781057345485016,0.05000004316314327,0.05000008901892887,0.050000037857518824,0.23865252166577322,0.05000011525448427,0.050000062431508015,0.05000010829186461,0.05000001040381966,2,0.5
2011-06,0.13125810024089019,0.34807964751065257,0.05000002983669022,0.05000001661558693,0.05000002142216894,0.17066180222068142,0.05000027965839904,0.05000006056053217,0.05000003286969309,0.050000009064705524,2,0.5
2011-07,0.16767074125475073,0.3691375927666539,0.05000006462409468,0.05000003009701091,0.05000004601967363,0.11319097196047424,0.05000035130100173,0.05000008516771128,0.050000100532768904,0.05000001627585993,2,0.5
2011-08,0.2674717991025145,0.30490312434580424,0.05000001302800148,0.050000012774643374,0.05000000604790202,0.054228646603925776,0.07339637975119029,0.0500000064490213,0.05000001046352624,0.05000000143347073,2,0.5
2011-09,0.1884873411134183,0.38269389916973795,0.050000068360760125,0.05000002845898605,0.05000005496261703,0.07881801582759715,0.05000030022579745,0.05000008305652886,0.050000187832998505,0.05000002099155846,2,0.5
2011-10,0.05000578917118885,0.47601673383904736,0.05000043017376933,0.05000024286193739,0.05000026060665126,0.0877104903572132,0.05000559115150433,0.050000339179086445,0.08626005169255399,0.05000007096704786,2,0.5
2011-11,0.050009378679123404,0.4122497440983802,0.050000260192601495,0.05000013240041159,0.050000182123083096,0.18773055424619894,0.05000919663936118,0.050000148876205686,0.05000035132713441,0.05000005141749999,2,0.5
2011-12,0.05001239297772889,0.48706988633321197,0.05000054404343737,0.050000647240826784,0.05000034352061764,0.11291210433377444,0.05000257755818685,0.05000031198468578,0.050001120458379684,0.05000007154915064,2,0.5
2012-01,0.05000193743985574,0.47293165317701824,0.050000489820944835,0.0500006760344121,0.05000032664957898,0.12705838563579752,0.05000229399471644,0.05000031833422025,0.050003838248417094,0.050000080665038873,2,0.5
2012-02,0.050011974532482024,0.40370535562290577,0.050000393155469246,0.05000040828302675,0.050000296786552954,0.18260271301671127,0.06367820846442412,0.05000014985277016,0.0500004412210524,0.05000005906460534,2,0.5
2012-03,0.0500000782381129,0.3145194824848774,0.0500000530069571,0.050000031211820346,0.05000004309061307,0.17342219176260792,0.16205803275548014,0.05000003209188554,0.05000003980401617,0.050000015553629505,2,0.5
2012-04,0.05000005127018492,0.30176945451706416,0.050000006865083935,0.05000013962154693,0.05000002194473341,0.05000058078141122,0.29822969574736047,0.05000001513803099,0.05000002553692364,0.05000000857766032,2,0.5
2012-05,0.050000370038835944,0.38397400456503833,0.05000036848290156,0.05000025231415417,0.050000170681579095,0.05000215159179279,0.21602227523800643,0.050000146257128085,0.05000020898705498,0.050000051843508635,2,0.5
2012-06,0.05000000919158584,0.5498974578911764,0.05000002895488225,0.05000002977325113,0.05000000706503495,0.05000001254035854,0.050102429949913437,0.05000000729465066,0.050000015370773365,0.05000000196837343,2,0.5
2012-07,0.050000028272600444,0.5438490381658944,0.050000132632037925,0.05615023683656984,0.05000002116345337,0.05000003787126779,0.05000037786295356,0.05000002680875035,0.050000094165851154,0.050000006220621236,2,0.5
2012-08,0.05000008265420154,0.549991250190361,0.05000048501572296,0.050007070878849175,0.05000003573103513,0.0500001288334312,0.05000066833367169,0.05000004683309311,0.05000022054417736,0.05000001098545689,2,0.5
2012-09,0.05000021870956112,0.5499548284104872,0.05003401865054152,0.050002275148948436,0.05000007060261243,0.050000288480662396,0.050008111205299265,0.050000066612433655,0.05000010306386483,0.05000001911558922,2,0.5
2012-10,0.050000011191490036,0.22124023751058353,0.24526815943809915,0.18349145246682674,0.050000004213916115,0.05000002527500419,0.05000006821291991,0.05000000867299684,0.05000003083267335,0.0500000021854901,2,0.5
2012-11,0.05000001583692768,0.20602331458600837,0.2935427917096908,0.1504337297021489,0.05000001073566371,0.05000003949071541,0.05000001431275566,0.05000002383706952,0.050000052976639515,0.05000000681238051,2,0.5
2012-12,0.050000027978882686,0.06060833052849212,0.5393894707365952,0.050001732782887956,0.05000002249635466,0.050000107869833846,0.050000008161263834,0.05000012756322877,0.0500001608940486,0.05000001098841242,2,0.5
2013-01,0.050000042832584926,0.050000061742197385,0.5499988573344372,0.05000060422711658,0.05000004495259587,0.05000007460509773,0.05000005191936534,0.0500001012612903,0.050000141787266215,0.05000001933804848,2,0.5
2013-02,0.05000003701110492,0.05001281825625163,0.5399236773363313,0.06006292774785478,0.050000040118586296,0.05000012970629546,0.05000001122047114,0.050000129785322825,0.05000021174307282,0.050000017074708934,2,0.5
2013-03,0.05000002769382445,0.05000152879647663,0.5499892101491549,0.05000854078979475,0.05000003975827459,0.05000006142534638,0.05000001048324585,0.05000031320525806,0.05000024807919858,0.05000001961942588,2,0.5
2013-04,0.05000023941807941,0.05000167659685385,0.43614939563510585,0.1638459580269486,0.05000037071440509,0.050000344381679614,0.050000584450001266,0.050000668389319415,0.050000576552785246,0.05000018583482171,2,0.5
2013-05,0.050000006333725894,0.05000022668943719,0.3226606453032489,0.2773390553157199,0.0500000068901463,0.05000000895718847,0.05000000575465355,0.050000022883149114,0.050000016678187986,0.05000000519454276,2,0.5
2013-06,0.050000013269080955,0.050000030493762594,0.35804432424495247,0.24195552041371232,0.050000016324732256,0.05000001764371087,0.050000015051317626,0.05000002549682433,0.050000024171790065,0.050000012890116394,2,0.5
2013-07,0.0500000151010735,0.05000006327137914,0.5499980665154639,0.05000159631564806,0.05000003268971272,0.050000021885890505,0.05000003352477697,0.050000096710308785,0.05000005151499625,0.05000002247075025,2,0.5
2013-08,0.05000002012352738,0.050000024461166415,0.5499994816364531,0.05000015166430556,0.05000003889078579,0.05000003507535855,0.05000004061492345,0.05000011020932658,0.05000007371740703,0.050000023606746165,2,0.5
2013-09,0.050000025886385406,0.05000003617506814,0.5499988039517503,0.05000073487845089,0.05000004613936783,0.05000004576637133,0.0500000477088854,0.05000013806388432,0.05000009509584441,0.05000002633399212,2,0.5
2013-10,0.05000004095228903,0.0500000858494758,0.5499994377214679,0.05000003053527139,0.05000005042378865,0.05000005433438106,0.050000042732903004,0.05000013059050947,0.05000009978328254,0.05000002707663122,2,0.5
2013-11,0.05000004831821511,0.050000043526035313,0.5499996401104567,0.05000001404750512,0.05000002092916261,0.050000052522494044,0.05000002119861205,0.05000007265331855,0.05000005930431286,0.05000002738988775,2,0.5
2013-12,0.050000064426822866,0.05000005657138033,0.5499996609342519,0.05000001412174659,0.05000004484115504,0.05000003718975689,0.05000001231065537,0.050000038968233636,0.05000003532726833,0.050000035308729145,2,0.5
2014-01,0.050000111395223645,0.05000008803681598,0.54999938884559,0.05000010313495951,0.05000007603559379,0.05000006099828563,0.05000001504243165,0.05000005441701674,0.05000005187154469,0.050000050222538464,2,0.5
2014-02,0.050000090552335154,0.05000006507368351,0.5499995210400102,0.050000071730010094,0.05000001303883287,0.05000004262511802,0.050000024565107604,0.050000051371912685,0.050000045136495676,0.05000007486649427,2,0.5
2014-03,0.05000020242222314,0.050000136232127096,0.5499988641168895,0.05000022553996876,0.050000042558545704,0.05000006886995004,0.0500001403517045,0.050000059269540265,0.05000007164372869,0.05000018899532247,2,0.5
2014-04,0.05000019527480358,0.050000216621026515,0.5499985318586866,0.05000033266918948,0.05000008221495998,0.0500000940122632,0.0500001482138932,0.050000079960301966,0.050000108740564354,0.05000021043431109,2,0.5
2014-05,0.0500001365136322,0.05000029301507163,0.5440569392009827,0.055941900023914234,0.05000004293651329,0.05000012273185737,0.05000012239761937,0.0500000967167764,0.05000022374670632,0.05000012271692656,2,0.5
2014-06,0.05000008918744191,0.05000016992917707,0.5499990911870861,0.050000034635748265,0.05000007705830765,0.05000007805991904,0.05000012602838984,0.050000115024658995,0.05000013779502002,0.05000008109425115,2,0.5
2014-07,0.05000011578178047,0.05000015615045311,0.5499990816777944,0.0500000781238181,0.05000002682905989,0.050000112374143375,0.05000011473556117,0.050000100963500806,0.05000012151348234,0.050000091850406235,2,0.5
2014-08,0.05000009772002228,0.050000155634051954,0.5499989202685959,0.05000004274398887,0.05000017324798975,0.050000121514148635,0.05000012970551956,0.05000014799810108,0.05000011731109071,0.05000009385649136,2,0.5
2014-09,0.05000009816111288,0.050000213130292404,0.5499987460654036,0.0500000839553119,0.05000021971391724,0.05000013003871631,0.05000014296693031,0.05000015280681928,0.05000014051715491,0.050000072644341226,2,0.5
2014-10,0.050000248092342055,0.05000056224315634,0.41110248052907045,0.18889444941838596,0.050000588681646786,0.050000272177881264,0.050000423214345925,0.050000399733886675,0.05000033734511319,0.05000023856417138,2,0.5
2014-11,0.05000000956973255,0.05000002103213584,0.19153422521380475,0.4084656437666308,0.05000003226038505,0.05000000869151756,0.05000001569961007,0.05000001583457895,0.05000001662919182,0.05000001130241261,2,0.5
2014-12,0.050000036376640015,0.050000117008127884,0.5499982228021925,0.05000113418776743,0.05000008936976232,0.05000003498520762,0.05000007393504591,0.050000100336764226,0.05000013441301556,0.05000005658547654,2,0.5
2015-01,0.05000004474666564,0.05000016339958685,0.549999072398966,0.05000010952564293,0.0500001423315608,0.05000004669542765,0.050000082132019015,0.05000008559984976,0.05000016965280756,0.05000008351747391,2,0.5
2015-02,0.05000004773133686,0.050000138838454895,0.5499989518613236,0.05000017742083314,0.05000011517965612,0.050000044006802066,0.05000008846556301,0.05000011594159641,0.05000025442077003,0.05000006613366392,2,0.5
2015-03,0.05000003585777474,0.05000009188235224,0.5311712305845631,0.06882823118490562,0.050000093333507405,0.05000003308762547,0.05000007101903187,0.050000080425356086,0.050000083781303155,0.05000004884358042,2,0.5
2015-04,0.05000000343005253,0.05000000875573997,0.2034142235108634,0.3965857262359575,0.050000008523370096,0.05000000359925824,0.05000000671934513,0.05000000654299152,0.05000000789186932,0.05000000479055235,2,0.5
