,energy,materials,industrials,consumer discretionary,consumer staples,health care,financials,information technology,telecom,utilities,gamma_op,b_weight
2011-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2011-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2011-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2022-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2022-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-03,0.050000010254736126,0.050000007185492384,0.050000006199337414,0.05000000775895691,0.4098040612042161,0.19019584308551574,0.0500000497157857,0.05000000380059965,0.05000000716339129,0.050000003631968784,2,0.5
2010-04,0.05000001775584764,0.05000001343286592,0.050000010976155765,0.05000001258601643,0.0500000320383928,0.3706322005388315,0.22936767957375048,0.050000008623492326,0.05000001749455403,0.050000006980093055,2,0.5
2010-05,0.05000014614998919,0.05000006131578891,0.05000004333220091,0.05000006287593903,0.050000046319862636,0.5499949453510715,0.050004581499992845,0.05000003089390966,0.050000060480442,0.05000002178080335,2,0.5
2010-06,0.05000005413543125,0.05000002842695964,0.050000020078500136,0.050000025808793536,0.05000003172593802,0.5499995899721876,0.05000020233684897,0.05000001412532963,0.050000022687484325,0.05000001070252694,2,0.5
2010-07,0.050000064990029236,0.05000003078543038,0.05000002246584057,0.05000003220967984,0.050000022247418105,0.5499994232487108,0.05000035007672745,0.050000016070364646,0.05000002632473196,0.050000011581067115,2,0.5
2010-08,0.05000006084585765,0.05000003212288262,0.050000023171139656,0.050000036325005943,0.050000019431690156,0.5499996336757129,0.050000142928970225,0.05000001703521785,0.050000023750517944,0.05000001071300502,2,0.5
2010-09,0.050000037862101755,0.0500000278189351,0.05000001912783465,0.050000031818585464,0.05000002098733709,0.5499997477612626,0.050000069602472254,0.050000013754056695,0.050000022584666765,0.05000000868274764,2,0.5
2010-10,0.050000029013044435,0.050000027063348745,0.050000015843718805,0.05000002628115612,0.05000002231016814,0.549999794229874,0.0500000442242792,0.05000001325123337,0.05000002006937675,0.05000000771380048,2,0.5
2010-11,0.05000015526793287,0.050000073905002086,0.050000030488239644,0.05000004057669487,0.05000002518664228,0.5499995015883404,0.05000010868531727,0.050000022731813615,0.05000002979561904,0.050000011774397876,2,0.5
2010-12,0.050000036839075244,0.05000002664647104,0.05000001668932201,0.05000001959072134,0.050000052176966056,0.5499997830566128,0.05000002690485373,0.05000001427036821,0.05000001687680099,0.05000000694880864,2,0.5
2011-01,0.05000004682236807,0.05000003343166209,0.050000019163897014,0.05000001990359774,0.050000054860821444,0.5499997500114149,0.05000003304535171,0.05000001613557514,0.05000001884060872,0.050000007784703246,2,0.5
2011-02,0.05000005762407737,0.0500000310363586,0.050000025535138326,0.05000002289938015,0.05000005273452342,0.5499997289266654,0.050000038314932035,0.05000001395155874,0.050000019915389375,0.050000009061976644,2,0.5
2011-03,0.0500000399050659,0.05000003679670757,0.050000027304861014,0.05000002568445608,0.050000046961668806,0.5499997385574131,0.05000002813037511,0.05000001713074678,0.050000029880630494,0.05000000964807517,2,0.5
2011-04,0.05000005636067463,0.050000048824077346,0.05000003012534621,0.05000002747659575,0.05000003782733831,0.5499996996646764,0.0500000382188066,0.05000001928568782,0.05000003091534166,0.050000011301455295,2,0.5
2011-05,0.050000065412853775,0.050000057463124734,0.050000031816009774,0.050000030033316725,0.05000004395371667,0.5499996432933314,0.050000053965323185,0.05000001987573423,0.05000004012908822,0.05000001405750135,2,0.5
2011-06,0.050000113715005075,0.050000054788101544,0.05000002984687972,0.05000002836454237,0.05000004413516925,0.5499995520795099,0.050000095848214986,0.050000020560935,0.05000004619685021,0.05000001446479194,2,0.5
2011-07,0.05000029298232066,0.05000007287480637,0.05000003128576511,0.05000002889561729,0.05000003468936108,0.5499993455530959,0.05000012187865064,0.050000021431828,0.05000003521035055,0.050000015198204434,2,0.5
2011-08,0.05000022398717806,0.0500000752696756,0.05000002754484513,0.05000002812624124,0.05000003700803537,0.5499994501270798,0.05000007476356333,0.050000021378238786,0.050000047216845346,0.05000001457829732,2,0.5
2011-09,0.05000012325498693,0.05000005296072569,0.05000002278045041,0.05000002452095226,0.05000003339913772,0.5499996252227367,0.05000004706228217,0.050000018705690964,0.05000003929691036,0.05000001279612691,2,0.5
2011-10,0.05000031976741768,0.0500000599011836,0.05000002437446336,0.05000002709532777,0.05000002734911125,0.5499994180011524,0.050000049728441354,0.05000001935350882,0.05000003974305498,0.05000001468633892,2,0.5
2011-11,0.05000011281605995,0.05000004126924504,0.05000002231348851,0.05000002653065127,0.050000024945947096,0.5499996571915104,0.05000004877074113,0.05000001932206156,0.05000003311686258,0.050000013723432477,2,0.5
2011-12,0.05000002978168667,0.05000001859069369,0.05000001269082665,0.05000001447477788,0.050000045247046175,0.5499998210515453,0.05000001547242279,0.050000013766712426,0.05000001964121535,0.05000000928307312,2,0.5
2012-01,0.050000033006676596,0.05000001720500039,0.05000001293075077,0.05000001553184593,0.05000002975199153,0.549999839249964,0.05000001384733772,0.05000001458683489,0.050000014591504764,0.05000000929809348,2,0.5
2012-02,0.05000022746376194,0.05000004257822008,0.05000002474896458,0.050000027422262366,0.05000003669232558,0.5499995359083029,0.05000003910517936,0.050000022305547884,0.0500000274331094,0.05000001634232596,2,0.5
2012-03,0.0500003051991545,0.05000004796975891,0.05000002632560615,0.05000003183326833,0.05000001429428835,0.5499994514747816,0.050000049191865355,0.050000027095154935,0.05000003033235784,0.05000001628376414,2,0.5
2012-04,0.050000370612800396,0.05000005274861687,0.05000002765448527,0.050000037366807915,0.050000024975123285,0.5499993375061835,0.050000060192980963,0.05000002983407688,0.05000004067414531,0.05000001843477972,2,0.5
2012-05,0.05000464018023527,0.050000066280929255,0.05000002351437264,0.05000002717248686,0.5499948176977771,0.050000101036854726,0.050000100531091746,0.05000002854755084,0.05000018272797442,0.050000012310727225,2,0.5
2012-06,0.050000481919525726,0.0500000802951306,0.05000002984468435,0.05000002292107957,0.5499974892128928,0.05000156712411624,0.05000007999838328,0.050000042000097875,0.05000018639504886,0.05000002028904075,2,0.5
2012-07,0.05000010100167913,0.05000003542750236,0.050000018977250545,0.05000002281578464,0.05000002124539635,0.5499996611574919,0.05000004110294889,0.050000035512727074,0.050000048815441234,0.05000001394377802,2,0.5
2012-08,0.05000006036933086,0.05000002767129898,0.05000001537859813,0.050000018406840104,0.05000003621028158,0.5499997288488037,0.05000002977162751,0.05000002749424611,0.05000004422936904,0.050000011619603976,2,0.5
2012-09,0.05000003065477079,0.05000001719019138,0.050000013429005105,0.05000001809423983,0.05000002856377267,0.5499997545834143,0.05000001892180841,0.05000004394818696,0.050000063421331384,0.05000001119327922,2,0.5
2012-10,0.050000013365388486,0.050000012771921266,0.05000000988655522,0.050000014803574216,0.050000022632672086,0.5499998366890125,0.05000001559807995,0.0500000358759305,0.05000003047650027,0.05000000790036558,2,0.5
2012-11,0.05000001065129507,0.05000001102456253,0.05000000913543068,0.050000015415299845,0.05000003720307436,0.5499998406327188,0.050000010351892804,0.05000004156972167,0.05000001647710428,0.05000000753890004,2,0.5
2012-12,0.05000001345934466,0.05000001507742308,0.05000001067658847,0.05000001769911335,0.050000041028312237,0.5499998381720012,0.050000015123155994,0.05000002525009309,0.050000014384040115,0.05000000912992785,2,0.5
2013-01,0.050000023832540486,0.05000002274219046,0.050000016041945095,0.05000002735290411,0.05000004438506751,0.5499997562941242,0.05000003938231693,0.050000036759723816,0.05000002105915968,0.0500000121500278,2,0.5
2013-02,0.05000002406892089,0.050000018672555005,0.05000001404680095,0.05000002096986088,0.050000033575738914,0.5499997872667554,0.05000005088552657,0.05000002431431135,0.05000001535639872,0.05000001084313154,2,0.5
2013-03,0.05000003325882121,0.05000001880286024,0.05000001622589058,0.05000002214648072,0.05000003979504318,0.5499997354389143,0.05000007739712173,0.050000024976075766,0.0500000200536619,0.05000001190513047,2,0.5
2013-04,0.05000001730769191,0.05000001192470165,0.050000010101372706,0.05000001397322343,0.05000002102584349,0.5499998624047641,0.05000002184453566,0.05000001901934145,0.05000001342187471,0.050000008976650856,2,0.5
2013-05,0.050000015177156514,0.050000015297493636,0.05000001364565931,0.050000020599341256,0.050000024368692046,0.5499998105541231,0.0500000254440829,0.05000003964986342,0.050000022778524694,0.050000012485063326,2,0.5
2013-06,0.05000001589845477,0.05000001832060832,0.05000001861472968,0.050000029668620515,0.050000031195851564,0.5499997474896507,0.05000004183457214,0.05000005686959077,0.05000002583002597,0.05000001427789555,2,0.5
2013-07,0.0500000124748785,0.050000016321102556,0.050000017746602295,0.050000029431865704,0.05000002986451,0.5499997442609975,0.05000003544326277,0.05000007175982838,0.05000003011921978,0.05000001257773252,2,0.5
2013-08,0.050000011511800016,0.05000001486466622,0.0500000151739585,0.0500000250680284,0.05000002336792259,0.5499997774327953,0.0500000278333487,0.05000006014613462,0.05000003271817042,0.05000001188317533,2,0.5
2013-09,0.0500000121665166,0.050000018092573366,0.05000001632454737,0.05000002949537212,0.050000021529619576,0.5499997163151359,0.050000019013292096,0.05000010078493859,0.05000005513688945,0.05000001114111486,2,0.5
2013-10,0.05000001108315488,0.050000015921508816,0.05000001400316839,0.05000003435384343,0.05000002270746744,0.5499996417598528,0.05000002031859489,0.050000194668945584,0.05000003588911986,0.05000000929434395,2,0.5
2013-11,0.05000000286434476,0.05000000313055646,0.05000000326594605,0.050000006593479404,0.05000000449583538,0.26041243049187723,0.05000000532074914,0.3395875379735805,0.050000003326001824,0.050000002537629325,2,0.5
2013-12,0.05000001515519009,0.05000001681629365,0.05000001877288007,0.05000005880323114,0.05000004765615315,0.050000085399712305,0.05000003761404808,0.5499996747164185,0.050000033852091084,0.050000011213981954,2,0.5
2014-01,0.050000018529672126,0.05000002490549739,0.05000002600905869,0.05000009226555429,0.05000008097452288,0.05000007218336723,0.05000006005632247,0.5499995664082826,0.05000004315917664,0.05000001550854576,2,0.5
2014-02,0.05000001601306196,0.050000021669497005,0.050000024195686554,0.05000011169466698,0.05000007119801665,0.05000004339444405,0.05000004661055597,0.5499995782605046,0.050000070743315916,0.05000001622025036,2,0.5
2014-03,0.05000001630199771,0.05000001872575676,0.05000002227283701,0.050000071073595415,0.050000056581016125,0.05000003979674683,0.05000003918837823,0.5499996466592045,0.05000007489484301,0.050000014505624385,2,0.5
2014-04,0.05000005234712387,0.05000006102608768,0.05000006779595676,0.050000177774259455,0.050000206173875676,0.38630107311775036,0.05000010523186571,0.21369804275922893,0.050000165816692685,0.050000047957158886,2,0.5
2014-05,0.05000000553938557,0.05000000671536017,0.050000007083569956,0.050000012095919415,0.050000005721243905,0.2769808228406753,0.05000001371217906,0.3230191119068609,0.05000000826967945,0.0500000061151263,2,0.5
2014-06,0.05000000398119151,0.05000000585909926,0.05000000615274128,0.050000011901732234,0.050000019105516616,0.5495756850332508,0.050000009041432265,0.05042423648766095,0.05000001780797912,0.05000000462939598,2,0.5
2014-07,0.050000160526379483,0.05000022772975408,0.05000026713127423,0.05000052144252186,0.05000060238205059,0.1097319113637848,0.05000026201864732,0.49026508814120867,0.050000740647389165,0.05000021861698983,2,0.5
2014-08,0.05000000733606264,0.0500000113564959,0.05000001445828333,0.05000004134574219,0.050000027021825245,0.49830372117844207,0.050000014787652106,0.10169611099820228,0.0500000422842771,0.05000000923301719,2,0.5
2014-09,0.050000011727546576,0.05000001770730444,0.05000002314339741,0.05000005566043862,0.05000005628152692,0.050000028728039686,0.0500000281353713,0.549999703923029,0.05000005612492342,0.05000001856842268,2,0.5
2014-10,0.05000001153306308,0.0500000184608021,0.0500000276134318,0.050000047664370516,0.05000005399718228,0.0500000260140503,0.050000022834971555,0.5499997168386673,0.05000005349139279,0.050000021552068244,2,0.5
2014-11,0.05000001200581492,0.050000020559320124,0.050000034714541536,0.05000005068074488,0.05000005561076393,0.050000030474206904,0.050000027328450575,0.5499996800717849,0.050000061385212555,0.05000002716915972,2,0.5
2014-12,0.050000014328221154,0.05000002407467496,0.050000043462621525,0.05000005128274262,0.0500000451254409,0.05000001773700423,0.050000063003220026,0.5499996460427985,0.05000005970295593,0.050000035240320234,2,0.5
2015-01,0.050000040604581776,0.05000006318268367,0.05000016560906073,0.050000105705649854,0.0500001049064823,0.050000064122317146,0.12823438549683813,0.4717648089448053,0.050000109238074415,0.05000015218950666,2,0.5
2015-02,0.050000038197528865,0.05000006976176967,0.05000018849290964,0.050000133127251684,0.050000083361551775,0.05000002610488269,0.05001212455012843,0.5499870938302662,0.05000008957400829,0.05000015299970286,2,0.5
2015-03,0.050000015745510676,0.05000002634682839,0.05000005296824014,0.050000041204744584,0.05000003257462882,0.05000000801161242,0.05000030689501796,0.5499994345327537,0.050000037164195765,0.05000004455646761,2,0.5
2015-04,0.05000002131191127,0.0500000380581387,0.05000009395442574,0.050000069064669694,0.050000055411089143,0.05000001524912339,0.050000264983246244,0.5499993205062265,0.05000005927049101,0.05000006219067827,2,0.5
2015-05,0.05000001674894051,0.05000003074917301,0.05000003332086857,0.050000041987551654,0.05000003554335464,0.05000000675813311,0.05000034787712354,0.5499994012499675,0.05000003040321904,0.05000005536166845,2,0.5
2015-06,0.050000010873490715,0.05000001945155265,0.050000037739959376,0.05000003171878018,0.05000002230729434,0.05000002802930424,0.05000003572663257,0.5499997797829,0.050000007927232325,0.05000002644285361,2,0.5
