,energy,materials,industrials,consumer discretionary,consumer staples,health care,financials,information technology,telecom,utilities,gamma_reg,b_weight
2010-03,-0.05777898612264731,0.0338670789398542,0.028902003456575166,0.1388425044142353,0.35106447396877355,0.43952307609799457,0.20429224277583447,-0.26230685345908744,0.3392813280768163,-0.2156868681483488,0.001,0.5
2010-04,-0.036472308285903934,0.023757425024546905,0.004487735321165469,0.1536637338672118,0.24885734003348614,0.37948666376652007,0.22949470148727608,-0.15175642503287395,0.32633727390744666,-0.17785614008887507,0.001,0.5
2010-05,-0.012615264806038279,0.02351928323441637,-0.03689339719285134,0.10589702319103902,0.2661477902101253,0.49035632334351126,0.19389633759165803,-0.07368379930990836,0.28341586356420867,-0.24004015982616067,0.001,0.5
2010-06,0.013082883875590541,0.0605285496975801,-0.023225758992547238,0.06657438755634418,0.3371634589795713,0.6288079326372867,0.1615008439119296,-0.15713579882995776,0.20354583240493646,-0.29084233124073394,0.001,0.5
2010-07,0.006648055061416261,0.05625576385272571,-0.03332509450100429,0.12186521183486555,0.36117629296404724,0.626743623596972,0.16952282272851937,-0.16117999376306652,0.17906287391469167,-0.3267695556891668,0.001,0.5
2010-08,0.04592709413587716,0.07260833061214464,-0.0019861439200101194,0.15588100077257105,0.3453031076735634,0.5969451887042372,0.13178834584712457,-0.12097868613159792,0.1425597627078261,-0.36804800040173613,0.001,0.5
2010-09,0.001080401768270553,0.11389696764794802,0.00632150323520627,0.16917334818391774,0.38993270749753756,0.6287632498901934,0.12171652781424648,-0.19226066297599398,0.19386590671445436,-0.4324899497757803,0.001,0.5
2010-10,-0.006176465974493034,0.1646625483790965,-0.029389552322321114,0.12602333213452158,0.419925219751169,0.6253697356692552,0.0990862738701514,-0.14799122930385017,0.20059640017798114,-0.45210626238151047,0.001,0.5
2010-11,0.1056757728210283,0.19739913800764552,0.029084004833815194,0.0917306937850232,0.3009915885881739,0.5044680911363999,0.07876974612455366,-0.03559413595083208,0.16961610918506081,-0.44214100853086835,0.001,0.5
2010-12,0.0893272173604314,0.15684124135665106,0.050048519416509174,0.038587849275321134,0.3981119245648933,0.5616674231094868,0.030915379565379774,-0.012854261862789512,0.16468835906926863,-0.4773336518551516,0.001,0.5
2011-01,0.09198601500910042,0.18295752239203855,0.056334047810574876,-0.0031307457364430843,0.384960295270797,0.5732401447711232,0.05048122229310882,-0.004867429056347933,0.16886404570628732,-0.5008251184602389,0.001,0.5
2011-02,0.11687749112452829,0.1215394155954422,0.14079119364020004,0.022412754709645967,0.40740082747200834,0.602502439648108,0.05230329762850288,-0.15423692697775376,0.1526495439786923,-0.46224003681937414,0.001,0.5
2011-03,0.05879964580532834,0.15627762106216075,0.1491795264629598,0.03508985538450686,0.30562686673697864,0.5496557088958023,0.04683345924958901,-0.1256483090286052,0.273471651627591,-0.4492860261963116,0.001,0.5
2011-04,0.06529703398997383,0.1724418653488427,0.11841671895695602,0.008096551674759651,0.2993539642898081,0.5312608297978636,0.06409556381669598,-0.10992697672733771,0.25430759339618203,-0.4033431445437439,0.001,0.5
2011-05,0.05179712852653895,0.15898041881981387,0.08986199892460958,0.01156758698800748,0.2674031303599026,0.535300796288222,0.09106194031309478,-0.1410020744920168,0.26180497142350656,-0.326775897151679,0.001,0.5
2011-06,0.0688025036239831,0.17861567294458242,0.04532016191097226,-0.01533904581443589,0.27705847180488435,0.5886979058277969,0.11236085753471034,-0.143482081225981,0.2788288732303798,-0.39086331983689226,0.001,0.5
2011-07,0.10955840913908534,0.23833906416403838,0.013605918860154179,0.007326483853297247,0.23858806032704838,0.5828793815767698,0.09414576360969146,-0.13048054295334877,0.2811844699012654,-0.4351470084780014,0.001,0.5
2011-08,0.12086085646107786,0.23016633221827576,-0.022715963301471603,-0.016779571434168375,0.3003272135855301,0.5670386589500781,0.07954229352230915,-0.11408601276877355,0.2670976407869464,-0.4114514480198039,0.001,0.5
2011-09,0.1309606854918382,0.2285288768493588,-0.04020534029086108,-0.03395917297381866,0.3903444473210854,0.6132250879564444,0.061337611664418146,-0.13449708732209908,0.2302574376724475,-0.4459925463688135,0.001,0.5
2011-10,0.20507385786325083,0.2601255314697528,-0.097234513233306,-0.012258725732703576,0.4177287841787742,0.6982734283521896,0.024117009489038943,-0.192111831618289,0.20789966086388828,-0.5116132016325962,0.001,0.5
2011-11,0.15584291400163613,0.17291969521963513,-0.08540622258408793,-0.012547114890617425,0.4320719649644231,0.683205626881048,0.06780268618895756,-0.14227440548916132,0.17588328610588794,-0.44749843039772136,0.001,0.5
2011-12,0.14503699088866434,0.12089952707221392,-0.12415367593592248,-0.09600207798230274,0.5180300664847037,0.8100215334781031,0.008779351560474352,-0.10263218763672911,0.13749974057549574,-0.41747926850470085,0.001,0.5
2012-01,0.3138045592889631,0.1429939101290754,-0.15248220776087307,-0.05738171353357728,0.48405210403815024,1.0781956210262724,-0.03452646959537799,-0.08251337716159478,-0.0912033183507348,-0.6009391080803033,0.001,0.5
2012-02,0.40232920338328954,0.28813281906646626,-0.17946747539143476,-0.03992004365248816,0.42345893993095624,1.0330065338390104,-0.0024438276470846246,-0.21633170510057564,-0.02076377177973064,-0.6880006726484086,0.001,0.5
2012-03,0.49016308301363315,0.2879838931039973,-0.2594267742818908,-0.05996425071375404,0.6626176869965222,1.0273207229604964,0.04606283365458551,-0.14111579377053207,-0.13371667850713553,-0.919924722455922,0.001,0.5
2012-04,0.6523005642643244,0.39525934046254396,-0.47616689837827536,-0.09029765337102248,0.8858446167024758,1.2605399303690048,0.004972916777121292,-0.2787544244688658,-0.14915606928621555,-1.2045423230710905,0.001,0.5
2012-05,1.4750383956138586,0.8079703305506105,-1.3007173030571324,-0.5385619095829939,2.2629230832651306,1.7641327002849148,-0.1117161585853949,-0.6396306473640575,0.8454671135558689,-3.564905604680805,0.001,0.5
2012-06,1.1958455479563392,0.720703914260203,-1.0668020799767735,-0.5241327939111426,1.7800673405806589,1.5936507007877707,-0.1767760849810821,-0.16817324165405467,0.6738279423680845,-3.028211245430003,0.001,0.5
2012-07,0.8223165329042886,0.3306236268608951,-0.9395123046909543,-0.5784904377665621,1.1493313079609535,1.6651348857879842,-0.05461139110137753,0.13879184763817798,0.20641245445796208,-1.7399965220513671,0.001,0.5
2012-08,-1.5483668731008873,-1.0288829270384203,3.022157353309169,2.061898364424473,-3.5715929938126587,-4.111858496765822,1.168129364265219,0.15937083603488794,-0.9127377268541287,5.761883099538166,0.001,0.5
2012-09,-0.48085069101735517,-0.19554382019237776,1.4153949640274723,0.8735861899265436,-1.307220167053756,-1.6161998020509662,0.7059329625121086,-0.2548035577164387,-0.5309932932660345,2.390697214830804,0.001,0.5
2012-10,0.08661911424083962,-0.4673828359889219,1.7663411870001733,0.9149957925079094,-1.7665784195024319,-2.299801028060294,0.33655127306321786,-0.514502662886438,-0.4808295850733713,3.424587164699317,0.001,0.5
2012-11,-0.08312248888965175,-0.2990541370602939,1.4470120479171822,0.2575813428330708,-1.3604538536841702,-2.1610362181325193,0.7484736094954687,-0.8463332559541314,0.39002973843305594,2.9069032150419885,0.001,0.5
2012-12,0.07664629850745085,-0.3263552375335603,0.9430779371695531,0.08388579355528669,-0.736897186635127,-1.5659446807310058,0.42599667108219735,-0.2721869266885052,0.546347183677458,1.8254301475962527,0.001,0.5
2013-01,-0.00296723268154727,-0.11563022601696858,0.8999304174035597,0.07626138014116432,-0.32858967519075305,-1.69694152086011,-0.1487683964926531,-0.41495429600230777,0.519835845330932,2.211823704368684,0.001,0.5
2013-02,-0.3615077321056912,-0.17154384056652916,2.597428633893014,0.4907088319739883,-0.5261433944797607,-6.404336037520532,-1.5391942650203068,-1.1271565434502513,1.920598892876757,6.121145454399313,0.001,0.5
2013-03,-0.4083270156817871,0.4036647420621144,1.3366246711804657,0.49931144680034467,-0.3438431668131995,-3.2917918702739986,-0.9348431303702938,-0.3911604523733265,0.46208486314415725,3.6682799123255228,0.001,0.5
2013-04,2.688031551104792,-2.7997745046827,-9.961477149714806,-3.631082591250892,1.0837679776193585,22.731224782675564,4.52214828139939,4.575726965768124,-1.553689078556541,-16.654876234362288,0.001,0.5
2013-05,0.8093604419164796,0.6325999579828095,2.148132834941594,0.6098628021944773,0.645085441751685,-4.052566620576934,-0.8347213440068592,-1.9935931255072175,-0.41623383199299974,3.452073443296965,0.001,0.5
2013-06,-3.522170325458964,-1.4898720811268096,-3.114273842926242,-0.2667749537636666,-0.5380433472135708,8.1327749692758,4.100067062895635,5.8775602355573655,-0.2373234278742215,-7.941944289365326,0.001,0.5
2013-07,-1.4279400226618029,-0.248526444338744,-0.5962631355221072,0.027965490976073957,0.012785228954805168,1.8339290586741472,1.2896017461065123,1.7973243429897228,0.37515178225207063,-2.064028047430678,0.001,0.5
2013-08,-4.198080036147806,-0.6919233645090461,-3.1765115306583867,-0.8377293976255364,-1.4015437906364645,6.850931824872604,2.6889292084040366,5.314212079540184,2.320100610652408,-5.868385603891992,0.001,0.5
2013-09,-0.47859309449513626,0.0928717577702096,-0.31381116616996063,0.011117648527858542,-0.054070959304590493,1.032079623748428,0.28859002059331484,0.6535813406720186,0.459409383692522,-0.6911745550346639,0.001,0.5
2013-10,-0.4234813750034119,0.10469316596858061,-0.3055373921128803,0.22473344768775644,0.11943933402080625,0.8409652553231126,0.3971030734314938,0.6875694178611241,0.1793201889205847,-0.8248051160971662,0.001,0.5
2013-11,-0.06760280402756864,0.015306500353248063,-0.04210387421700376,0.18009589292238704,0.22804916009517529,0.3960414582919637,0.2440817182077592,0.4051845381216039,-0.04126539489408977,-0.31778719485347506,0.001,0.5
2013-12,-0.065301872584216,0.008548320428827312,-0.04105739166104452,0.17191873856104395,0.21912937489174966,0.39208587108351806,0.25387836452618057,0.440597697759954,-0.0025232030059632315,-0.3772759000000498,0.001,0.5
2014-01,-0.16489151196753882,0.017127059592110465,-0.08471468192522215,0.24637867382909573,0.2715061858644665,0.4287366532488002,0.2998048548516841,0.5096024980885315,-0.023848619026058032,-0.49970111255586974,0.001,0.5
2014-02,-0.4987812755266455,-0.11425556521186737,-0.28248048311261326,0.483991242898997,0.24161869627885735,0.5454264375730008,0.3896665399324469,0.8899845479258741,0.26223256348853674,-0.9174027042465865,0.001,0.5
2014-03,-0.36848136668796205,-0.1911460220321159,-0.295832698228958,0.3807943155196342,0.19500388765027654,0.5906481718355172,0.3759583387043843,0.9348139998783053,0.3584665965039701,-0.9802252231430517,0.001,0.5
2014-04,-0.7424113298356719,-0.3829402187708675,-0.7405815725796853,0.6780383022767996,0.5540810963840559,1.1264914685682585,0.6379969483278956,1.539756589015555,0.34954238999231846,-2.019973673378658,0.001,0.5
2014-05,-1.3387072683973118,-0.32618618618361594,-0.8852658487857714,0.663316847894451,0.8022116841687977,1.172524224612411,0.9588000778372808,2.0672627419170806,0.20923310090347175,-2.323189373966794,0.001,0.5
2014-06,-2.4068259823723377,-0.42640874575056187,-1.3104582440621662,0.5389510047687768,0.8393370909857849,1.7051893529363606,1.1389284983050656,2.8734430960251087,1.1781334699596984,-3.13028954079573,0.001,0.5
2014-07,1.7354362863119064,0.5202068321299009,0.7265883316700527,-0.4948103124750371,0.28846534720728884,-0.8025374544873858,0.6409568826791027,-2.3298917055867685,-1.048922104031624,1.7645078965825638,0.001,0.5
2014-08,0.9363386407316652,0.37570169797302505,0.15509805759449616,-0.32580956328229455,0.023779068902722023,-0.22267074101324824,0.11660548659944325,-0.727018417519745,-0.21592301149839355,0.8838987815123301,0.001,0.5
2014-09,27.433160479867098,5.25414900261942,3.3800866510271153,-11.193000873964783,-0.2512211570053228,-7.678689482032976,-1.466167544327496,-29.579625644686015,-4.500989686622813,19.602298255125774,0.001,0.5
2014-10,-8.973185638773709,-1.1855462208692797,0.7488828102855761,2.8474102454978008,0.00622124529600588,2.2385441537491286,-1.3477631477428094,9.194791646914243,1.5767757729360887,-4.106130867293046,0.001,0.5
2014-11,6.270609390448049,0.4548882903211891,-0.7662506045992543,-1.117127521080129,0.5754141072786911,-1.3233771392086913,0.8390328052990277,-5.570458182585401,-0.6157189743979457,2.2529878285244638,0.001,0.5
2014-12,2.0254759203686956,0.34771427531145044,-0.10121305913788571,-0.046699091561917094,0.6158328093172868,-0.4327283765198805,-0.2488009798220956,-1.5165821761771356,-0.25367777752891085,0.6106784557503926,0.001,0.5
2015-01,-12.88353051053427,-4.852600834839948,3.0314566084808585,-1.638494375170874,-1.5555090580085549,2.178299314706053,8.735264249205338,6.657267406250473,-0.20183036325241416,1.5296775631633408,0.001,0.5
2015-02,-2.4974541066328677,-0.6920902291715278,0.5877245176379077,0.22775585252330616,-0.46722900563498787,0.536896000877767,1.7527601532453398,1.7923150526053324,-0.3603612008155862,0.11968296536531713,0.001,0.5
2015-03,-2.8171776630729433,-0.9184885507486803,0.583523807689828,0.15596225267395702,-0.4751465684470875,0.45698251618768204,1.8852584800326806,2.1907669895420687,-0.02370991977660457,-0.03797134408090097,0.001,0.5
2015-04,-1.6411885217269482,-0.45497511956689535,0.46027143099512385,0.1685403419099039,-0.13394466321904797,0.4200957474122686,1.0086833296020772,1.1631202767418243,0.005479716392665243,0.003917461459028382,0.001,0.5
2015-05,-1.0039195656802145,-0.29047973351492595,0.3591147921242849,0.19939457211182254,-0.020654251132731477,0.13011866528611032,0.6495303868587955,0.6803072511773935,0.1865697784784887,0.1100181042909767,0.001,0.5
2015-06,-0.5412271158145253,-0.04426208065785371,0.1583633613713392,0.2047344671880988,0.022675432729101407,0.05288185618430327,0.24741398551523275,0.590797179199685,0.2655858750162665,0.043037039268352235,0.001,0.5
2015-07,-0.340538446200908,-0.03903485051495681,0.0404382398073643,0.1938945898908392,0.07937805789523639,0.14095710426000685,0.26261472623814885,0.4158333176833154,0.06870717981659401,0.17775008112435997,0.001,0.5
2015-08,-0.7715527208278631,-0.19903850864727518,0.10517888525648383,0.15759395960225042,0.036118102875382266,0.18501695682551883,0.41201475282305877,0.6068593038889174,0.2353201317762823,0.2324891364272444,0.001,0.5
2015-09,-1.9569531234741275,-0.7262555696545799,0.4631822554833867,0.07846951702978096,-0.12865319170108414,0.16710077080853164,1.0914251769316663,0.9082396890676127,0.38762768444826895,0.715816791060545,0.001,0.5
2015-10,-3.796627506544839,-2.414350507957092,1.051483047988792,0.08978277814971963,-0.7868716239360783,0.09436659311129156,2.7032320071308753,2.0104425781176833,0.7772007640931571,1.27134186984649,0.001,0.5
2015-11,30.335491835636617,15.47650037830716,-4.2787026198984925,-2.838646389171698,2.6794767518617397,-1.227556414501177,-14.97548943885387,-10.120749684745117,-6.978901495504797,-7.071422923130355,0.001,0.5
2015-12,-62.77572172404083,-24.8921419107092,4.128832369578874,8.064580227994435,-12.945092385349826,-5.716214927916567,38.72599970881009,23.038599572398592,14.612528044448649,18.75863102478577,0.001,0.5
2016-01,-4.245807964433194,-1.6717640297914766,0.14146942137798052,1.1961417947750057,-0.3120919857495854,0.3613711909810476,2.7357135303910036,1.1524858108016098,0.5532449060623532,1.0892373255852554,0.001,0.5
2016-02,33.978482241388555,15.30634275730018,1.3590564376740775,-6.503465804718597,1.7690820534803244,-1.3357466654272678,-22.77217772658621,-11.075928231995881,-4.1599245010433465,-5.565720560071838,0.001,0.5
2016-03,7.7104779125942216,3.626623949234201,0.0792970310091136,-0.942148297750356,0.3467111966861635,-0.6165390467331113,-5.589931830163071,-2.4258411705916436,0.34015021131685413,-1.528799955602373,0.001,0.5
2016-04,-34.88791757339136,-16.09574117781027,1.6373434866313166,6.336689511491235,1.0639805398122721,4.010096930991716,22.695247726803494,11.033457314938095,-0.7996246169361517,6.006467857469657,0.001,0.5
2016-05,-26.6073299183869,-12.331053967034952,0.7189389638159508,4.49850886690562,1.1474732596039225,2.978368526207997,17.953590168816312,9.6451178894276,0.3876809865435837,2.608705224100864,0.001,0.5
2016-06,-8.262585965268487,-3.5586356851752994,0.13730360603787445,1.6054003534428363,0.39898724720632006,0.9200089401849041,5.529292392134877,3.2933074772028745,-0.0838612636832642,1.0207828979173643,0.001,0.5
2016-07,-4.673694426686739,-2.0109446790019763,0.03720066060892477,0.935422982833655,0.36152732637562446,0.5580132725245481,3.2520609265059943,1.73232978593496,0.09869798028867174,0.7093861706163365,0.001,0.5
