,energy,materials,industrials,consumer discretionary,consumer staples,health care,financials,information technology,telecom,utilities,gamma_reg,b_weight
2016-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2016-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2017-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2017-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2017-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2017-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2017-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2017-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2017-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2017-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2017-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2017-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2017-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2017-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2018-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2018-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2018-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2018-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2018-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2018-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2018-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2018-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2018-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2018-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2018-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2018-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2019-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2019-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2019-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2019-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2019-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2019-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2019-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2019-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2019-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2019-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2019-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2019-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2020-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2020-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2020-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2020-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2020-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2020-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2020-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2020-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2020-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2020-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2020-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2020-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2021-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2021-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2021-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2021-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2021-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2021-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2021-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2021-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2021-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2021-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2021-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2021-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2022-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2022-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0001,0.0
2010-03,0.08837959823711945,0.07740567566619613,0.08352616272717842,0.09896480473929178,0.15072913617092948,0.14644960782788718,0.12725931317902012,0.054441596481739525,0.1294611143789796,0.043382990591658406,0.0001,0.3333333333333333
2010-04,0.08692486750986819,0.07722992139683342,0.0820626074404824,0.10219610432972993,0.13648552111029863,0.13614288314900325,0.13126283501042296,0.06628402730034567,0.13410592586205577,0.04730530689095987,0.0001,0.3333333333333333
2010-05,0.08589505157928261,0.07659189299710029,0.0778580816848521,0.09804256003131512,0.13894332450956776,0.1513524999054167,0.1194407135867104,0.0794169937501499,0.13049396798349394,0.041964913972111384,0.0001,0.3333333333333333
2010-06,0.08903028961093958,0.08025246209488998,0.07976888470758059,0.09419347188193582,0.14568072215935307,0.16515242058428853,0.113884253577587,0.07165090031187009,0.11896271302636809,0.0414238820451874,0.0001,0.3333333333333333
2010-07,0.0893718793693519,0.07896563166733009,0.07897147000701293,0.09956773632733693,0.1477920439253222,0.16102137845401182,0.11613464627773606,0.07292143140798879,0.12102857327271546,0.034225209291193937,0.0001,0.3333333333333333
2010-08,0.09044407614946307,0.08106068668435462,0.08343407462415892,0.10369846118825166,0.1453386841879758,0.1575449631196286,0.11055988563595119,0.07842742110570729,0.11501599270097966,0.03447575460352938,0.0001,0.3333333333333333
2010-09,0.08694157718159834,0.08295208346637406,0.08345921305067612,0.1054246968227601,0.1507492766951501,0.16179169712981079,0.10607338992252002,0.07320409215624793,0.1218724770258329,0.027531496549029824,0.0001,0.3333333333333333
2010-10,0.08447048875644023,0.08623268691572092,0.08019876102688626,0.10262423315746035,0.15464590394640232,0.1634047762928588,0.101610363081313,0.07849809301975438,0.12207942642200997,0.026235267381153893,0.0001,0.3333333333333333
2010-11,0.09381343083324394,0.09041644875746058,0.08752441912678949,0.10025536996303624,0.1393167990901124,0.1483855725018009,0.10197238241056422,0.08625626041639142,0.11716813365982268,0.03489118324077823,0.0001,0.3333333333333333
2010-12,0.08876532942731734,0.08574957661798005,0.08808992364707581,0.09634364132777126,0.15189398096143686,0.1585708145467549,0.09238259814689645,0.08976590664090033,0.11835295105368125,0.030085277630185862,0.0001,0.3333333333333333
2011-01,0.09119837360541794,0.08831545009291872,0.08905942515008222,0.09313029827196484,0.1492297381912709,0.15853624931879334,0.09383339466502427,0.0902917417045238,0.11853871789511354,0.027866611104890554,0.0001,0.3333333333333333
2011-02,0.09330623667204624,0.08527937348309424,0.09636203170905208,0.09528907785051344,0.15064614964363782,0.15990875572214375,0.09531632444958174,0.07687928255470071,0.11527434427240862,0.03173842364282151,0.0001,0.3333333333333333
2011-03,0.08731808478345202,0.08715750995970381,0.0970486713302437,0.09668768821706546,0.14160006526546798,0.15799869683339635,0.08834633218879143,0.08224964094157032,0.12964449351966528,0.031948816960643805,0.0001,0.3333333333333333
2011-04,0.08900801210086821,0.08979373556549583,0.09512366874900162,0.09426279912143115,0.13993546976517307,0.1533782995086274,0.09109754100676909,0.08336057797322141,0.1251182309706948,0.03892166523871747,0.0001,0.3333333333333333
2011-05,0.08916944386376043,0.08984328358215807,0.09234190416065793,0.09400903444782743,0.13591360501280422,0.15460693474948217,0.0939015362011286,0.07785313955521508,0.1271530989183712,0.045208019508595,0.0001,0.3333333333333333
2011-06,0.09294836888734986,0.08960050652585681,0.0860077356205095,0.08939865756068002,0.1428031913323623,0.16260824663806084,0.09871939250456088,0.07469810174280624,0.13144104519135144,0.03177475399646223,0.0001,0.3333333333333333
2011-07,0.09890502504953685,0.09515127892043285,0.08411146159175965,0.09111817478848672,0.13734937780000134,0.15847509005300536,0.09812072642898095,0.07604467434025758,0.1310439783241294,0.02968021270340948,0.0001,0.3333333333333333
2011-08,0.09889486410319508,0.09447055487030474,0.0795894745717255,0.0882472637976068,0.14613254854941432,0.1592821859812681,0.09254188589751061,0.07805129711994213,0.1305265886714505,0.0322633364375824,0.0001,0.3333333333333333
2011-09,0.09839278925761116,0.09289558258645242,0.07600171025255269,0.08630509288874597,0.16294966277988332,0.16837502275399718,0.08840793443926764,0.07527499299765081,0.1253937419446376,0.02600347009920137,0.0001,0.3333333333333333
2011-10,0.10894569166979728,0.09627185600744179,0.07022689380306392,0.0883974071979268,0.1661529094872518,0.17635534895495605,0.08292077878662545,0.06897338206995811,0.12247870910427947,0.019277022918699385,0.0001,0.3333333333333333
2011-11,0.10008457364480672,0.08831299451452046,0.0707141074008832,0.09075264035090816,0.16958477950912965,0.1776461267722974,0.08772684261317143,0.07396196156083193,0.11613593123536248,0.02508004239808867,0.0001,0.3333333333333333
2011-12,0.09489147701766266,0.08120488567878067,0.0622140844438372,0.08278014712566598,0.1889990046089939,0.2058816135494231,0.06317852148113953,0.08166958650385639,0.1161736041804883,0.02300707541015233,0.0001,0.3333333333333333
2012-01,0.10634677616136003,0.08246614644546037,0.060966658953724204,0.09286081771163297,0.18020956409632227,0.2358244426434881,0.05199847393004814,0.08644514125362256,0.09465224731363431,0.008229731490707201,0.0001,0.3333333333333333
2012-02,0.12945408703934114,0.09434586905612402,0.0566185205836852,0.08934112456881799,0.17336386330284673,0.2322743802814438,0.06675703621328562,0.06818957038405749,0.09839237756678049,-0.008736828996382368,0.0001,0.3333333333333333
2012-03,0.13274249607597727,0.09249216498677147,0.049513602771035975,0.08903372122354022,0.2011674041555346,0.22463477883223798,0.07752305429965739,0.07639107415809777,0.08963207896355913,-0.033130375466411704,0.0001,0.3333333333333333
2012-04,0.1473101489510124,0.09340400294777354,0.019681337299986237,0.08573893714736842,0.24364326527339758,0.26060230265694184,0.06843401497844515,0.06292993692978868,0.09541797193309964,-0.0771619181178135,0.0001,0.3333333333333333
2012-05,0.30162775583229007,0.10183108651094053,-0.1659350496766486,0.002998677712762368,0.5998895881210471,0.5264583109335613,0.06722770255416233,0.0019716645742200306,0.2966198450586492,-0.7326895816209844,0.0001,0.3333333333333333
2012-06,0.42705364342335683,0.1773846464930599,-0.5576191732161628,-0.1626305323820363,1.3118121206176,1.2462919896260969,-0.1119113424401493,0.09103792636801142,0.6179827204811867,-2.039401998970963,0.0001,0.3333333333333333
2012-07,0.17320977546024577,0.06888936282908885,-0.26131477229908007,-0.0884894932522606,0.6153137709822869,0.833733629893587,-0.0534869647109488,0.15841494944033585,0.23666124751295634,-0.6829315058562114,0.0001,0.3333333333333333
2012-08,0.07164690389662776,0.09339734138357353,0.27514388761689346,0.19374973503646994,-0.182625524481739,-0.25645522445290814,0.21774881600725565,0.06672885391679144,-0.0011062158529246136,0.5217714269299601,0.0001,0.3333333333333333
2012-09,0.09152018045284614,0.10984456745807862,0.21757354212924648,0.14582279707737428,-0.0688755411212402,-0.13339330196005164,0.2148178105132341,0.04119044322978753,0.013765929853730416,0.36773357236699433,0.0001,0.3333333333333333
2012-10,0.1347759138339954,0.10225055426303546,0.22016034500534865,0.12436133479640529,-0.08267464362588081,-0.15365109470535665,0.18196912774684917,0.029962450216121282,0.026928678911450614,0.4159173335580316,0.0001,0.3333333333333333
2012-11,0.142383270355303,0.10381558046781682,0.21151845866076271,0.0818014461050885,-0.07104885762537347,-0.17947482502051212,0.23650811218752996,-0.00599301775262398,0.0800734967636987,0.40041633585830994,0.0001,0.3333333333333333
2012-12,0.13809398361971947,0.08975360057829965,0.20780626445534855,0.07834650608101772,-0.05190041816023552,-0.1842949890005737,0.21031413562712803,0.030131471288727563,0.1120937158197381,0.36965572969083027,0.0001,0.3333333333333333
2013-01,0.10177932793609146,0.09744238308479256,0.18074579331946034,0.07810818323099515,0.01947753825186776,-0.127235481376203,0.10270451090402664,0.04085670393615057,0.1122788438567035,0.3938421968561151,0.0001,0.3333333333333333
2013-02,0.097342134163308,0.12071154560617815,0.23942080752420944,0.08783111513198605,0.005243721487234801,-0.3571331560573717,0.04956688054579968,0.035402211272976214,0.16343529011517904,0.5581794502105005,0.0001,0.3333333333333333
2013-03,0.08161520644606665,0.15044739948361419,0.22234728627150166,0.100254024218943,-4.405642059508719e-05,-0.32395737979816197,0.03748691752478486,0.0448943626189547,0.11086931246481047,0.5760869271900815,0.0001,0.3333333333333333
2013-04,0.14452784573642635,0.44027644648968667,0.8049404639579214,0.21573403336004263,-0.23996672135805217,-2.1161229358510414,0.10449271869724665,-0.2381484363009442,0.14053252012425718,1.7437340651444575,0.0001,0.3333333333333333
2013-05,0.29045419446387244,0.2625784712336342,0.4162461173517651,0.0991724588114331,0.03624369942565475,-0.8937671244469099,0.14821382406661565,-0.21283183511955459,0.0022008686668597566,0.8514893255466295,0.0001,0.3333333333333333
2013-06,-0.7170412538393193,-0.424920979794836,-0.49772629153549786,0.27517749564114297,0.4170271225872252,2.4630771945182937,0.23371422937116934,1.039079574355776,0.14626378207745352,-1.9346508733814074,0.0001,0.3333333333333333
2013-07,-0.2576883549611382,-0.0908517347030951,-0.09502293461042663,0.1831405861697591,0.22332060082546976,0.8648471605176191,0.15248774013224686,0.4669511305321733,0.19887940795043355,-0.6460636018530418,0.0001,0.3333333333333333
2013-08,-0.3298113619651082,-0.1403273749831275,-0.22926757165190018,0.1628950665856067,0.12131845226057078,1.1758796043320248,0.11367336385374495,0.604118643102252,0.3416881851840632,-0.8201670067181268,0.0001,0.3333333333333333
2013-09,-0.004507421344605356,0.05087606666251108,0.02834891731527741,0.12065501653721758,0.11116767949206627,0.34460928197245744,0.07112936929291852,0.1980865607906192,0.17425370605413973,-0.09461917677260182,0.0001,0.3333333333333333
2013-10,0.007307440510931171,0.05495962493253929,0.027512474953455907,0.13888099057448583,0.1450622300397041,0.3138960418764383,0.09540876837354112,0.19308676677110398,0.13035735689568262,-0.10647169492788211,0.0001,0.3333333333333333
2013-11,0.04944425270033112,0.06094534207020693,0.06170259411226246,0.1337888155109011,0.15287295291611028,0.20833913310601307,0.09744163011816287,0.15992447069505772,0.0882351217714199,-0.012694313000465335,0.0001,0.3333333333333333
2013-12,0.05076869502538982,0.06094941749196344,0.0633314418550385,0.13282602798119827,0.15064385566009195,0.20575192687284805,0.09815520859166701,0.16714537498922144,0.09884776740360485,-0.028419715871023238,0.0001,0.3333333333333333
2014-01,0.03144429671804516,0.06087323519312681,0.05387567274103795,0.14648630558516207,0.16311185697474698,0.22496023545960472,0.10252375932481805,0.18133055248310953,0.09495771028129635,-0.05956362476094754,0.0001,0.3333333333333333
2014-02,-0.007365856083184491,0.037373168905526756,0.023828274485153303,0.18279409857559892,0.15669278730417108,0.26292906717431036,0.09376483232759578,0.2298839712090172,0.14062065534385887,-0.12052099924204782,0.0001,0.3333333333333333
2014-03,0.004912625569816864,0.024967483284046514,0.02011072738913121,0.16876448998700827,0.15287507997186578,0.2882924906521648,0.09025027703044183,0.2546627165188823,0.16595997390072295,-0.17079586430408042,0.0001,0.3333333333333333
2014-04,-0.09044336929994287,-0.045043366900616805,-0.09653618530705216,0.24690701410469965,0.27464079291373383,0.5181389782104748,0.10114410078476421,0.39939558629467875,0.20067949374742042,-0.5088830445481599,0.0001,0.3333333333333333
2014-05,-0.3070371516324517,-0.10022977947374612,-0.2148195537851371,0.28676466239127957,0.43332833378642144,0.7528727097817467,0.15219394044552761,0.6274176358472185,0.20773278190571565,-0.8382235792665748,0.0001,0.3333333333333333
2014-06,-0.6208941736240638,-0.18847140488902517,-0.372920841246158,0.29069798446818784,0.5222111582126828,1.115233179012632,0.12618338595226825,0.9079258726179547,0.4629020252980892,-1.2428671858025677,0.0001,0.3333333333333333
2014-07,1.2325519154842135,0.5559669481254853,0.72836426314305,-0.30319919014555463,-0.16953080797528233,-1.4871394039815808,0.5960585056981753,-1.4444068204214202,-0.6486941808226939,1.9400287708956079,0.0001,0.3333333333333333
2014-08,0.4149006622591267,0.2256355379569985,0.19485425497643705,-0.05021126841532651,-0.018997694588140088,-0.2617165497336965,0.16711001245828497,-0.2271642068362328,-0.039306229355350886,0.5948954812778996,0.0001,0.3333333333333333
2014-09,-2.507973972224599,-0.7789743982382292,-0.5509056249326774,1.241105520615679,0.7530934979070794,2.325745474366808,-0.1635625045199656,3.0693394481494356,0.8724805479015363,-3.2603479890250657,0.0001,0.3333333333333333
