,energy,materials,industrials,consumer discretionary,consumer staples,health care,financials,information technology,telecom,utilities,gamma_op,b_weight
2011-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2011-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2011-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2022-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2022-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-03,-102.98445046360023,228.00125335049864,-39.05999100895896,72.13200541093389,-144.73182473306497,142.77848278150518,27.683679217419144,-178.23151952253517,149.39723222560343,-153.98486725780091,2,0.5
2010-04,-100.90270573335643,268.1052081368033,-55.97158620841092,72.59021706596126,-203.51040492608752,247.28447048405218,32.98871234050678,-219.62437383533563,155.17973044819482,-195.1392677723277,2,0.5
2010-05,-155.21293381245633,412.64182682316255,-109.226933920665,134.18035861026166,-276.85273445809315,296.9259753683367,34.22102722131896,-322.3133777676782,258.8227986108941,-272.1860066750813,2,0.5
2010-06,-204.06441600774522,607.9650769584499,-199.64014735555455,188.84339964559425,-411.4110791009504,485.5696775547643,61.45922887748805,-429.98567258897,325.32597585870695,-423.0620438417831,2,0.5
2010-07,-29.466464147452534,73.84985553575167,-26.815261409075408,23.65588266113277,-23.210614121004337,70.45711584056681,6.120566529907841,-65.80816162471109,21.59451858075642,-49.37743784587217,2,0.5
2010-08,-28.432380968141683,78.89527332504233,-19.06157751603688,24.25611028408939,-20.492945169955576,72.06070919187687,2.6507707374820924,-68.45819406881587,20.02226604342514,-60.44003185896566,2,0.5
2010-09,-61.03056982204985,128.73783690691337,-13.62263164308143,22.35570884837389,-22.942619939958202,99.86906415750741,11.344062669637697,-117.67186598187169,43.128820161987925,-89.1678053574591,2,0.5
2010-10,-87.54820079651992,210.4301263048304,6.461949245470338,5.222536526694748,-1.7096984726259254,87.47770951303453,-3.368585314759609,-151.58649638535888,82.64485860458792,-147.0241992253535,2,0.5
2010-11,-51.388295088143956,131.51958087435932,43.63680281029095,-18.030829347296535,41.425757104039306,15.997836936000413,-19.91846170699472,-97.75296354689696,55.563291181260475,-100.05271921661827,2,0.5
2010-12,-62.13485150232723,144.1262991664954,77.91484752435689,-32.83919623394724,79.22698195973456,5.9833924254297655,-35.39775114236129,-117.48525712479042,64.00086697089634,-122.39533204348673,2,0.5
2011-01,-53.80265009593092,134.54090471612295,60.21223976867086,-29.350540301028385,49.72985186188689,30.52313430401468,-23.561322651173903,-100.81951177498318,51.08620085075473,-117.55830667833368,2,0.5
2011-02,-52.70399394385087,119.44623022655323,79.93017722794634,-31.56119459578444,61.72863374869476,20.216989464254876,-27.766719647597604,-109.08857458669156,50.08759639320418,-109.28914428672896,2,0.5
2011-03,-73.68895069041227,150.2374061525021,97.95227717527868,-39.2329390332792,58.97661459188336,34.62439640876972,-26.78715189993122,-139.6660734529343,71.26904973444458,-132.68462898632146,2,0.5
2011-04,-48.32470215211561,121.98139645129886,71.02233619300496,-19.18356567066369,6.719905530610419,61.85528117915022,-10.21806877735484,-102.25183716814169,50.262471629698254,-130.86321721548688,2,0.5
2011-05,-57.935726454339054,149.9426917393194,71.6395644833496,-21.383969794795682,-41.4341767392425,116.0587932677962,-1.1002791296257368,-142.71017990964265,79.22789668708882,-151.3046141499084,2,0.5
2011-06,-48.62270139204798,131.19224732676423,63.41096834428184,-21.08756926748356,-37.873042832857706,104.71504801897635,0.12519484658625715,-118.57462915336065,65.3218655199816,-137.60738141084036,2,0.5
2011-07,-52.101081865630626,138.19018103100274,69.17774247869657,-28.182817112346402,-53.50891973624509,118.32376240298309,6.0488528321466974,-120.60151748143764,70.55634375794232,-146.90254630711163,2,0.5
2011-08,-51.71813253918122,137.98351254864116,64.41616313787388,-25.88959037908836,-46.68098405959012,110.76708468919585,3.902010398422232,-118.72170682550761,70.26236588859659,-143.32072285936238,2,0.5
2011-09,-74.96920890434437,191.79427646924148,112.14250796273278,-54.291790838272306,-89.66499577393314,181.4552633584836,12.41344525787567,-180.79760376278827,108.55842983323444,-205.64032360222987,2,0.5
2011-10,-105.47523176307229,232.0940091811101,130.99459626198194,-71.39242542334952,-138.77592319092966,247.8799408412849,31.3307603154627,-247.20323716271267,163.2754300091255,-241.7279190689009,2,0.5
2011-11,-30.918795622469375,94.15150732612764,7.059412221806706,-4.0510029359266975,-20.086692267243077,63.244457185801814,1.9517745473553092,-85.87091811400089,52.575300659633925,-77.05504300108534,2,0.5
2011-12,-13.225937350209156,42.26792772140013,63.7459192286449,-50.52465819818312,-49.484090541065356,105.2620237580318,12.66832613517364,-52.049011724496985,18.552218978999488,-76.21271800829534,2,0.5
2012-01,12.51981072128498,-121.41904637108493,355.0364211317934,-263.9213776404715,-230.03421698583273,376.53332286448216,57.904988155316914,21.314284280472403,-91.02514507578714,-115.90904108017355,2,0.5
2012-02,-67.24090227079223,78.10096733187125,536.4192985026087,-422.582483576793,-149.73507261479295,468.9073388090476,66.36684914464283,-14.390537514031188,-101.84158597210029,-393.0038718396608,2,0.5
2012-03,-100.80023236554997,81.05203634677807,1156.4191842169942,-928.4393033499155,-147.6229137979973,849.3406557660023,119.2391686655641,100.16430749040929,-312.33149190997864,-816.0214110623066,2,0.5
2012-04,-24.925747488023468,84.82690246654064,254.18628566298318,-199.73086560254163,57.96601554095835,155.93905787078748,15.055696443325761,19.626674416695757,-92.66659151021098,-269.27742780051506,2,0.5
2012-05,-51.79970168033063,164.70830141772973,543.7101019801196,-415.80688158751565,51.40017989727371,383.8404835066254,49.07635264086338,46.1586232324073,-244.6273007244101,-525.6601586827628,2,0.5
2012-06,15.413174514081504,81.49331536216069,142.37884042444895,-93.25660363553538,-11.716423409480537,145.0179479249413,-1.2562836179259955,-6.905637286104967,-54.7512803228297,-215.41704995375582,2,0.5
2012-07,-53.49665698526494,440.8775032540582,1677.9691012088322,-1017.7507210884957,343.6270341465473,825.5052668857326,19.05611589137184,94.00843303102539,-712.3048322908658,-1616.4912440529415,2,0.5
2012-08,-26.12877884803745,349.32093628589007,1171.4188504523836,-723.644209540242,92.17413299403242,730.3010875576045,37.58335979237168,22.853667601449548,-455.0915990773353,-1197.7874472181172,2,0.5
2012-09,-271.1692414023999,197.58274329934375,2058.37750580174,-1584.4028469849118,891.7188639582822,380.7197521057027,138.68221222380367,668.6869598412552,-827.2706177279259,-1651.9253311148898,2,0.5
2012-10,-1406.787037021097,1267.6851523348018,2075.4316860258905,-2591.5656823326685,-1904.424909673403,2951.8022723304675,1490.355563549355,820.9911983818083,363.8234630365627,-3066.3117066317172,2,0.5
2012-11,-40.07425621362797,78.76000434772803,123.6660939604316,-184.20699908384992,66.23546061201002,73.80357215025623,19.974070304837404,-67.5567576954887,117.49574488824118,-187.09693327053785,2,0.5
2012-12,-52.29785435296148,69.81984576993614,101.46101987676376,-141.99730090287562,26.144679560872305,70.59163863939523,30.11874036101876,-67.22187364581494,95.3532091710002,-130.97210447733437,2,0.5
2013-01,-26.099433142175624,42.22584021397864,60.11461232050454,-82.5834526873491,13.149592811168741,50.28718529855986,17.947416891683584,-29.41139942391444,39.7926458975962,-84.42300818005243,2,0.5
2013-02,-0.48681641120521485,5.286404977556793,29.715518842915735,-27.619737687110423,-3.6564441205889464,29.40738912377144,11.389630955585194,10.021541204387868,-11.313628790636233,-41.74385809467621,2,0.5
2013-03,-2.8972796843406416,10.38088115240025,23.421210276024855,-28.410142891394198,2.87676952151997,25.898170292751214,9.769455105502244,0.13744349704200368,-1.770277430317017,-38.406229839188676,2,0.5
2013-04,-9.907621700505892,16.502138022280917,7.694430837260196,-45.741436423687595,1.5346584737110018,28.500764312288286,20.17385116065675,2.9606269921817576,17.0412958892705,-37.75870756345594,2,0.5
2013-05,-9.91005328768588,14.798252550840017,-15.822319345110719,-33.96160454034105,-12.694025357172114,24.708731032558163,22.962596318590435,14.840173010776887,15.489823584549214,-19.411573967004948,2,0.5
2013-06,-11.117555133006155,17.085876773792915,-17.975216446487767,-36.49703217889813,-6.408112389810275,21.155956746944014,22.26086719262656,11.009195721479264,21.697750188019146,-20.21173047465956,2,0.5
2013-07,-326.1546323304304,198.84869478262695,275.501990827945,-667.9561455984403,414.9592243395257,-103.93690495845873,238.34610401924016,12.347183577704516,459.458966578346,-500.4144812380589,2,0.5
2013-08,-142.3034140648827,146.74655801411754,177.17480193153372,-409.4912491530883,276.92382825668943,13.619605270401914,60.084791899038365,-111.07060377860844,265.92408859492446,-276.608406970126,2,0.5
2013-09,-25.187267167973555,42.46435163238139,21.734406831221115,-94.57469083809713,-8.601053942386534,70.30679562135967,36.11062304527842,-1.3163239224928027,36.56716744151614,-76.50400870080672,2,0.5
2013-10,-4.390171788277652,10.334111109098862,-7.36946992968118,-4.895688881218148,-21.37034219159976,24.75309689292997,13.724378669755886,14.055821806258843,-5.611440533506349,-18.230295153760505,2,0.5
2013-11,-6.902560121805502,-7.688208288855742,-12.585966684030396,11.891785036042963,-26.229843811896377,0.21211433625762993,23.27848492772477,55.559953765877815,-37.35768671584255,0.8219275565273857,2,0.5
2013-12,-9.218677942449688,-9.09317099698679,-19.072342078032808,8.297961700743057,-18.668383716417473,-5.139414238596732,28.0788795407767,62.49307404229196,-39.26469749279925,2.5867711814709384,2,0.5
2014-01,-10.644928145738842,-6.955012156420339,-20.51796446013897,10.465036425048094,-9.166346054116893,-11.399994592399212,25.227843365607068,57.163278522927484,-35.53611993497155,2.3642070302032936,2,0.5
2014-02,-14.900802453567385,-4.462620062603459,-23.86672566672046,8.40602071240193,-11.637887341159306,-16.534996631257844,27.55791253736504,60.5751448475329,-33.218217546365544,9.082171604374109,2,0.5
2014-03,-0.6126293764840877,-5.3149841699327895,-11.882661438633006,2.5282721192401456,-6.361583984262801,0.0015728781455562751,19.77736863644782,34.92898480137538,-20.816325145043912,-11.248014320852299,2,0.5
2014-04,4.443378179685223,-3.725177082163567,-5.315703777142269,0.5264861878539108,-0.5232637074035781,6.289389139489115,15.677268670260766,23.961355090444396,-19.935894616090966,-20.397838084933024,2,0.5
2014-05,-0.5903105771458456,-3.566256805007076,-8.124554790369222,2.4182191611387878,-2.103060326325271,0.2992816490533008,18.33997147672484,33.67547351892139,-24.572320790325907,-14.776442516664982,2,0.5
2014-06,-3.4933634948601,3.2337315532376,0.23920823831897298,-1.9220161458837712,3.9952314253414185,4.017019355377307,9.303488636318288,11.250034384078324,-9.195056990734807,-16.428276961193237,2,0.5
2014-07,-3.916854480012138,-22.728286362032055,-11.98391257181274,42.34748848106226,-41.92290576275346,-19.578351362112418,-71.79867469555917,34.67194023043113,29.692388483108395,66.21716803968019,2,0.5
2014-08,-13.577106725658647,4.482640840372802,2.932738513121203,4.417994856521464,5.7237488938347445,2.305556301953264,17.765033808091403,9.263073390715672,-14.843883032492192,-17.469796846459705,2,0.5
2014-09,-60.83376213518287,35.710968061104154,-117.39788378902276,-40.05624295974272,-23.129661742010963,-1.9001944820033345,189.02382964239632,99.84913059571575,-53.37365407427432,-26.892529116979183,2,0.5
2014-10,-47.436407688009794,12.537992984893291,-5.9139319050109584,-28.609356355366984,-14.781373908127483,-18.904479025500752,47.69707909076877,48.877778433441144,-6.714653005571026,14.247351378483783,2,0.5
2014-11,-188.10984329564172,68.67438718192606,-75.71297115831712,-283.11959966558373,-33.00755066640854,-118.27530467856448,269.81141299707747,239.25883897944237,6.713040648334389,114.7675896577353,2,0.5
2014-12,-19.6237684696854,3.433200161184292,-11.519745853718986,-16.838996480941127,-19.68821867933308,-16.62559412422504,-0.002963236577933119,45.511653761773786,-3.558666732742936,39.91309965426638,2,0.5
2015-01,-14.189447808318638,-0.8757584874650978,-4.483637158266586,-5.983713646021708,-13.608562768726138,-9.289443905046733,2.2657484279137816,33.07511074999191,-7.20352156237528,21.293226158314475,2,0.5
2015-02,153.32097063335127,-279.08910691218847,180.83140678003383,218.20741668987554,186.16129099817107,-12.520099395565381,180.28546602485036,38.92673269314231,-327.54041982201466,-337.5836576896558,2,0.5
2015-03,80.46755555655344,-151.09512234095126,79.31532792530257,121.46741066268827,69.81421368110627,-13.759276767631178,96.66521273578823,57.51330818986019,-188.85656246883073,-150.5320671738857,2,0.5
2015-04,0.06627812412979472,-12.289937066884885,6.23465450527589,7.512066575152793,14.482254241257055,-3.5047690435171064,21.199428365826236,16.469445892541575,-29.667415334453963,-19.502006259327374,2,0.5
2015-05,-9.841448179376084,-6.144389053182928,1.269014770168645,-1.7452783899551092,9.015534418961172,-12.201066992421932,10.439545382633167,15.970091527694612,-4.623462354432163,-1.1385411300893804,2,0.5
2015-06,-319.5817464217767,455.7124661508222,0.1903915564621672,-304.47287477694067,237.28244498083848,-329.92062023492457,-64.57937845931336,401.43244756103167,-83.08161720423752,8.018486848038298,2,0.5
2015-07,-39.27996173596317,103.24549916106831,-38.58457996213248,-78.53817687534591,8.067743186186691,-32.59945323184855,-7.671563586204787,82.98255569513096,-5.683838380696816,9.061775729805747,2,0.5
2015-08,-37.082965405201655,77.94719889746588,-30.036926257303744,-58.56240838703926,15.881501513011886,-32.957409570664694,-4.218478950818671,61.185239231378304,0.9945575046110195,7.849691424560914,2,0.5
2015-09,-34.029743784618766,11.853821591967069,10.095139883385416,-7.927283342146014,46.561541317962664,-39.18624287521953,8.578850050785928,7.31413343761231,-1.4973176832531885,-0.7628985964758945,2,0.5
