,energy,materials,industrials,consumer discretionary,consumer staples,health care,financials,information technology,telecom,utilities,gamma_op,b_weight
2011-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2011-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2011-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2022-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2022-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-03,0.06535597413458005,0.050009670339439274,0.05000058034018375,0.058250330579919754,0.22996009637348747,0.23228798229166042,0.15840784858733015,0.050000042763161376,0.055727440129106846,0.050000034461130986,2,0.5
2010-04,0.061606975407782746,0.05001793402191548,0.05000033124729635,0.07780648012467986,0.19348482429444908,0.2114596091219807,0.18520118091224358,0.05000004189708486,0.07042260545226187,0.05000001752030554,2,0.5
2010-05,0.0588268110800157,0.05003750318333098,0.050000490860310325,0.06597144787249433,0.19996593538143953,0.2659432428768194,0.14105329734494265,0.050000253937398126,0.06820098230334061,0.0500000351599083,2,0.5
2010-06,0.061605802375416345,0.05000399775975122,0.050000023157165105,0.050012429481742234,0.215364313136375,0.3044971995039589,0.1185160709605147,0.05000000834262034,0.050000152205252016,0.05000000307720415,2,0.5
2010-07,0.06268846861253555,0.05000033902460588,0.05000000758654537,0.06402691355295917,0.21769715079813823,0.28133496214382625,0.12425036233595982,0.0500000029578175,0.05000179228651728,0.050000000701095,2,0.5
2010-08,0.06609550896573853,0.050024602699268395,0.05000002319127334,0.08558339326731967,0.21680819643126087,0.2825762064890924,0.09891200118237148,0.05000001100519249,0.050000054243758404,0.050000002524724446,2,0.5
2010-09,0.05018884630517988,0.05162130238951414,0.05000010531151839,0.08914421941341785,0.23924097597659383,0.2946577071112576,0.07514466958164343,0.05000005594585773,0.05000209874062524,0.05000001922439197,2,0.5
2010-10,0.05000086495402701,0.0625065813568048,0.05000002062938458,0.07743996317541058,0.25343455212476956,0.3013378953982285,0.0552788827177991,0.05000001409733523,0.050001223519602706,0.05000000202663797,2,0.5
2010-11,0.08846052544389002,0.09232825895612341,0.05000177376883196,0.07559821926645975,0.215314472368566,0.265639463826031,0.06265154118999318,0.0500008185739531,0.05000488947173718,0.05000003713441448,2,0.5
2010-12,0.06053720866990708,0.06696810839294504,0.05000009550869656,0.051203659931045774,0.2644967932720577,0.30679374632654455,0.050000106229000245,0.05000009017007512,0.05000018117452083,0.050000010325207095,2,0.5
2011-01,0.06919327347635094,0.07941277264007257,0.05000005017469364,0.05000225874507273,0.24651997629187228,0.30487144735197086,0.05000008372191581,0.050000043182048974,0.050000093427596266,0.050000000988405915,2,0.5
2011-02,0.0773080188091187,0.06847942369646198,0.052896146351530365,0.05706780703939458,0.2437207948993358,0.30052735190093927,0.050000308920749824,0.0500000136487633,0.05000013149659627,0.05000000323711006,2,0.5
2011-03,0.0512795838342822,0.08088509184397397,0.05486763244839779,0.06687196494356704,0.20933871815312965,0.29896049517675155,0.050000055097251264,0.05000005959844611,0.08779638859688305,0.05000001030731733,2,0.5
2011-04,0.06429947731455526,0.09515384793681053,0.054667047584493464,0.06560569065866789,0.20878090059472998,0.28278519002929164,0.05000006732888038,0.05000004816271785,0.07870772807447937,0.05000000231537365,2,0.5
2011-05,0.06805070353870633,0.10284885490374424,0.051183058517349854,0.07152000150878064,0.16082170771718646,0.27993646948198536,0.05000584998850557,0.050000058286257094,0.1156332788263983,0.050000017231086234,2,0.5
2011-06,0.08218574966394004,0.08846644640562493,0.05000004434272762,0.05000550421954977,0.1572509141305599,0.27376219166829746,0.06840629782903504,0.05000000629292394,0.12992284450505007,0.050000000942291206,2,0.5
2011-07,0.10306107979993911,0.10726491160259807,0.050000133468198406,0.05090822868048703,0.13695728471253504,0.25549902795276785,0.06769326614265866,0.05000007916412777,0.12861596704320744,0.0500000214334806,2,0.5
2011-08,0.10092878843611074,0.1040232199747416,0.05000000413684905,0.05000015956976693,0.16272364922278887,0.26216250991240886,0.050001113952076896,0.0500000037432028,0.12016055063847648,0.05000000041357781,2,0.5
2011-09,0.0897862287530696,0.08853570382791331,0.0500002553710929,0.050003371128687434,0.20553950178364344,0.2745138861202163,0.050001799471340404,0.050000253989836596,0.09161897399976307,0.050000025554436965,2,0.5
2011-10,0.11256251892702168,0.09112185013812364,0.050000362932084194,0.05001379306372372,0.19809214120828383,0.26595102754912775,0.0500010644948096,0.05000034358522147,0.08225684791142704,0.05000005019017711,2,0.5
2011-11,0.09454298250445875,0.07661292513866994,0.05000008176597099,0.05045010393882482,0.22310615378939241,0.28323623354110705,0.05000024837084592,0.05000010232812996,0.07205113984327707,0.050000028779323163,2,0.5
2011-12,0.0670044438268147,0.05003511840584553,0.050000014534652824,0.05000009383113142,0.2407858634269584,0.323687065534147,0.05000001085874584,0.050000094760709275,0.06848728867329454,0.05000000614770041,2,0.5
2012-01,0.09065533230456843,0.05246859386855582,0.050000214573779324,0.06009706655559922,0.20555484264189733,0.3370286808211369,0.05000010477435108,0.054016968597830464,0.050178131551440096,0.05000006431084139,2,0.5
2012-02,0.1313906258928425,0.07067919530876515,0.05000004109475445,0.055004830390619305,0.1847992755950017,0.29183648749612023,0.05000009529144969,0.05000014677730302,0.06628929712003453,0.050000005033109404,2,0.5
2012-03,0.13386323748182913,0.06347853517251502,0.05000006859921069,0.05043381288296874,0.2262764701473291,0.27591231594242527,0.050000285243178254,0.05000032713300502,0.05003492239483026,0.05000002500270856,2,0.5
2012-04,0.128617532240076,0.05639865397616831,0.0500000088788708,0.050012321673428964,0.2405486891396002,0.26289010053865736,0.0500003718448728,0.05000008636804875,0.06153223257495824,0.05000000276531863,2,0.5
2012-05,0.1279463193690264,0.05000002451623502,0.05000000138137724,0.0500000040555396,0.2512514215971428,0.20533075726295003,0.05000550326184679,0.0500000033494262,0.11546596463631875,0.05000000057013728,2,0.5
2012-06,0.10116820477032032,0.05000047231224041,0.050000001564914465,0.05000000525424829,0.25055136671527983,0.22666856531359353,0.05000241544817245,0.05000003505378067,0.12160893297812457,0.05000000058932546,2,0.5
2012-07,0.07414668629099727,0.05000002814821774,0.050000001930042545,0.05000000554235366,0.2267706032230104,0.3043906466371004,0.05000001785651338,0.05605893766612103,0.08863307176537963,0.05000000094026394,2,0.5
2012-08,0.05402817906202961,0.05000001135215168,0.05000000183882831,0.050000003705130754,0.2538447941745481,0.30856453156927016,0.05000000719129696,0.05000024346247278,0.08356222650520898,0.050000001139062694,2,0.5
2012-09,0.05000037739851097,0.05000006667306303,0.0500000364984909,0.050000105740193194,0.22982244007475566,0.3077724795017427,0.0500000621453984,0.06548667442549358,0.09691773241472286,0.05000002512762876,2,0.5
2012-10,0.0500000025386014,0.05000000261760438,0.05000000196267213,0.050000004165411685,0.240183658417355,0.3259119170349758,0.05000000299643111,0.08006764365989476,0.05383676508542594,0.050000001521627827,2,0.5
2012-11,0.05000004007974338,0.0500000487995841,0.050000031152629194,0.05000023845070894,0.2050453319733488,0.33973058345543306,0.05000003580193699,0.10522330477806442,0.05000036505047477,0.050000020458076444,2,0.5
2012-12,0.0500001761951833,0.05000035627059979,0.050000111957424896,0.05000219829298052,0.20663412943643988,0.37686500147762,0.05000024741465998,0.0664972008001627,0.05000050149495466,0.05000007665997428,2,0.5
2013-01,0.050000017986500105,0.05000001954538274,0.05000000627630578,0.05000036215966722,0.18765052298193324,0.3784321979009495,0.05000331644220653,0.08391353065662885,0.05000002284293047,0.050000003207495584,2,0.5
2013-02,0.050000082936920466,0.05000003387349749,0.050000016671734954,0.0500001949688676,0.1426111689891424,0.41309511144518957,0.08996815654099966,0.054325198666357995,0.05000002572361306,0.050000010183676856,2,0.5
2013-03,0.05000012137608987,0.0500000065564734,0.0500000051090825,0.05000003080904072,0.14122521762199103,0.4090112032896884,0.09976282303567761,0.05000057070191642,0.05000001911175852,0.05000000238828162,2,0.5
2013-04,0.0500001040363344,0.05000001981968404,0.050000015238673916,0.05000007899855307,0.10828730072183734,0.4797561234690706,0.0500020754498627,0.06195420062035456,0.05000006866306886,0.05000001298256056,2,0.5
2013-05,0.05000000989214784,0.050000010681219315,0.05000000965741611,0.0500001547243,0.07477352193279413,0.4514564986028041,0.05000022430586649,0.12376760197872975,0.05000195952903705,0.0500000086956852,2,0.5
2013-06,0.05000001149676679,0.050000015622873574,0.05000002020558171,0.050002085956542854,0.0829900435345654,0.4099316549682922,0.05292231860174759,0.15415372998303917,0.05000010703127027,0.05000001259932041,2,0.5
2013-07,0.05000001071398006,0.050000016069000924,0.050000021795127206,0.05000012443852534,0.052597198129135866,0.4190716385512578,0.050000118396002435,0.1783307224984047,0.05000013589277536,0.050000013515790385,2,0.5
2013-08,0.050000004605624634,0.05000000670474256,0.05000000790650722,0.05000003937578459,0.05000005658926553,0.42282747983557895,0.050000035346750196,0.17711744265756457,0.05005492123734424,0.05000000574083754,2,0.5
2013-09,0.050000039975079714,0.050000104087055096,0.05000009030543076,0.050002117463112346,0.05000057110719675,0.3828945074906771,0.05000016762948776,0.174517697066993,0.0925846664083923,0.050000038466575275,2,0.5
2013-10,0.05000000056312591,0.05000000121840168,0.05000000101243723,0.050000799057014135,0.0500000360046374,0.39779168304241497,0.05000000413222638,0.20220721077410903,0.05000026372332319,0.05000000047231008,2,0.5
2013-11,0.05000002959034931,0.050000050713973364,0.05000005290661389,0.07158305256519071,0.05000390260507274,0.32297682835596797,0.05000023974201697,0.255435335159327,0.050000493647053036,0.05000001471443505,2,0.5
2013-12,0.0500000373071594,0.05000005412489899,0.05000005697612118,0.0658318111601708,0.050002479074625135,0.30187468387731725,0.05000037795652288,0.2822876113374137,0.050002873782605844,0.05000001440316485,2,0.5
2014-01,0.05000006379095671,0.05000014005544355,0.050000119932128224,0.08454090937639405,0.050033593852716156,0.2918891998832432,0.05000093194781917,0.27353344280407227,0.0500015644454626,0.05000003391176419,2,0.5
2014-02,0.050000000887833025,0.05000000137632854,0.050000001518149914,0.09531448972361875,0.05000001750650184,0.2692533979841474,0.05000000320836544,0.2805373512156071,0.05489473575570425,0.05000000082374385,2,0.5
2014-03,0.050000041678542155,0.050000055998709124,0.05000007049451677,0.050056691203117336,0.050001130520920416,0.27394153062830817,0.05000021900852408,0.2868061843226797,0.08919404961365163,0.05000002653103068,2,0.5
2014-04,0.05000000622876583,0.05000000778093091,0.05000000903469613,0.0500960864712529,0.07967192981851455,0.3339083150522571,0.05000002117318593,0.23632146659906994,0.050002152542647185,0.050000005298679456,2,0.5
2014-05,0.05000002931453017,0.050000055051586396,0.050000058761209935,0.05000343515737344,0.11027548526119302,0.30868537801644264,0.05000055883640435,0.23103375502714119,0.05000121450145143,0.05000003007266734,2,0.5
2014-06,0.05000000075719702,0.05000000132287984,0.05000000145937532,0.050000009374170665,0.07805499156260305,0.34715539469911444,0.05000000346273032,0.22478137654337382,0.05000821985494365,0.050000000963611874,2,0.5
2014-07,0.05000000035840741,0.05000000059550154,0.05000000074695466,0.050000005441528036,0.05000000841540507,0.33615637372256013,0.050000000733278364,0.26383843227975096,0.05000517718450619,0.05000000052210769,2,0.5
2014-08,0.05000002088961942,0.05000004081429481,0.05000006616467556,0.05000361412573811,0.05010848564334955,0.36548018384625947,0.0500000692294443,0.23440048472928937,0.05000700056787029,0.05000003398945909,2,0.5
2014-09,0.050000015255808446,0.05000003234724006,0.05000005082961872,0.05000136328544477,0.0500010381208744,0.25811401075579615,0.05000007450834522,0.3418807482341287,0.05000263962033438,0.050000027042409176,2,0.5
2014-10,0.05000001574191315,0.050000037569471786,0.05000008580146326,0.050000640824369474,0.050001045127330314,0.25317532507272134,0.05000005003103655,0.34682007802091813,0.050002684033447986,0.050000037777328005,2,0.5
2014-11,0.0500000142046161,0.050000038222602926,0.05000012859731587,0.05000053862121105,0.050000692290056666,0.26197628873012313,0.05000005913555073,0.3380156989393803,0.05000649372784209,0.050000047531301155,2,0.5
2014-12,0.05000000157806623,0.05000000320748123,0.050000009220253425,0.05000001619131164,0.05000000970686579,0.24586464774825073,0.050000029919038,0.3541030700264486,0.05003220752469312,0.050000004877591306,2,0.5
2015-01,0.05000000864316008,0.050000022838241245,0.050005831095053264,0.050000199972216136,0.05000020219296915,0.2107778595049627,0.19393574630073368,0.24527881649269745,0.0500007294036899,0.05000058355627654,2,0.5
2015-02,0.050000021523704266,0.050000072067199704,0.050008155894866575,0.050003175042517355,0.05000024753520126,0.19063894046462798,0.17658683242198464,0.2827616844271808,0.05000030446153304,0.05000056616118439,2,0.5
2015-03,0.05000009855763608,0.050000261013133714,0.05000933410679349,0.05000620361906701,0.050000880591153415,0.14740210575347396,0.1632479594737569,0.33932834534304745,0.0500038835777659,0.05000092796417203,2,0.5
2015-04,0.050000001896021065,0.050000004632183306,0.05003513350476293,0.050000080941333826,0.05000001414873397,0.21468814613454018,0.12488160103696076,0.31039498111839375,0.050000026939805445,0.05000000964726478,2,0.5
2015-05,0.05000000143588564,0.050000004053742324,0.14384168445911416,0.05000185719382348,0.050000015213143185,0.09573975818367858,0.14660363834819026,0.3060303365579265,0.05778268530363324,0.05000001925086265,2,0.5
2015-06,0.05000000974160236,0.05000002589380524,0.11284605733716198,0.05573172843728164,0.05000004639234614,0.050152398882494294,0.05001634479118433,0.33824804388591195,0.19300527303758702,0.05000007160062498,2,0.5
