,energy,materials,industrials,consumer discretionary,consumer staples,health care,financials,information technology,telecom,utilities,gamma_reg,b_weight
2010-03,0.1257907294874549,0.10574458801622891,0.09708858952934268,0.06428847122612186,0.10767909044299767,0.14242250510019908,0.03758834800979343,0.07392930887076918,0.14710174739549858,0.09836662192159379,0.001,0.5
2010-04,0.12238751027292553,0.10450355057172545,0.09539609477634668,0.06766077974677133,0.09719117721744192,0.13140058201000707,0.04570986165497694,0.09064718602423637,0.1462517568241708,0.09885150090139797,0.001,0.5
2010-05,0.1181251284601196,0.10331465314542433,0.09182488804813237,0.06591535545936467,0.09839040955076359,0.14388258090642353,0.03290619950148297,0.10692534361306402,0.14438030793633277,0.09433513337889209,0.001,0.5
2010-06,0.11829989788192329,0.10565544038838662,0.0912599106789816,0.06165476088550883,0.10500967185784828,0.16069289984903204,0.022149248437131844,0.10378920817045215,0.14094149774139686,0.09054746410933853,0.001,0.5
2010-07,0.11826795179547007,0.10528926077136568,0.0907129046563498,0.06861588339269448,0.10456234677703677,0.15709722293996323,0.03128786320564094,0.10394109833371173,0.1352355982980733,0.08498986982969402,0.001,0.5
2010-08,0.11929635863477732,0.10704674804264766,0.09256153714994814,0.06978807876073485,0.10253969030578788,0.15515502017228,0.026807689680505276,0.10660084275347834,0.1346894232661059,0.0855146112337346,0.001,0.5
2010-09,0.11518753775450113,0.1092786161834948,0.09248499325410475,0.07176557468879774,0.10691845325860659,0.15847151338577964,0.022570112886135495,0.10381352637263286,0.13908991928660078,0.08041975292934621,0.001,0.5
2010-10,0.1149432588857556,0.10827440279357493,0.09065269749969487,0.07157954133440059,0.10594318696929735,0.1544823725243396,0.02524632648179489,0.10735547497120491,0.13911110192498016,0.08241163661495714,0.001,0.5
2010-11,0.12571469312723907,0.11238638935537688,0.09572529388607984,0.07124297084018501,0.09613753609080869,0.13776522949056155,0.035129061447346656,0.10950203286695805,0.1307887543675041,0.08560803852794022,0.001,0.5
2010-12,0.12096474890994134,0.10831045941786355,0.09575517345821426,0.06933528873719486,0.10310881668451594,0.14573363098210096,0.02846369471765858,0.11290145153553988,0.13289974470786825,0.08252699084910241,0.001,0.5
2011-01,0.12576615979829475,0.11100946550834109,0.09644902059600083,0.06685533741439466,0.10110493790953554,0.14273721862345007,0.028610381302563586,0.11279193869432817,0.1335514949972916,0.08112404515579974,0.001,0.5
2011-02,0.1252035942281447,0.10917706241297348,0.09935453931500145,0.06894688458454909,0.10196240845139062,0.14358642907860944,0.029290658676449918,0.10732048130305649,0.13165792281613298,0.08350001913369184,0.001,0.5
2011-03,0.11873745814238791,0.11108500301695301,0.09921023381566191,0.07211759601515708,0.09793182763632483,0.14060630333749852,0.027342925419543144,0.11129536616750249,0.1378951000572972,0.08377818639167393,0.001,0.5
2011-04,0.12393857471956385,0.11477646925112886,0.09738388532165983,0.06915022441154248,0.09587309777586195,0.14020712674568858,0.02565141853922767,0.10992156510886676,0.13753516746897942,0.08556247065748074,0.001,0.5
2011-05,0.12366758046086816,0.11242708150789665,0.0963516114259746,0.07223243398266202,0.10049532160008699,0.13838747427534526,0.034636724997111894,0.10431406489054532,0.1280025683866729,0.08948513847283623,0.001,0.5
2011-06,0.12662552262458632,0.11177991002137727,0.09288857094591155,0.07054848820941326,0.10128481521718195,0.14026646600508436,0.040651250415021524,0.10217049066330247,0.12976604816375858,0.08401843773436274,0.001,0.5
2011-07,0.13400438644644241,0.11705163711227125,0.09060758291098414,0.07037678811767376,0.097094132960681,0.1364909572935405,0.040357355615147805,0.10222276583804929,0.12947685391274844,0.08231753979246152,0.001,0.5
2011-08,0.1338347010465416,0.11683095941904784,0.08710949245623167,0.06869555884652687,0.10298014210892609,0.13984818525584267,0.03522538515693351,0.1039303289121691,0.1292585997116125,0.08228664708616824,0.001,0.5
2011-09,0.13561004200423446,0.1159935423650055,0.08379258282060784,0.06538250954492043,0.11237661282511638,0.14800554013986478,0.026796020683051727,0.10364897908848947,0.1291880599227211,0.07920611060598834,0.001,0.5
2011-10,0.13882652208430946,0.11820757505918843,0.08254767840161692,0.06821344714787216,0.11266889250486714,0.14866151644672382,0.026411633353027753,0.10092514648860083,0.12502594035694697,0.07851164815684658,0.001,0.5
2011-11,0.13345877095476394,0.114343269035148,0.08277328278862729,0.06811512899787085,0.11408545167708688,0.14854799444386252,0.030215392903791456,0.10149642061343483,0.12377201048515704,0.08319227810025714,0.001,0.5
2011-12,0.1270855605083791,0.10881237101005921,0.08012901965852981,0.06789232720961039,0.12195237794138565,0.15692554913163956,0.02822831963297019,0.10283970487969507,0.12220800226709004,0.08392676776064106,0.001,0.5
2012-01,0.11900012620741149,0.10539276322617959,0.08287139676024387,0.08213917302103663,0.11788619944199967,0.1542330498136394,0.04714802926970886,0.10123465173762827,0.11041465821393018,0.07967995230822207,0.001,0.5
2012-02,0.12521614073301307,0.10786892770710757,0.08323890701930353,0.08979249572096966,0.1140421311015491,0.14755800305046524,0.06691145351531953,0.09200619201189217,0.10304957855689983,0.07031617058348023,0.001,0.5
2012-03,0.1228903352050862,0.10578375192139988,0.08228440458831676,0.09700435521124087,0.12143027085677094,0.14211024233536784,0.08276642548934082,0.09375130180552921,0.09314789937898793,0.05883101320795961,0.001,0.5
2012-04,0.12690389282259731,0.10219110056568649,0.06564158468884262,0.11283318542515575,0.14315670901312488,0.16073384245953165,0.10017137236252834,0.08273237276962261,0.0822771640129009,0.023358775880009394,0.001,0.5
2012-05,0.20786077607803927,0.08420682042464847,-0.011782365695691237,0.09121764403564324,0.2540416382562228,0.22025635160478152,0.11558199060541452,0.05122855601067485,0.1574761356737821,-0.17008754699351536,0.001,0.5
2012-06,0.1985436217314806,0.09716674653277502,-0.08595458266357144,0.06072102534155998,0.36192131800164573,0.34597263477351436,0.045454310009037345,0.09484356985904183,0.22102533848966843,-0.33969398207515183,0.001,0.5
2012-07,0.11784396658676402,0.07017397273409723,-0.03557639582681088,0.06572026761919673,0.2582191633396306,0.323080426073109,0.040364765330613686,0.13490997546825712,0.14887650451683482,-0.12361264584169225,0.001,0.5
2012-08,0.09478488156704704,0.130905093616502,0.2555999849133078,0.19097749204717174,-0.11771623658612633,-0.19381972719395196,0.2564452992068204,0.06333880923551184,0.002399182910358927,0.3170852202833586,0.001,0.5
2012-09,0.11207583051722779,0.13653779814833683,0.1812783351729057,0.15727607753648076,-0.009074502898825963,-0.06414342930215003,0.23145585376780653,0.04716932535938653,0.024379264413566592,0.18304544728526534,0.001,0.5
2012-10,0.15282622774343313,0.12854343019295172,0.17812784004375815,0.14629821344145516,-0.012901649698891543,-0.07173220878339061,0.21367415410630347,0.035784349416299835,0.040417535334409185,0.1889621082036716,0.001,0.5
2012-11,0.16561313739011363,0.12938227023974003,0.1666544935589658,0.11027605429987147,-0.003177600715123706,-0.0798682261754277,0.249230122594568,0.007708363069869814,0.07962080644804401,0.17456057928937863,0.001,0.5
2012-12,0.15570917437528636,0.11808162768551195,0.16169696884532256,0.10275434379027146,0.010650936572565668,-0.06443588190269701,0.20779928565965355,0.03971716149169025,0.09942063421665567,0.16860574926573962,0.001,0.5
2013-01,0.1189762436761741,0.11710211724010393,0.1410768696607702,0.10423889441277505,0.058424142654334474,-0.003928108769484823,0.1311828870867356,0.06293112366154087,0.10603937182397524,0.1639564585530754,0.001,0.5
2013-02,0.12226134856876787,0.14395822376824402,0.1792345665966682,0.10826290140308359,0.04239454298049394,-0.11770976340171675,0.10376127023673443,0.057587387954959476,0.13473948720584494,0.22551003468692038,0.001,0.5
2013-03,0.10540913154862586,0.16315999784885138,0.16608635185455364,0.11297925801982214,0.04462110821620774,-0.08105984214381724,0.09160257283467435,0.06933668938308903,0.10512234454833826,0.22274238788965484,0.001,0.5
2013-04,5.060234893248896,12.451950483106984,13.676595594603764,0.17596530356059942,-7.953197260733211,-35.03607953473505,1.9750406623416343,-8.299534497770928,0.445981059879566,18.503043296497754,0.001,0.5
2013-05,0.4545968170613341,0.4144740077967184,0.40905451318841335,0.04126791972661608,-0.043383761852619177,-0.7178395714885102,0.19499317533726085,-0.25683727934907835,-0.009530132066030907,0.5132043116458957,0.001,0.5
2013-06,-0.14467242030775707,-0.07004765779015508,-0.01932606930508035,0.17949569029580048,0.1779836248760876,0.46210522647581737,0.13331882439215892,0.3087359152188435,0.1259701022327725,-0.15356323608848793,0.001,0.5
2013-07,-0.05996814829479205,0.008530753901958246,0.04192653841720136,0.1549425286784894,0.1417045600718876,0.2788612112612155,0.12335266189944066,0.21883581825876303,0.13993319522414538,-0.04811911941830911,0.001,0.5
2013-08,-0.03915351300587579,0.020941820558710557,0.04017528814191242,0.13863298886594122,0.11842058206152317,0.2672666085642388,0.10055912184757297,0.2184939161827178,0.15831068318898428,-0.023647496405725416,0.001,0.5
2013-09,0.01996527607175448,0.0677400869174472,0.06840841858912944,0.14288602661774513,0.10788758547344932,0.1755848941678908,0.11454521819515753,0.15199532291972961,0.13607308741629487,0.014914083631401683,0.001,0.5
2013-10,-0.007943623405127324,0.05258143308717545,0.06180271613081263,0.1810696684674395,0.11043458367138327,0.1853906118183693,0.13716438265097475,0.14896535042323525,0.14298476817016167,-0.012449891014424425,0.001,0.5
2013-11,0.06925475582620302,0.08311231494341084,0.09040201502051404,0.1353334549734368,0.10378159666771289,0.12258161978442467,0.11469254798312521,0.1229051010188065,0.10791417563117739,0.05002241815118863,0.001,0.5
2013-12,0.06968304188294346,0.07985380459075384,0.08738108249283277,0.13845208472686063,0.10251332933809479,0.123899383341396,0.11983510314414626,0.1287521955174939,0.11174388288806392,0.03788609207741449,0.001,0.5
2014-01,0.0638633159888943,0.08785496328934457,0.08866384199359803,0.1411197067173251,0.10346340443499008,0.11650776377378828,0.12565205281769798,0.12852057590766103,0.1086494225977489,0.03570495247895178,0.001,0.5
2014-02,0.026761485105393105,0.06775564555910796,0.07760767455925906,0.16634703768825437,0.10805957725416843,0.12976286560695682,0.1247625128422822,0.15037894300642918,0.13558338137693698,0.012980877001211984,0.001,0.5
2014-03,0.02409469005365487,0.04241805255355748,0.07159847619672607,0.1758064680377997,0.10228751422695834,0.14393417993119637,0.13680763761013368,0.17141727990324318,0.16110950816677636,-0.029473806680045983,0.001,0.5
2014-04,-0.13946245767795445,-0.07951638433636683,-0.013784322415109643,0.2667979183129268,0.20014776413949698,0.30923811070470164,0.1611148189300125,0.3101354098068367,0.2156364376522516,-0.23030729511679526,0.001,0.5
2014-05,-0.5985200092434979,-0.24209262347698296,-0.14889776254213688,0.3735749323487539,0.39476416820697535,0.6055796865363174,0.2574397600006009,0.6304945014777054,0.2709158316067141,-0.5432584849144488,0.001,0.5
2014-06,-1.5027642008778102,-0.5956811451330255,-0.4127430946072727,0.5092808346406712,0.6781405954183248,1.2809625756818648,0.18776462552511908,1.206116992451489,0.7331009416363546,-1.084178124735715,0.001,0.5
2014-07,2.697076854159823,1.248714956547291,0.8000517646405134,-0.5699823219310431,-0.6020729527910943,-1.935089507512138,0.9710505576808226,-2.217864525086186,-1.149566847953903,1.7576820222459146,0.001,0.5
2014-08,0.432993094808506,0.23931327642351258,0.1553230463610839,-0.011546621861255955,-0.0009439171862883206,-0.12531639865111927,0.16264586151975524,-0.12899363905765404,-0.02058920964172642,0.29711450728518624,0.001,0.5
2014-09,-0.27630278201037256,-0.02175050849851118,0.04972331269767807,0.2598959484272172,0.12724828849757647,0.24917819627942,0.0965134329557287,0.39805421191782936,0.23853017867066573,-0.1210902789372318,0.001,0.5
2014-10,-0.262869775238661,0.01181536981308761,0.11276136450886559,0.2272371179878921,0.1157245611924875,0.21738594458961236,0.0324782292529124,0.3705949928773087,0.2180720324378554,-0.04319983742136063,0.001,0.5
2014-11,10.045184444525127,2.4974249346319266,-0.6679961151032016,-2.04198095826515,-0.30197051075088666,-3.375969799293632,1.61232675054763,-6.576584185647463,-2.8163772326795837,2.625942672035235,0.001,0.5
2014-12,6.337801770318265,2.020749981439786,-0.35419263320719874,-0.6230780996338571,0.6727067806715787,-1.7773596290787699,-1.143715483583721,-3.9168529893996538,-1.5251571295470516,1.309097432020623,0.001,0.5
2015-01,-0.2058480257542213,-0.014115971261532453,0.160456043620103,0.09160573441196318,0.06392437520756011,0.15746506243136413,0.2811021373900763,0.22937951543351826,0.11537488046371723,0.12065624805745157,0.001,0.5
2015-02,-0.06478444313114612,0.05383792437548305,0.13297630795617546,0.11695551449588698,0.06137765254572186,0.1227426954787913,0.20148009273924428,0.1895212942849368,0.08831702111832752,0.09757594013657894,0.001,0.5
2015-03,-0.04202484654184359,0.05361278559874969,0.12149977502266726,0.11188285491677477,0.07200036838592638,0.11895586100386046,0.171639921130879,0.19806040329569397,0.10972711215748103,0.08464576502981103,0.001,0.5
2015-04,0.0026791462588550904,0.06238777454541465,0.11036019928553661,0.09905293448901756,0.10442980080390982,0.14879771497653563,0.11619335102764322,0.16839010696153564,0.10376342278166809,0.08394554886988377,0.001,0.5
2015-05,0.037810790105081316,0.06979168400705013,0.10709510663818368,0.09459692788518975,0.10870092367122419,0.13239871281636775,0.10348340498753991,0.14217580432365368,0.11131726215125787,0.09262938341445162,0.001,0.5
2015-06,0.05346106243468678,0.08407185022416139,0.11249202863584004,0.10360448544918877,0.09097495867387936,0.1039097155339044,0.10367527282695281,0.13311352160651518,0.11781077200197262,0.09688633261289861,0.001,0.5
2015-07,0.0528877444330833,0.06624407712650203,0.08538354830769826,0.09324934885200621,0.11900183647076287,0.13753816379338368,0.08785999988661068,0.13713133633980162,0.11096969133480639,0.10973425345534504,0.001,0.5
2015-08,-0.019395194918824216,0.03130880812384637,0.08363522596942694,0.08814851104244101,0.1307708289476823,0.17546637711135732,0.08403938434504893,0.1706163718257945,0.14267765532002252,0.11273203223320431,0.001,0.5
2015-09,-0.1172287045734683,-0.016129926958627652,0.10413761989208759,0.08215806580972235,0.12372488956899061,0.19590810165673372,0.1262591720659862,0.19294729551184914,0.16066621753728472,0.1475572694894417,0.001,0.5
2015-10,-0.13381384386528644,-0.0402412832494974,0.11892675684699695,0.08765684549248458,0.10084065502214953,0.18692182754779957,0.15964908652692988,0.2064333023686944,0.16332501225708004,0.15030164105264882,0.001,0.5
2015-11,-0.21762417229302777,-0.06152410779175066,0.10822379284855678,0.10634808250359827,0.12239484928117224,0.21734072124520143,0.14444262352118564,0.22702178759908748,0.20377587306374373,0.14960055002223283,0.001,0.5
2015-12,-0.213199850490776,-0.03659281391998166,0.09041454570916818,0.10824040563896645,0.09809854222792437,0.18589339652838932,0.17569675453671563,0.2236121643480562,0.2020649513457799,0.1657719040757577,0.001,0.5
2016-01,-0.11997725503230318,0.006896512426085362,0.07891674920235675,0.12566671289810066,0.11340331593912857,0.17937998998408544,0.16222426415636138,0.17100803730225733,0.15717401298700137,0.12530766013692635,0.001,0.5
2016-02,-0.35876132430642155,-0.10208924945559346,0.045055738761511435,0.13843666905276333,0.10790636803897344,0.2439835684811884,0.276880939575944,0.29672093658057175,0.22356131333492024,0.1283050399361424,0.001,0.5
2016-03,-0.6167333205691204,-0.22713472808799512,0.05688801435649511,0.14652582632860978,0.07437180948680888,0.3048222722903928,0.47297624641620856,0.40777557228580197,0.2052685204364828,0.17523978705631554,0.001,0.5
2016-04,-0.19451971711806465,-0.036745777290997844,0.08457664020971803,0.12350120575243763,0.12325596692257111,0.20561292986467916,0.20003342677095037,0.22143492748377397,0.15734267400101581,0.11550772340391643,0.001,0.5
2016-05,-0.1670044790367899,-0.023772217603489743,0.08162604007681146,0.12116829089214524,0.1245487856018331,0.19722361868257254,0.1842611464677369,0.22571402045017935,0.16689860630978262,0.08933618815921843,0.001,0.5
2016-06,-0.13600598767664646,-0.0047985308242569635,0.07780506991402505,0.11779665328136461,0.12566212446555516,0.18999076820863864,0.1649965101249553,0.21512451213407713,0.1573944287896716,0.0920344515826159,0.001,0.5
2016-07,-0.13705075907121522,-0.008276571311149644,0.07128789938661476,0.11285771375224704,0.12900052640655751,0.19349474299270508,0.1654166547275367,0.21358065605950943,0.16245542066608637,0.097233716391108,0.001,0.5
2016-08,-0.12068596562682253,0.0013137625710737677,0.08008817673891923,0.11323371730936815,0.1227669633861449,0.18573540870188937,0.1607006127301867,0.18937034725068302,0.16437816656976928,0.10309881036878821,0.001,0.5
