,DJUSBMT,DJUSNCT,DJUSCYT,DJUSHCT,DJUSINT,DJUSENT,DJUSTCT,DJUSTLT,DJUSUTT,DJUSFNT,gamma_op,b_weight
2010-01,0.050006371248646576,0.05000011006144584,0.05000001811563887,0.05000013603223781,0.050000022327644486,0.5027514063773112,0.05000013055196378,0.0500000345625147,0.09724176449157516,0.05000000623102151,2,0.5
2010-02,0.050000885983100596,0.05000018781899146,0.05000004725160708,0.13569288877808236,0.05000005519500229,0.4642882911238253,0.05000017885445439,0.050000076060381364,0.050017370828230635,0.05000001810632461,2,0.5
2010-03,0.0733022105161341,0.05026741873734265,0.05000003251561456,0.1842258317100724,0.05000003861735506,0.31887686481351646,0.09300218677149406,0.05000004266376795,0.08032536479034078,0.05000000886436202,2,0.5
2010-04,0.1360888980999566,0.14527168876674934,0.050000012919149905,0.050006267238636964,0.050000014540058896,0.3098783272443446,0.10875462733458367,0.05000001658445558,0.05000014339974142,0.05000000387232305,2,0.5
2010-05,0.1858272343801714,0.05002948885877617,0.050001219498447755,0.050001529616683776,0.050001288386643826,0.37931061425251233,0.08482496498179837,0.05000066613113058,0.050002826747865575,0.05000016714597016,2,0.5
2010-06,0.2535090537255663,0.0749887242057516,0.050000255736950626,0.05000073484747386,0.05000020340510608,0.3214883960049647,0.05000361636655139,0.05000026890038926,0.05000872408827123,0.05000002271897494,2,0.5
2010-07,0.2148246301324781,0.24569054121027034,0.05000003113388429,0.050000068779301444,0.050000040991265385,0.18948408058848315,0.050000362043883036,0.05000005391077661,0.05000018127777291,0.05000000993188479,2,0.5
2010-08,0.24190528904501674,0.25642441665426713,0.05000002684110341,0.050000043316104456,0.050000041449525426,0.15166895768400396,0.050000190998452966,0.05000008081214491,0.05000094362384759,0.0500000095755334,2,0.5
2010-09,0.3131068887954802,0.2842219435432044,0.05000006415060708,0.05000011975494228,0.05000006788734873,0.050000579818637605,0.05000011519377285,0.0500005748424032,0.05266962727909888,0.05000001873450476,2,0.5
2010-10,0.35269869337076554,0.2429550679368661,0.05000008961104978,0.05000017931719983,0.050000080989101026,0.05000022835319734,0.05000017233982906,0.054345190171719654,0.05000027909355457,0.05000001881671714,2,0.5
2010-11,0.34137073280238095,0.23899948621135397,0.05000001284171338,0.05000002235895389,0.05000001090095448,0.06962948273043904,0.05000003639843311,0.050000101631769295,0.0500001114303673,0.050000002693634554,2,0.5
2010-12,0.2933936599865464,0.18592653850732827,0.050000220012793695,0.050000296314057,0.050000160246748346,0.17067732177325123,0.05000029163731673,0.050000509989675826,0.05000095659204173,0.05000004494024088,2,0.5
2011-01,0.31656067734389537,0.13615561281779104,0.05000034112023178,0.05000036815136929,0.05000028669617309,0.19727842731957373,0.0500005575607616,0.0500029262969677,0.05000072835841077,0.05000007433482571,2,0.5
2011-02,0.2725001116238138,0.20882461667719276,0.05000007991214291,0.05000008559769173,0.050000091884348404,0.1686740808769771,0.05000028778490827,0.050000312442040354,0.05000031610961909,0.05000001709126559,2,0.5
2011-03,0.22707520232948974,0.05003276460716001,0.0500003158940365,0.050000304219565014,0.050000208723960105,0.37288957058126876,0.05000078947492549,0.05000029852205023,0.05000050786698101,0.05000003778056318,2,0.5
2011-04,0.22723816538475888,0.07735740881942262,0.050000166486610625,0.050000278674084,0.0500001047405307,0.3454024474234818,0.050000252459331075,0.05000022890225037,0.050000927483045694,0.0500000196264843,2,0.5
2011-05,0.17747057171924546,0.2288768384478898,0.05000003186066964,0.05000011988408649,0.05000002469944262,0.2436521490367205,0.050000069718783575,0.0500000479833222,0.0500001402024651,0.05000000644737462,2,0.5
